Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,GF,Tot
"Adams, Taylor",-,-,-,,,,-,-,-,1,-,1,-,-,1,-,1,-,-,-,1,1,2,-,-,1,9.0
"Aish, James",1,1,1,1,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,4.0
"Appleby, Flynn",,,,,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,
"Blair, Jarryd",,,,,,-,-,,,,,,,,,,,,,,,,,,,,
"Broomhead, Tim",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Callum",,-,-,-,-,-,,-,,,,,,,,,,1,-,,,,,,,,1.0
"Cox, Mason",-,,-,-,2,2,1,-,-,-,1,5,1,1,1,,1,2,1,-,1,1,-,-,3,2,25.0
"Crisp, Jack",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,4.0
"Crocker, Ben",2,1,-,1,-,,-,-,,,,,,1,-,-,,,,,,,,,,,5.0
"Daicos, Josh",,,,,,,,,,1,1,-,-,-,1,-,-,1,1,,,,,,,,5.0
"Dunn, Lynden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Fasolo, Alex",,,,,,,,,-,,,,,,,,,,,,,,,,,,
"Goldsack, Tyson",,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Greenwood, Levi",,,,,,,,,,-,-,-,-,,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Grundy, Brodie",-,2,-,1,-,-,-,1,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,1,-,9.0
"Hoskin-Elliott, Will",1,1,3,2,2,2,1,1,2,2,6,4,3,-,1,-,3,3,2,-,-,-,-,2,-,1,42.0
"Howe, Jeremy",1,-,-,-,-,-,1,-,-,-,,-,-,-,-,-,-,-,,,,,-,-,-,-,2.0
"Langdon, Tom",-,-,-,-,-,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Madgen, Jack",,,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Maynard, Brayden",-,-,-,-,-,-,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Mayne, Chris",,,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-,5.0
"Mihocek, Brody",,,,,,,,,,,4,1,1,1,1,2,4,1,-,3,2,3,2,1,2,1,29.0
"Moore, Darcy",1,1,,,,,1,-,,,,,,,,-,,-,-,,,,,,,,3.0
"Murphy, Nathan",,,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Murray, Sam",-,-,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,,,,,,,
"Oxley, Adam",,,,,,,,,,,,,,,,,,,,-,1,-,,,,,1.0
"Pendlebury, Scott",-,-,-,-,-,1,1,,1,1,1,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,9.0
"Phillips, Tom",-,1,-,1,1,-,1,2,1,1,3,-,-,-,-,-,1,-,-,-,2,1,-,-,-,-,15.0
"Reid, Ben",1,,3,1,1,2,,,,-,,,,,,,,,,,,,,,,,8.0
"Scharenberg, Matt",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
"Sidebottom, Steele",1,-,3,-,3,-,-,-,-,1,-,-,-,-,2,-,-,-,1,-,1,-,-,-,-,-,12.0
"Sier, Brayden",,,,,,,,,,,,,,-,-,-,-,,-,1,1,-,-,-,-,-,2.0
"Smith, Josh",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",-,-,-,5,2,1,2,-,2,1,1,4,3,3,1,-,3,-,-,2,2,2,1,-,1,2,38.0
"Thomas, Josh",1,1,5,2,-,-,3,-,1,2,2,3,-,4,-,3,1,4,-,1,1,1,1,2,-,-,38.0
"Treloar, Adam",-,2,1,-,2,1,1,-,-,2,-,1,1,,,,,,,,,,-,-,1,-,12.0
"Varcoe, Travis",-,1,-,1,-,,1,-,-,-,,,,,,-,-,-,4,1,1,-,1,1,1,1,13.0
"Wells, Daniel",,,,,,,,-,2,,-,-,,,,,,,,,,,,,,,2.0
"de Goey, Jordan",,,,1,1,1,5,1,6,-,1,-,1,2,3,4,4,,,4,2,-,2,3,4,3,48.0
Totals,9,12,16,16,14,10,19,5,15,13,21,20,11,14,12,9,20,12,10,14,17,11,10,9,15,11,345.0
Opponent,HW,GW,CA,AD,ES,RI,BL,GE,SK,WB,FR,ME,CA,GC,ES,WC,NM,RI,SY,BL,PA,FR,WC,GW,RI,WC,
