Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,GF,Tot
"Adams, Taylor",-,-,1,,,,1,-,-,-,1,3,-,2,-,1,1,-,-,1,2,-,-,-,2,1,16.0
"Aish, James",2,2,-,-,-,-,,,,,,,,,,,,,,-,-,1,-,-,-,-,5.0
"Appleby, Flynn",,,,,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,
"Blair, Jarryd",,,,,,-,1,,,,,,,,,,,,,,,,,,,,1.0
"Broomhead, Tim",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Callum",,-,1,1,-,2,,-,,,,,,,,,,-,-,,,,,,,,4.0
"Cox, Mason",-,,1,1,-,-,1,-,-,1,-,-,-,-,-,,-,-,-,-,-,1,-,-,-,-,5.0
"Crisp, Jack",-,-,1,-,1,1,-,1,1,-,-,-,5,1,-,-,1,1,-,-,2,-,2,-,1,-,18.0
"Crocker, Ben",-,1,-,-,-,,1,-,,,,,,-,-,-,,,,,,,,,,,2.0
"Daicos, Josh",,,,,,,,,,-,1,1,-,-,-,1,-,1,-,,,,,,,,4.0
"Dunn, Lynden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Fasolo, Alex",,,,,,,,,-,,,,,,,,,,,,,,,,,,
"Goldsack, Tyson",,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Greenwood, Levi",,,,,,,,,,1,-,-,-,,-,1,-,1,-,-,-,-,-,-,-,-,3.0
"Grundy, Brodie",-,-,1,-,-,-,-,-,-,-,2,1,1,-,-,-,2,-,-,1,-,1,-,-,-,-,9.0
"Hoskin-Elliott, Will",-,-,2,1,-,-,-,1,2,2,1,1,-,2,-,1,-,-,1,-,2,-,-,1,-,2,19.0
"Howe, Jeremy",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,-,-,-,
"Langdon, Tom",-,-,-,-,1,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Madgen, Jack",,,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Maynard, Brayden",-,-,-,-,-,-,,,,,-,2,-,1,1,-,1,-,1,-,-,-,1,-,-,-,7.0
"Mayne, Chris",,,,,,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,4.0
"Mihocek, Brody",,,,,,,,,,,1,1,-,-,2,-,-,1,-,-,1,-,1,-,-,1,8.0
"Moore, Darcy",-,-,,,,,-,-,,,,,,,,-,,-,-,,,,,,,,
"Murphy, Nathan",,,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Murray, Sam",-,-,-,-,-,-,-,-,-,,,,,,,,1,-,-,-,,,,,,,1.0
"Oxley, Adam",,,,,,,,,,,,,,,,,,,,-,1,-,,,,,1.0
"Pendlebury, Scott",-,-,1,2,1,2,1,,-,2,-,-,1,1,2,-,-,-,-,2,-,-,-,-,1,-,16.0
"Phillips, Tom",-,-,-,-,-,2,3,-,1,1,-,2,-,-,-,-,1,-,-,1,1,-,-,-,-,-,12.0
"Reid, Ben",-,,1,1,-,1,,,,-,,,,,,,,,,,,,,,,,3.0
"Scharenberg, Matt",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,1.0
"Sidebottom, Steele",-,-,-,-,-,-,-,-,1,1,2,3,-,-,-,-,4,-,-,-,1,1,-,-,3,1,17.0
"Sier, Brayden",,,,,,,,,,,,,,-,1,-,1,,1,1,-,-,-,-,-,-,4.0
"Smith, Josh",1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Stephenson, Jaidyn",1,1,-,-,-,-,-,-,1,2,-,-,1,-,-,1,-,2,1,-,-,-,-,-,-,-,10.0
"Thomas, Josh",1,-,-,1,1,-,-,-,-,-,1,-,-,-,1,-,1,1,-,-,-,2,1,1,2,-,13.0
"Treloar, Adam",-,1,2,1,-,-,2,-,-,-,1,3,1,,,,,,,,,,-,-,1,-,12.0
"Varcoe, Travis",-,1,3,1,2,,1,-,1,-,,,,,,-,-,-,-,-,1,1,-,-,-,1,12.0
"Wells, Daniel",,,,,,,,1,3,,3,-,,,,,,,,,,,,,,,7.0
"de Goey, Jordan",,,,-,-,-,3,-,1,1,1,3,-,-,-,-,1,,,1,-,3,-,2,1,-,17.0
Totals,5,6,14,9,6,8,15,3,11,12,15,20,9,8,7,5,15,7,5,7,11,10,5,4,12,6,235.0
Opponent,HW,GW,CA,AD,ES,RI,BL,GE,SK,WB,FR,ME,CA,GC,ES,WC,NM,RI,SY,BL,PA,FR,WC,GW,RI,WC,
