Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,GF,Tot
"Baker, Leon",-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,-,-,2.0
"Banfield, Peter",,,,,,,,-,-,-,,,,,,,-,,,,,,,,,
"Bradbury, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Buhagiar, Tony",1,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,-,,1.0
"Carey, Stephen",-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,,-,,-,,,,2.0
"Clarke, Neil",,,1,-,-,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,2.0
"Copping, Stephen",,,,,,,-,,,,,,,,,,,,,,,,,,,
"Cox, Doug",-,,,,,,,,,,-,,-,,,,,,,,,,,,,
"Daniher, Terry",5,-,1,-,,,,-,-,2,-,-,2,2,1,2,2,3,1,4,-,-,-,-,1,26.0
"Duckworth, Bill",-,-,-,1,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Dunell, Frank",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Elshaug, Tony",,,-,,-,-,,,-,-,1,-,-,-,-,-,-,-,-,,-,,,,,1.0
"Eustice, Mark",,,,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
"Ezard, Alan",-,-,,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Foulds, Garry",-,-,-,-,-,-,-,-,-,-,,,-,-,,,,-,,,-,-,-,-,-,
"Hannebery, Mark",,,,,,,,,,,,,-,,,,,,,,,,,,,
"Harbinson, Merv",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Harvey, Mark",,,,-,-,-,-,,,,,,,-,1,-,-,1,-,1,-,-,-,-,-,3.0
"Hawker, Glenn",-,1,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,1.0
"Heard, Shane",-,-,-,-,,-,-,,,,,,,,,,,,,-,-,,-,-,-,
"Madden, Simon",25,32,31,26,27,36,37,23,22,36,39,38,,17,6,25,19,33,25,33,42,39,31,33,24,699.0
"Merrett, Roger",,1,8,5,1,8,4,3,2,5,6,4,21,15,19,12,14,8,12,8,4,10,16,9,10,205.0
"Neagle, Merv",-,-,-,,,,-,-,,,-,-,,-,-,-,-,-,,-,-,-,-,-,-,
"Salmon, Paul",7,10,10,7,5,7,2,9,7,3,1,9,7,,,,,,,,,,,,,84.0
"Thompson, Mark",,,,,,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,3.0
"Vander Haar, Paul",-,-,-,1,-,-,-,-,3,-,2,3,4,-,2,-,5,-,6,,,,-,3,3,32.0
"Walsh, Kevin",-,-,,,,-,,-,-,1,-,1,-,,,,-,-,1,-,1,1,-,3,-,8.0
"Waterson, Chris",,,,,,,,,,,,-,-,-,-,,,-,-,-,,,,,,
"Watson, Tim",-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,,,,2,-,-,-,-,5.0
"West, Tony",,,,,,,,,,,,-,,,,,,,,,,,,,,
"Weston, Paul",-,-,-,-,-,,,,,,,,,,,,,,-,-,,-,-,-,-,
"Williams, Darren",-,-,-,-,-,,,,,-,-,-,-,1,-,-,-,-,-,,,-,-,-,-,1.0
"Winton, Brian",,,,,,,,,,,,,,,1,1,,,,,,,,,,2.0
"Wood, Bryan",,,,,-,-,,-,-,-,-,-,,-,-,-,,,,-,-,-,-,,,
Totals,38,45,51,40,34,51,44,37,34,47,49,56,35,36,31,40,40,46,45,47,49,50,47,48,38,1078.0
Opponent,SK,HW,CW,ME,RI,FI,FO,GE,CA,NM,SY,HW,CW,ME,RI,FI,FO,GE,CA,SK,SY,NM,HW,CW,HW,
