Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",-,-,-,-,-,-,1,-,,1,2,-,,1,1,-,1,-,,,,,,,7.0
"Bowey, Jake",1,1,3,-,3,2,5,-,-,2,3,1,-,1,2,2,,,,,,-,,,26.0
"Brayshaw, Angus",-,-,-,2,1,1,-,-,-,1,-,2,-,1,-,1,-,-,4,5,12,6,3,6,45.0
"Brown, Ben",-,-,,,,-,-,-,-,-,-,-,-,-,-,-,1,,,-,1,-,-,-,2.0
"Brown, Mitch",,,,,,,,,,,,-,-,,-,,,,,,,,,,
"Chandler, Kade",,,,,,,-,,-,,,,-,,,,,,-,,,,,,
"Dunstan, Luke",,,,,,4,2,,,4,3,,,,,,-,,,,,,,,13.0
"Fritsch, Bayley",-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,3.0
"Gawn, Max",4,5,6,6,4,1,9,4,3,8,3,5,1,,,6,3,5,4,10,4,3,3,5,102.0
"Harmes, James",2,1,1,3,1,2,-,2,-,,,-,1,1,3,4,3,1,,-,-,3,2,5,35.0
"Hibberd, Michael",,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Hunt, Jayden",-,-,-,-,-,1,-,1,-,-,-,-,,-,,-,,,-,1,1,1,-,-,5.0
"Jackson, Luke",1,7,2,2,1,-,,-,4,5,3,1,3,3,,2,1,3,2,3,1,4,1,4,53.0
"Jordon, James",-,3,2,1,3,-,2,-,3,-,2,-,1,1,3,-,-,-,2,1,1,-,,,25.0
"Langdon, Ed",1,1,1,3,1,1,2,2,1,-,,3,-,2,3,2,1,-,3,1,1,-,1,6,36.0
"Lever, Jake",,,,-,-,,-,1,-,-,-,-,-,-,-,-,-,,-,-,1,1,-,-,3.0
"May, Steven",-,1,-,-,-,1,-,-,-,-,-,,,-,1,-,-,-,-,-,1,-,-,-,4.0
"McDonald, Tom",-,-,-,-,-,,-,1,1,-,,,,,,,,,,,,,,,2.0
"Melksham, Jake",,,,,,,2,,,1,-,,,,,,-,1,-,-,1,-,-,-,5.0
"Neal-Bullen, Alex",-,3,-,1,-,3,,-,-,2,1,3,-,1,-,-,2,-,1,1,1,-,1,-,20.0
"Oliver, Clayton",6,13,8,6,8,13,5,8,7,11,5,7,6,12,6,10,,12,6,14,6,13,8,9,199.0
"Petracca, Christian",9,6,2,2,7,2,3,4,3,6,-,3,8,8,5,2,10,7,6,3,3,3,4,5,111.0
"Petty, Harry",,,,,-,-,,-,2,-,-,-,-,-,-,-,,-,1,-,-,-,-,-,3.0
"Pickett, Kysaiah",-,-,1,-,-,-,,2,2,1,-,1,-,-,2,1,-,-,-,1,1,-,1,-,13.0
"Rivers, Trent",,-,-,-,-,1,-,1,-,-,-,,,,,,-,-,2,2,2,1,-,-,9.0
"Salem, Christian",-,,,,,,,,,,,-,1,1,2,-,1,-,2,2,-,,-,-,9.0
"Smith, Joel",-,-,-,,,-,-,,,,,,,,,,,,,,,,-,-,
"Spargo, Charlie",-,-,-,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,1,-,-,-,1,1,7.0
"Sparrow, Tom",2,2,3,5,1,5,,2,4,7,1,2,2,2,3,1,1,2,4,-,1,4,2,3,59.0
"Tomlinson, Adam",-,-,-,-,,,,,,,,-,,,-,,-,-,,,,,,,
"Turner, Daniel",,,,,,,,,,,,,1,,,,,,,,,,,,1.0
"Viney, Jack",4,4,3,7,2,,5,1,7,,6,5,3,8,7,5,3,5,4,8,6,1,7,7,108.0
"Weideman, Sam",,,-,-,-,-,1,,,,-,,,1,1,,,1,-,,,,,,4.0
Totals,30,47,32,39,32,37,38,29,37,49,30,33,28,46,39,36,27,37,42,53,44,40,34,51,910.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
