Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",2,-,-,-,-,-,-,-,,1,-,-,,-,-,-,1,-,,,,,,,4.0
"Bowey, Jake",-,2,2,1,2,1,1,1,3,-,-,3,1,-,-,-,,,,,,1,,,18.0
"Brayshaw, Angus",1,1,-,-,-,1,1,1,-,-,-,1,2,1,-,1,-,-,2,-,1,-,-,1,14.0
"Brown, Ben",-,1,,,,2,4,-,1,1,-,-,-,-,-,-,1,,,-,1,1,-,2,14.0
"Brown, Mitch",,,,,,,,,,,,1,-,,-,,,,,,,,,,1.0
"Chandler, Kade",,,,,,,-,,-,,,,-,,,,,,-,,,,,,
"Dunstan, Luke",,,,,,1,-,,,-,-,,,,,,-,,,,,,,,1.0
"Fritsch, Bayley",-,1,2,1,1,1,3,1,1,2,-,-,1,1,-,1,2,-,-,1,-,1,1,-,21.0
"Gawn, Max",2,2,4,-,3,-,1,-,1,2,2,5,-,,,3,2,1,4,1,1,1,3,2,40.0
"Harmes, James",2,1,1,1,1,-,1,3,1,,,2,-,1,-,2,-,-,,-,-,-,2,-,18.0
"Hibberd, Michael",,,,,,,,,,,,,-,-,-,1,-,1,-,-,-,1,-,-,3.0
"Hunt, Jayden",-,-,1,-,1,2,-,2,-,-,-,-,,-,,-,,,-,2,-,-,-,-,8.0
"Jackson, Luke",-,3,1,3,1,1,,-,3,2,3,1,1,2,,2,1,-,2,-,2,-,-,1,29.0
"Jordon, James",3,-,-,-,-,1,1,3,-,-,2,4,1,1,-,-,-,-,-,-,2,-,,,18.0
"Langdon, Ed",-,1,-,1,1,1,1,2,1,1,,-,-,-,-,-,-,-,-,-,-,1,1,1,12.0
"Lever, Jake",,,,1,-,,1,1,-,1,2,-,-,1,3,-,-,,2,-,-,-,-,1,13.0
"May, Steven",-,-,1,2,-,3,1,2,1,2,-,,,1,1,-,1,2,-,-,3,-,3,1,24.0
"McDonald, Tom",1,-,3,-,-,,1,-,-,3,,,,,,,,,,,,,,,8.0
"Melksham, Jake",,,,,,,1,,,-,-,,,,,,1,-,-,2,-,-,1,-,5.0
"Neal-Bullen, Alex",1,-,-,3,-,3,,1,2,1,-,3,2,1,-,1,-,3,-,-,1,-,2,-,24.0
"Oliver, Clayton",-,1,1,1,2,2,3,-,-,3,-,1,3,-,1,3,,1,2,3,1,2,4,2,36.0
"Petracca, Christian",-,1,-,-,1,1,2,-,2,3,-,-,-,-,1,2,-,-,-,1,-,-,2,-,16.0
"Petty, Harry",,,,,-,-,,-,-,-,-,-,1,-,-,-,,-,-,-,1,1,-,1,4.0
"Pickett, Kysaiah",1,-,1,1,-,-,,1,1,-,3,-,-,1,-,-,1,-,1,-,1,-,-,1,13.0
"Rivers, Trent",,1,-,1,1,-,2,-,-,1,1,,,,,,-,-,-,-,1,-,-,-,8.0
"Salem, Christian",-,,,,,,,,,,,1,1,-,-,-,1,1,-,1,1,,-,-,6.0
"Smith, Joel",-,1,-,,,2,-,,,,,,,,,,,,,,,,-,-,3.0
"Spargo, Charlie",2,1,1,3,1,-,-,2,1,1,1,-,2,1,1,-,1,-,-,-,-,1,3,1,23.0
"Sparrow, Tom",-,-,1,1,1,5,,2,-,1,-,-,1,-,-,-,-,1,1,-,3,-,-,1,18.0
"Tomlinson, Adam",-,-,-,-,,,,,,,,-,,,-,,-,-,,,,,,,
"Turner, Daniel",,,,,,,,,,,,,-,,,,,,,,,,,,
"Viney, Jack",2,3,-,2,1,,-,3,-,,1,1,2,2,2,3,3,2,2,2,4,-,1,4,40.0
"Weideman, Sam",,,-,2,1,1,2,,,,-,,,-,-,,,1,-,,,,,,7.0
Totals,17,20,19,24,18,28,26,25,18,25,15,23,18,13,9,19,15,13,16,13,23,10,23,19,449.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
