Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",1,-,-,-,-,-,-,-,,-,-,-,,1,-,1,1,-,,,,,,,4.0
"Bowey, Jake",2,7,2,-,3,4,3,2,5,-,3,2,5,-,3,1,,,,,,-,,,42.0
"Brayshaw, Angus",2,1,3,2,3,6,3,5,2,2,9,5,6,5,3,6,5,5,2,1,4,-,2,4,86.0
"Brown, Ben",-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
"Brown, Mitch",,,,,,,,,,,,-,-,,-,,,,,,,,,,
"Chandler, Kade",,,,,,,-,,-,,,,-,,,,,,-,,,,,,
"Dunstan, Luke",,,,,,-,-,,,1,-,,,,,,-,,,,,,,,1.0
"Fritsch, Bayley",-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2.0
"Gawn, Max",2,1,2,3,1,1,1,1,1,-,-,1,2,,,1,-,3,-,1,-,3,-,2,26.0
"Harmes, James",1,1,1,3,2,-,-,-,-,,,-,1,-,3,1,-,-,,-,-,2,3,1,19.0
"Hibberd, Michael",,,,,,,,,,,,,8,2,-,4,4,6,6,4,4,2,3,2,45.0
"Hunt, Jayden",2,1,1,5,2,-,3,2,3,4,2,2,,-,,-,,,1,-,4,3,3,-,38.0
"Jackson, Luke",1,1,-,3,-,-,,-,-,-,-,-,-,1,,-,-,-,1,-,-,1,1,-,9.0
"Jordon, James",1,1,-,-,4,2,3,1,2,-,2,1,4,2,1,3,2,1,1,1,-,-,,,32.0
"Langdon, Ed",3,1,3,3,1,2,-,4,2,1,,3,1,1,2,3,5,3,2,2,1,4,3,3,53.0
"Lever, Jake",,,,-,3,,1,1,2,3,6,-,4,4,6,2,2,,3,3,-,4,1,3,48.0
"May, Steven",5,15,4,11,11,4,15,8,5,8,4,,,7,7,11,6,5,6,3,11,12,11,7,176.0
"McDonald, Tom",5,1,-,-,-,,-,-,1,-,,,,,,,,,,,,,,,7.0
"Melksham, Jake",,,,,,,-,,,1,-,,,,,,-,-,-,-,-,-,-,1,2.0
"Neal-Bullen, Alex",-,3,1,2,-,1,,1,-,1,1,1,1,-,-,-,-,2,-,-,-,-,1,-,15.0
"Oliver, Clayton",3,2,2,-,4,3,-,1,-,-,3,3,2,4,1,6,,-,-,-,-,4,2,2,42.0
"Petracca, Christian",2,-,-,1,1,-,3,2,-,1,1,1,1,2,2,1,4,3,1,1,3,1,3,1,35.0
"Petty, Harry",,,,,2,5,,3,2,2,2,1,-,-,3,3,,6,1,1,2,5,1,7,46.0
"Pickett, Kysaiah",2,-,-,-,-,-,,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Rivers, Trent",,3,3,2,5,3,4,-,-,1,4,,,,,,3,-,4,2,4,4,-,-,42.0
"Salem, Christian",-,,,,,,,,,,,9,2,4,2,3,4,1,3,3,3,,1,2,37.0
"Smith, Joel",4,1,1,,,1,1,,,,,,,,,,,,,,,,-,-,8.0
"Spargo, Charlie",-,-,-,-,-,-,-,1,-,1,-,1,1,1,-,1,1,-,-,1,-,1,-,1,10.0
"Sparrow, Tom",1,1,1,1,1,1,,1,2,-,-,1,1,-,1,1,1,1,1,-,1,1,1,1,20.0
"Tomlinson, Adam",1,7,4,3,,,,,,,,7,,,-,,3,3,,,,,,,28.0
"Turner, Daniel",,,,,,,,,,,,,-,,,,,,,,,,,,
"Viney, Jack",2,2,-,2,3,,1,1,2,,2,2,1,-,2,3,2,2,2,2,-,3,-,2,36.0
"Weideman, Sam",,,-,-,-,-,1,,,,-,,,1,-,,,-,-,,,,,,2.0
Totals,40,49,29,41,46,33,39,35,29,26,39,41,41,35,36,51,43,41,34,25,37,50,36,39,915.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
