Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bishop, Matthew",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brogan, Dean",,1,-,1,-,-,-,-,3,2,1,-,-,-,-,1,-,-,-,-,,-,-,-,1,10.0
"Burgoyne, Peter",3,,,2,3,3,2,2,1,3,-,-,1,-,1,-,,,,-,-,-,1,2,-,24.0
"Burgoyne, Shaun",-,3,3,2,2,4,1,1,1,1,2,-,3,-,-,1,2,-,1,-,3,3,1,-,-,34.0
"Carr, Josh",,,-,-,-,-,-,-,1,-,1,1,2,1,-,-,1,-,1,-,1,1,1,-,-,11.0
"Cassisi, Domenic",-,-,-,,,,,,,,-,-,-,-,-,-,-,-,1,,,,,,,1.0
"Cochrane, Stuart",-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,-,,-,-,-,-,-,-,-,1.0
"Cockatoo-Collins, Che",,-,,,,1,-,2,1,2,,1,,,,3,2,-,4,1,1,1,,-,1,20.0
"Cornes, Chad",1,2,1,3,3,2,4,2,,,2,3,1,-,4,3,3,4,2,4,1,,2,1,1,49.0
"Cornes, Kane",-,-,1,-,-,-,-,2,-,1,-,-,1,,,,-,1,2,-,1,-,-,-,-,9.0
"Dew, Stuart",-,2,,,,,,,,,,,2,1,-,2,-,1,2,-,1,1,-,-,1,13.0
"Francou, Josh",-,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Guerra, Brent",-,-,-,1,-,,,-,-,-,,,,,,-,-,-,-,,-,,-,,,1.0
"Hall, Christopher",,,-,,,,,,,,,,,,,,,-,,,,,,,,
"Hardwick, Damien",-,,-,-,-,-,-,-,-,,,-,-,-,-,,,-,-,-,-,-,-,-,-,
"James, Roger",,2,-,1,-,-,1,-,-,1,-,,,-,-,-,1,-,-,1,,,,,,7.0
"Kingsley, Adam",,,,,,-,-,-,-,-,-,-,-,,,,,,,,,1,-,-,-,1.0
"Lade, Brendon",-,,,1,-,2,,-,-,-,1,1,1,,1,,,-,1,-,-,-,3,-,-,11.0
"Montgomery, Brett",-,-,-,-,,,,,-,-,1,-,-,-,-,-,-,,,-,2,2,1,1,-,7.0
"Morgan, Adam",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Paxman, Stephen",-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,1,5.0
"Pickett, Byron",1,-,-,-,-,-,-,1,3,4,2,1,1,1,2,3,1,1,2,1,3,-,-,-,1,28.0
"Poulton, Jared",,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,,1,,,,,1.0
"Primus, Matthew",-,-,-,,,,-,,,,,,,4,1,-,-,1,,,,,,,,6.0
"Salopek, Steven",1,-,1,-,,,,,,,1,-,,,-,-,,-,,,,,,,,3.0
"Schofield, Jarrad",,,1,-,-,-,-,-,-,1,1,-,-,-,1,2,-,1,-,-,-,-,-,-,1,8.0
"Stevens, Nick",-,1,-,1,-,-,-,-,-,-,1,-,-,2,1,-,-,,,-,2,-,1,-,-,9.0
"Thurstans, Toby",-,-,-,-,1,2,-,,,-,,,,,,,,,,,1,-,,,,4.0
"Tredrea, Warren",1,1,,,2,3,3,2,6,1,8,2,2,1,6,4,-,5,2,6,9,2,-,2,2,70.0
"Wakelin, Darryl",-,,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,1.0
"Wanganeen, Gavin",-,1,1,-,-,-,1,3,-,2,1,1,2,-,-,1,-,-,-,-,-,-,-,1,1,15.0
"Wilson, Michael",,,,,-,-,-,-,1,-,-,,,-,,,,,-,-,-,-,-,-,-,1.0
Totals,7,14,8,12,11,17,12,15,19,18,23,11,17,10,17,20,10,14,18,14,26,11,10,7,10,351.0
Opponent,WC,BL,HW,CA,AD,RI,ME,KA,ES,CW,FR,SK,SY,GE,WB,WC,BL,HW,CA,ME,RI,AD,SY,ES,CW,
