Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Acres, Blake",,,,,,1,-,-,,,,,,1,-,1,-,3.0
"Aish, James",1,-,3,2,-,-,-,2,,1,-,1,1,-,1,2,-,14.0
"Banfield, Bailey",-,2,,,,2,2,2,,,,,,,,,,8.0
"Bewley, Brett",1,-,-,2,-,-,-,-,2,-,-,,1,,,,,6.0
"Blakely, Connor",,,,,,,,,2,-,2,-,1,,,,,5.0
"Brayshaw, Andrew",-,2,-,2,3,1,1,1,1,-,-,1,1,2,2,-,1,18.0
"Cerra, Adam",1,-,-,1,3,-,2,1,-,1,1,-,-,1,3,3,-,17.0
"Colyer, Travis",-,-,-,-,,-,-,,-,-,,,,,,,-,
"Conca, Reece",-,1,-,1,1,,,1,1,-,1,-,1,1,1,,-,9.0
"Cox, Brennan",1,1,-,,,,2,,-,-,-,-,1,1,1,2,1,10.0
"Crowden, Mitch",1,,,,,,,,-,-,-,1,1,1,-,-,-,4.0
"Darcy, Sean",-,1,,,-,3,-,-,-,2,-,-,-,-,-,1,-,7.0
"Duman, Taylin",-,-,,,-,1,1,-,1,2,-,1,1,2,-,1,-,10.0
"Frederick, Michael",,,,,,,-,1,1,-,-,-,,1,1,-,-,4.0
"Fyfe, Nat",2,1,1,1,,2,,,-,-,2,1,4,2,2,1,-,19.0
"Henry, Liam",,,,,,,,,,,,-,-,,,,1,1.0
"Hill, Stephen",,,,-,-,-,-,,,2,1,1,-,-,2,-,1,7.0
"Hogan, Jesse",,,-,-,-,,,,,,,,,-,1,1,1,3.0
"Hughes, Ethan",-,2,-,3,-,1,-,1,-,1,-,-,1,-,1,1,-,11.0
"Lobb, Rory",-,1,1,-,1,1,-,1,2,2,2,-,-,2,-,1,1,15.0
"Logue, Griffin",-,-,1,1,1,,,,,,,,,,,,,3.0
"Matera, Brandon",,1,-,2,,,,1,-,,,,,,,,,4.0
"McCarthy, Cam",1,,,,,,,,,,,,,,,,,1.0
"Mundy, David",,1,1,1,1,-,-,-,2,-,-,-,1,-,-,-,-,7.0
"Ryan, Luke",-,-,1,1,1,-,-,1,1,-,1,3,2,-,-,-,-,11.0
"Schultz, Lachie",1,1,-,-,4,2,-,1,1,1,-,1,2,-,-,-,1,15.0
"Serong, Caleb",,,,1,-,-,-,3,1,-,1,1,-,1,1,-,2,11.0
"Sturt, Sam",1,,1,,-,,,,,,,,,,,,,2.0
"Taberner, Matthew",-,-,2,-,-,1,2,1,1,-,1,-,-,1,-,1,,10.0
"Tucker, Darcy",-,1,2,1,1,2,-,-,,,,,,,,,,7.0
"Walters, Michael",1,4,3,-,1,4,2,2,,,-,2,2,2,1,2,,26.0
"Watson, Tobe",,,,,,,,-,1,,,,,,,-,,1.0
"Wilson, Nathan",,,-,-,-,1,1,-,-,3,2,-,-,-,1,-,1,9.0
"Young, Hayden",,-,1,1,-,-,,,,,,,,,,,,2.0
Totals,11,19,17,20,17,22,13,19,17,15,14,13,20,18,18,17,10,280.0
Opponent,ES,BL,PA,GC,AD,SK,WC,GE,CW,HW,CA,SY,GW,RI,ME,NM,WB,
