Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Astbury, David",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,1,-,1.0
"Baker, Liam",,,,,,,,,,,,,,,,,,-,-,,-,,,,
"Bolton, Shai",1,-,,,,,,,,,,,,,,-,,,,,,,,,1.0
"Broad, Nathan",,,,,-,-,-,-,1,-,-,-,-,-,-,,-,-,,-,-,1,-,-,2.0
"Butler, Dan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Caddy, Josh",-,-,,-,,-,2,3,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,-,9.0
"Castagna, Jason",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Conca, Reece",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,
"Cotchin, Trent",-,-,-,-,1,-,,1,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,-,3.0
"Edwards, Shane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ellis, Brandon",-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Ellis, Corey",-,-,,,,,,,,,,,,,-,-,,,,,,,,,
"Garthwaite, Ryan",,,,,,,,,,,,,-,,,,,,,,-,,,,
"Graham, Jack",-,-,-,-,,-,-,-,-,-,-,,-,-,-,,,,,-,-,-,-,-,
"Grigg, Shaun",-,-,2,-,3,-,,,-,-,1,-,4,3,1,-,-,-,6,1,1,1,-,2,25.0
"Grimes, Dylan",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Jack",,,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Houli, Bachar",,-,-,-,-,-,-,-,-,-,,,,,,-,,,,-,-,-,-,-,
"Lambert, Kane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Lloyd, Sam",,,-,,-,,-,-,-,,,,,,,,,,-,,-,,,,
"Martin, Dustin",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"McIntosh, Kamdyn",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,
"Menadue, Connor",,,,,,,,,,-,-,-,,,,,-,,-,,,,,,
"Miles, Anthony",,,,,,,,,,,,-,,,,,,,,,,,,,
"Moore, Callum",,,,,,,,,,-,-,3,,,-,-,-,,,,,,,,3.0
"Nankervis, Toby",33,25,27,17,19,17,14,26,21,25,17,27,29,41,31,25,27,24,33,,21,25,27,24,575.0
"Prestia, Dion",,,,-,-,-,-,,,,,,,-,-,-,-,-,,-,,-,-,-,
"Rance, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Riewoldt, Jack",-,1,1,-,-,-,-,-,1,-,-,1,1,1,-,1,-,1,-,1,3,1,2,-,15.0
"Rioli, Daniel",,,,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Short, Jayden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Soldo, Ivan",,,,,,,,,,,,,,,,,,,,34,,,,,34.0
"Townsend, Jacob",-,-,-,-,-,,-,-,-,,,,,,,,,-,1,,,,,,1.0
"Vlastuin, Nick",-,,-,-,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
Totals,34,26,30,17,23,17,16,30,23,25,18,34,35,45,32,27,27,25,42,36,25,28,30,26,671.0
Opponent,CA,AD,HW,BL,ME,CW,FR,NM,WC,SK,ES,PA,GE,SY,AD,GW,SK,CW,GE,GC,ES,WB,HW,CW,
