Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Abraham, Winston",3,1,1,4,1,-,3,1,-,2,2,2,1,1,1,2,4,-,-,-,,,-,5,4,38.0
"Allison, Brett",,,,-,-,-,,,,,,,,,,,,-,1,-,3,1,1,-,-,6.0
"Anderson, Brady",-,-,,,,,,1,1,,,,,,,1,1,3,-,1,-,,,,,8.0
"Archer, Glenn",,,-,2,3,4,-,3,2,-,6,2,1,-,1,1,1,1,1,3,1,1,1,2,1,37.0
"Bell, Peter",2,7,4,9,2,6,7,6,3,3,3,2,8,3,5,3,7,5,6,6,2,4,8,5,4,120.0
"Blakey, John",1,2,1,-,2,2,3,4,2,3,-,2,4,-,-,1,3,3,-,-,-,3,2,1,2,41.0
"Capuano, Mathew",3,,,,2,1,3,3,2,-,-,,1,,,2,3,7,5,3,5,9,1,9,2,61.0
"Carey, Wayne",1,,,3,,,,-,-,-,3,-,1,-,1,-,3,-,-,-,3,1,-,-,2,18.0
"Clayton, Shane",-,2,3,1,2,1,2,1,4,1,3,-,1,1,-,1,-,3,2,-,3,-,2,1,-,34.0
"Cochrane, Stuart",,,-,-,,,,,,,,,,,,,,,,,,,,,,
"Dhurrkay, Gary",1,-,1,-,-,3,-,,,,1,-,-,1,-,-,-,,,,,,,,,7.0
"Grant, Shannon",4,1,2,-,1,3,5,-,3,-,1,1,4,2,-,5,2,1,,1,1,2,5,2,2,48.0
"Harvey, Brent",-,1,3,-,4,1,5,7,6,-,1,-,2,4,3,2,3,,,2,1,2,1,2,4,54.0
"Hewitt, Evan",,1,,-,-,-,,,,,,,,,,,,,,,,,,,,1.0
"King, David",-,,,,,-,-,3,-,4,1,4,-,1,2,3,1,2,-,2,2,5,3,5,3,41.0
"Kingsley, Kent",,,,,,,,,,-,-,1,-,-,-,-,,,-,,,,,,,1.0
"Lange, Adam",,-,-,,,-,,,,,,,,,,,-,-,,,,,,,,
"Longmire, John",2,4,1,,,,,,,,,,,-,7,-,1,-,,,,,,2,-,17.0
"Martyn, Mick",-,-,1,-,-,-,-,-,-,1,-,-,,,-,,,3,1,-,2,-,3,-,-,11.0
"McCartney, Jason",1,2,-,2,1,-,4,1,-,-,3,-,4,-,1,1,-,1,2,2,1,1,-,1,,28.0
"McKernan, Corey",-,1,5,6,9,4,2,5,5,9,10,7,4,6,1,5,1,-,3,1,,3,1,1,1,90.0
"Mellington, Anthony",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Mooney, Cameron",,,,,,,-,,,,,1,1,-,1,,,,-,-,1,1,-,,-,5.0
"Motlop, Shannon",,,,,,,,,,1,,,,,,,,,,-,-,-,-,-,-,1.0
"Pickett, Byron",3,1,2,4,-,2,1,2,1,-,-,1,1,-,3,-,4,1,1,-,3,1,-,1,1,33.0
"Pike, Martin",1,-,2,1,2,-,-,2,1,-,1,-,,,,,,,,-,1,1,-,1,-,13.0
"Rawlings, Brady",,1,1,,2,-,1,1,-,-,,,-,-,,,-,-,1,,,,,,,7.0
"Roberts, Mark",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Scott, Robert",1,-,-,1,3,1,-,,,,,-,2,1,3,-,1,-,-,,-,,,,,13.0
"Sholl, Craig",-,2,1,1,,,-,-,-,1,1,-,-,1,-,1,1,-,1,,-,2,-,1,1,14.0
"Simpson, Adam",-,5,9,3,7,7,2,9,6,5,8,2,3,4,5,6,4,9,8,-,5,7,7,6,5,132.0
"Stevens, Anthony",13,4,5,3,3,9,4,1,3,7,5,3,10,8,5,6,5,7,5,7,7,2,13,1,3,139.0
"Stevens, Danny",,,,,,,,1,-,,,,,,,,,,,,,1,,,,2.0
"Welsh, Scott",-,2,-,-,1,,-,1,3,-,-,-,1,-,-,-,,,-,-,-,1,-,-,-,9.0
Totals,36,37,42,40,45,44,42,52,42,37,49,28,49,33,39,40,45,46,37,28,41,48,48,46,35,1029.0
Opponent,GE,ES,RI,SY,SK,CW,AD,HW,FR,PA,WC,ME,CA,BL,WB,GE,ES,RI,SY,SK,CW,AD,PA,BL,CA,
