Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Aliir, Aliir",,,,4,,,,,,,,,13,9,7,12,15,10,15,12,11,6,7,121.0
"Cameron, Darcy",,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Cunningham, Harry",4,14,12,6,12,7,4,16,14,14,8,14,7,10,11,12,11,13,9,13,11,14,15,251.0
"Dawson, Jordan",,,,,,,,,,,,,,,,,,7,6,13,,7,,33.0
"Florent, Oliver",2,15,7,7,11,10,5,12,14,13,8,15,14,7,7,9,10,13,5,10,6,8,8,216.0
"Fox, Robbie",6,7,,,,7,4,,,,,,,,11,5,2,6,,,2,4,,54.0
"Franklin, Lance",17,15,19,13,9,,,,17,11,14,18,14,6,8,14,10,5,15,16,15,,5,241.0
"Grundy, Heath",4,7,6,8,5,13,13,15,11,9,10,9,14,5,8,,,5,,,,10,11,163.0
"Hannebery, Dan",,9,11,9,7,,,,10,7,4,3,3,9,7,,,,,12,11,6,17,125.0
"Hayward, Will",11,3,10,2,5,9,8,10,11,7,6,5,11,10,4,14,9,4,1,10,11,7,5,173.0
"Heeney, Isaac",13,13,9,11,10,11,11,14,15,13,13,14,11,3,,13,12,15,9,11,5,9,13,248.0
"Hewett, George",9,7,3,3,6,7,11,8,11,13,8,4,6,7,3,7,6,5,10,14,4,11,7,170.0
"Jack, Kieren",14,12,14,6,9,12,17,11,8,7,9,,7,1,1,,,,7,9,15,13,11,183.0
"Johnson, Alex",,,,,,,,,,,,,,,,,,,11,1,,,,12.0
"Jones, Zak",10,,,7,17,10,11,10,7,14,13,16,9,9,12,6,8,10,,,11,6,8,194.0
"Kennedy, Josh",10,16,13,4,7,16,17,6,10,15,11,13,12,11,7,3,16,10,8,12,14,10,9,250.0
"Lloyd, Jake",19,11,13,15,16,24,11,24,26,15,16,17,20,21,23,19,16,19,19,21,17,23,15,420.0
"Marsh, Harrison",,,,,15,3,10,,,1,5,5,12,,,6,12,,,,,,,69.0
"McCartin, Tom",,,,,,,,5,5,3,,5,7,7,5,5,3,5,3,6,3,4,3,69.0
"McVeigh, Jarrad",7,18,11,12,14,13,8,11,20,13,11,13,,13,10,,,,16,8,13,13,11,235.0
"Melican, Lewis",7,8,11,,,,,,,,,,,,,,,,,,,,,26.0
"Mills, Callum",13,8,15,13,12,11,11,8,10,,,,,,,,,,,,,,,101.0
"Newman, Nic",10,,,10,,,,,,,8,,,,,12,12,9,15,18,9,12,12,127.0
"ORiordan, Colin",,,,,,,,,,,,,,,,9,9,6,,,,,,24.0
"Papley, Tom",8,10,9,10,8,9,7,8,8,7,,9,6,,,10,7,9,7,10,6,9,12,169.0
"Parker, Luke",17,11,8,9,7,10,8,9,17,6,10,14,12,12,17,11,15,13,11,8,21,,15,261.0
"Rampe, Dane",9,5,14,9,15,8,6,14,12,8,6,11,7,8,8,20,10,10,18,4,7,12,10,231.0
"Reid, Sam",,,11,,,,,,,,,,,,,,,,,,,,,11.0
"Robinson, Dan",,,,,,3,,3,,,,1,,,7,5,,,8,,5,2,10,44.0
"Rohan, Gary",,5,6,,9,7,9,7,4,,6,5,8,5,,,,,,,,,,71.0
"Ronke, Ben",,,,,,9,10,9,10,11,8,8,9,8,7,13,8,8,7,7,5,8,5,150.0
"Rose, James",,,,,,,,,,,,,,2,,,,,,,,,,2.0
"Sinclair, Callum",13,6,10,11,9,10,12,9,8,6,12,11,5,8,14,10,7,9,10,9,8,13,6,216.0
"Smith, Nick",10,11,6,6,10,10,6,8,6,8,6,2,12,5,7,4,2,6,10,-,,,,135.0
"Stoddart, Ryley",,,,,,,,,,6,4,,,,,,,,,,,,,10.0
"Towers, Dean",6,6,5,7,8,,4,1,,,,,,,2,,,,,,,,,39.0
Totals,219,217,223,182,221,219,203,218,254,207,196,212,219,176,186,219,201,197,220,224,210,207,215,4845.0
Opponent,WC,PA,GW,WB,AD,GE,NM,HW,FR,BL,CA,SK,WC,RI,GE,NM,GC,ES,CW,ME,GW,HW,GW,
