Player,R1,R2,R3,R4,R5,R6,R7,R8,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Birchall, Grant",-,-,1,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,6.0
"Breust, Luke",-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,1,1,2,-,1,1,-,1,-,1,12.0
"Burgoyne, Shaun",-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,1,-,1,-,-,-,1,-,6.0
"Ceglar, Jonathon",,,-,-,,,,,-,-,-,-,-,-,-,1,-,,,,-,1,-,1,,3.0
"Cheney, Kyle",-,-,-,-,-,,,-,,-,-,-,,,,,,,,,,,,,,
"Dewar, Angus",,-,-,,,,-,,,-,-,-,-,-,-,-,1,-,,,,-,,,,1.0
"Duryea, Taylor",-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,,-,-,-,,-,-,-,-,2.0
"Gibson, Josh",-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Gunston, Jack",3,2,-,-,2,-,2,2,1,-,2,,1,1,1,1,2,-,,2,-,1,1,-,3,27.0
"Hale, David",1,1,-,1,1,2,-,-,1,1,,-,-,-,-,,,-,1,1,-,1,-,-,-,11.0
"Hallahan, Mitch",,,,,-,-,-,-,3,1,,,,,,,,,,,,,,,,4.0
"Hartung, Billy",,,,,,,1,-,-,-,-,,,,,,,,-,,,-,,,,1.0
"Hill, Bradley",-,1,-,-,-,-,1,2,-,1,-,-,-,-,,,-,-,1,-,-,,-,-,-,6.0
"Hodge, Luke",-,-,,-,-,1,1,,-,-,1,-,-,-,-,1,-,1,-,1,-,,1,1,1,9.0
"Lake, Brian",,,,,,-,-,,,,,,-,-,-,,,,,-,-,-,1,-,-,1.0
"Langford, Will",1,1,-,-,-,-,,-,-,-,,,,,,1,-,-,-,1,1,1,1,1,-,8.0
"Lewis, Jordan",-,-,-,2,-,1,-,-,-,,-,-,1,-,1,-,-,1,1,-,1,1,-,-,-,9.0
"Lowden, Luke",,,,,,,,,,,-,,,,,,,,,,,,,,,
"McEvoy, Ben",-,-,,,-,-,-,-,-,,,,,,,-,-,-,1,-,,,,,1,2.0
"Mitchell, Sam",-,,-,-,-,1,-,,,,,,,,-,-,1,,-,-,-,-,-,-,1,3.0
"OBrien, Tim",-,-,,,,,,,,,,-,,,,,,,,-,,,,,,
"Puopolo, Paul",2,-,2,1,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,1,3,2,-,-,1,16.0
"Rioli, Cyril",,3,-,-,1,-,1,-,,,-,3,-,-,,,,,,,,,,,-,8.0
"Ross, Ben",,,,,,,,,,,,-,-,,-,-,,,,,,,,,,
"Roughead, Jarryd",1,-,1,1,2,1,2,1,,1,2,3,3,4,3,1,4,1,3,,-,3,3,2,1,43.0
"Schoenmakers, Ryan",,,,,,,1,-,-,-,-,-,1,1,1,-,-,-,-,-,,-,,,,4.0
"Sewell, Brad",,,,,,,,,-,-,-,-,-,-,-,,,,,,-,-,-,,,
"Shiels, Liam",1,2,1,-,,,,,-,1,-,-,-,-,1,-,-,1,2,1,-,-,-,-,1,11.0
"Simpkin, Jonathan",-,-,-,-,-,-,,2,1,-,,,,,,1,1,-,-,-,-,-,-,-,,5.0
"Smith, Isaac",1,-,1,1,-,-,-,-,-,-,3,-,2,1,-,2,-,,1,1,1,1,-,-,-,15.0
"Spangher, Matthew",,,-,-,,,,,,,-,1,-,-,-,-,,-,-,,1,-,-,-,-,2.0
"Stratton, Ben",,,,,-,-,,-,-,,,,,-,-,-,-,-,-,-,-,,-,-,-,
"Suckling, Matt",-,-,1,-,1,-,1,-,1,-,-,1,-,-,-,1,-,2,-,-,-,,,-,-,8.0
"Wanganeen, Derick",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodward, Alex",,,,,,,,,,,,,,,,,-,1,,,,,,,,1.0
Totals,10,11,7,7,10,7,12,8,7,7,9,8,9,8,8,10,11,10,10,11,9,11,8,6,10,224.0
Opponent,BL,ES,FR,GC,GE,RI,SK,SY,PA,GW,WC,CA,CW,GC,NM,AD,SY,WB,ME,FR,GE,CW,GE,PA,SY,
