Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Andrews, Ron",-,-,-,-,-,-,-,-,,-,-,-,-,-,2,-,,1,-,-,-,,,-,,,3.0
"Beddison, Wayne",3,-,-,5,1,,,,1,1,,2,2,,,,,-,,,,,,,,,15.0
"Bradbury, Peter",,,,,,,,,,,,,-,-,-,,-,-,-,,-,-,-,-,2,-,2.0
"Buhagiar, Tony",,,3,2,-,4,-,2,3,1,1,1,1,-,-,1,2,2,1,-,1,-,1,-,1,2,29.0
"Carey, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,1,1.0
"Clarke, Neil",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,-,-,,,,,4.0
"Clayton, Cameron",-,,-,,,,-,-,-,-,-,,,,,,-,-,-,-,-,-,2,-,-,-,2.0
"Copping, Stephen",2,1,2,-,-,1,1,3,2,,-,1,1,2,1,2,1,,,-,,,,,,-,20.0
"Daniher, Terry",-,-,-,3,1,1,2,1,1,1,4,2,2,2,-,1,1,1,4,2,1,1,1,3,2,-,37.0
"Davis, Michael",,,-,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"Duckworth, Bill",-,,,,,,,,,,,,,,,-,-,1,-,-,-,-,-,-,-,,1.0
"Dunell, Frank",,,,1,-,1,1,-,1,-,-,-,-,,,-,,1,-,-,-,,,-,2,,7.0
"Eustice, Mark",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Ezard, Alan",,,,,,,,,,,,,,,,,,,-,2,1,1,-,-,-,-,4.0
"Foulds, Garry",,,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,,,-,-,-,-,-,3.0
"Fowler, Grant",-,,,2,-,-,1,-,-,,,,,,,,,,,,,,,,,,3.0
"Hawker, Glenn",1,-,-,1,-,2,-,-,2,3,2,-,-,-,2,1,2,-,,-,2,-,-,2,-,-,20.0
"Heard, Shane",1,-,-,,,1,,,,2,-,1,-,-,-,-,-,,,,-,1,1,-,-,-,7.0
"Kink, Rene",,,,,,,,,,,,,,,,,,4,4,3,1,1,1,4,1,1,20.0
"Madden, Simon",2,1,1,-,1,-,1,-,1,1,-,-,-,-,-,1,1,-,1,1,-,2,-,1,-,1,16.0
"Merrett, Roger",-,1,-,1,,-,-,1,1,-,1,,,-,,,-,-,-,3,1,1,2,-,1,1,14.0
"Neagle, Merv",-,-,-,-,,1,-,-,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,1.0
"Otway, Wayne",1,5,5,,,,-,-,2,-,1,2,1,1,1,1,,-,,,,,,,,,20.0
"Reid, Alan",,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Richardson, Stephen",,,,,,,,,,,,,,,,,,,,-,,,,,,,
"Salmon, Paul",1,1,2,,-,,,-,-,,,-,-,,,,,,-,,,,,,,,4.0
"Schultz, Graeme",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoneham, Alan",,-,,-,,,,-,-,-,,1,-,-,-,-,,,,,,,,,,,1.0
"Thompson, Mark",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomson, Michael",,,-,1,1,2,-,-,-,1,-,3,2,1,-,,,,,,,,,,,,11.0
"Vander Haar, Paul",3,,,,-,2,3,,-,4,-,,,1,1,1,-,,,,,,2,-,-,-,17.0
"Walsh, Kevin",,-,,-,-,-,-,,,,,,,,-,-,-,,,,,-,-,,-,-,
"Waterson, Chris",,,,,,,,,,,-,-,1,-,,,-,-,2,,,,,,,,3.0
"Watson, Tim",-,-,-,1,-,2,1,2,1,2,1,1,2,1,-,-,1,1,-,-,-,1,1,1,-,1,20.0
"West, Tony",4,,,,2,2,,,,,,,,,-,-,,,,,,,,,,,8.0
"Weston, Paul",,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,6.0
"Williams, Darren",,,,,,,,,,,,,,,,,2,1,2,1,-,1,-,-,3,-,10.0
"Wood, Bryan",,,,,,,,,,,,,,,,,,,-,1,-,-,-,,,-,1.0
Totals,18,11,14,19,7,19,10,9,15,16,10,14,12,9,8,9,13,12,16,13,7,9,11,11,13,7,312.0
Opponent,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,CA,FI,NM,HW,
