Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Andrews, Ron",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,1,-,-,,,-,,,1.0
"Beddison, Wayne",-,-,-,-,-,,,,-,-,,-,-,,,,,-,,,,,,,,,
"Bradbury, Peter",,,,,,,,,,,,,-,-,-,,-,-,1,,-,-,-,-,-,1,2.0
"Buhagiar, Tony",,,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,3.0
"Carey, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,
"Clarke, Neil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
"Clayton, Cameron",-,,-,,,,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,
"Copping, Stephen",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,1,,,,,,-,1.0
"Daniher, Terry",-,-,1,2,1,3,-,1,-,-,-,5,2,6,3,1,1,-,-,1,-,-,-,1,-,-,28.0
"Davis, Michael",,,-,,-,,,,,,,,,,,,,,,,,,,,,,
"Duckworth, Bill",-,,,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,,1.0
"Dunell, Frank",,,,-,-,-,-,-,-,-,-,-,-,,,1,,-,-,-,-,,,-,-,,1.0
"Eustice, Mark",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Ezard, Alan",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,
"Foulds, Garry",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
"Fowler, Grant",-,,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
"Hawker, Glenn",-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,2.0
"Heard, Shane",-,-,-,,,-,,,,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,
"Kink, Rene",,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,1.0
"Madden, Simon",31,21,29,29,20,38,28,47,45,39,19,42,32,36,31,27,34,34,37,33,23,28,29,23,27,30,812.0
"Merrett, Roger",1,9,2,10,,5,5,2,1,7,2,,,1,,,3,5,12,10,12,10,10,6,5,10,128.0
"Neagle, Merv",-,-,-,-,,-,-,-,,-,-,-,-,1,-,-,1,1,,1,-,-,-,-,-,-,4.0
"Otway, Wayne",-,-,-,,,,-,-,-,-,-,-,-,-,-,-,,-,,,,,,,,,
"Reid, Alan",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Richardson, Stephen",,,,,,,,,,,,,,,,,,,,-,,,,,,,
"Salmon, Paul",6,14,9,,1,,,4,7,,,2,1,,,,,,-,,,,,,,,44.0
"Schultz, Graeme",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoneham, Alan",,-,,-,,,,-,-,-,,-,-,1,-,-,,,,,,,,,,,1.0
"Thompson, Mark",-,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomson, Michael",,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
"Vander Haar, Paul",-,,,,1,1,-,,2,4,-,,,3,6,5,-,,,,,,2,1,-,-,25.0
"Walsh, Kevin",,-,,1,2,-,-,,,,,,,,-,2,-,,,,,-,-,,-,1,6.0
"Waterson, Chris",,,,,,,,,,,-,-,-,-,,,-,-,-,,,,,,,,
"Watson, Tim",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,2.0
"West, Tony",-,,,,-,-,,,,,,,,,-,-,,,,,,,,,,,
"Weston, Paul",,2,3,2,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,11.0
"Williams, Darren",,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Wood, Bryan",,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,
Totals,38,46,44,44,26,48,34,54,55,51,23,49,35,48,40,37,40,41,52,46,37,39,41,31,32,42,1073.0
Opponent,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,CA,FI,NM,HW,
