Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Apeness, Michael",,,,,,,,,,,,,,,1,2,,,,,,,,,3.0
"Ballantyne, Hayden",3,3,1,4,1,,2,3,2,2,-,4,2,4,2,3,,1,3,,4,1,5,,50.0
"Barlow, Michael",1,5,,,,,3,2,1,1,4,5,3,-,2,-,1,3,1,1,,4,3,3,43.0
"Clarke, Zac",,,,-,3,2,-,2,3,-,-,2,1,3,1,2,1,-,2,-,2,3,3,3,33.0
"Crowley, Ryan",2,5,4,2,1,2,-,3,4,3,1,1,-,3,3,-,4,6,4,2,-,3,1,2,56.0
"Crozier, Hayden",,,1,-,,1,-,2,,,,,,,,,,,3,1,2,2,-,1,13.0
"Dawson, Zac",2,2,,2,1,4,1,,-,1,-,2,1,3,1,4,1,5,3,1,1,3,1,2,41.0
"Duffield, Paul",2,2,1,2,-,3,1,5,1,4,1,-,-,4,3,1,3,3,4,1,-,-,-,3,44.0
"Duffy, Max",,,,,,,,,,,,,,,,,,,-,-,,,,,
"Fyfe, Nat",1,3,,,6,7,1,2,6,-,3,5,1,1,5,1,2,2,8,5,,,8,3,70.0
"Griffin, Jonathon",,,,,,,,,,,,,,,,,-,,,,,,,,
"Hannath, Jack",-,1,5,,,,,,,,,,,,,,,,,,,,,,6.0
"Hill, Stephen",2,3,3,1,2,3,,-,1,2,-,3,2,5,,,,1,4,3,1,3,1,1,41.0
"Ibbotson, Garrick",,,-,,,,,,,2,2,-,-,5,1,,,-,,,1,1,1,3,16.0
"Johnson, Michael",3,3,1,2,1,7,1,1,2,2,1,,,,,3,4,1,2,1,4,-,,,39.0
"Mayne, Chris",2,2,-,,2,-,-,-,2,-,-,-,2,1,3,1,-,-,1,1,-,1,1,1,20.0
"McPharlin, Luke",1,1,2,2,3,4,4,,,3,4,,,,1,,-,1,3,,,,,,29.0
"Morabito, Anthony",,,,,,,,,,,,,,,1,1,1,,,,,,,,3.0
"Mundy, David",1,2,-,4,1,3,5,2,1,1,3,1,2,1,2,5,4,3,3,3,1,2,4,3,57.0
"Mzungu, Tendai",-,1,3,3,2,1,-,1,2,5,2,1,3,1,3,3,2,-,,4,1,3,-,4,45.0
"Neale, Lachie",1,,1,3,5,2,2,4,-,2,1,2,1,2,2,-,4,1,4,3,-,2,2,2,46.0
"Pavlich, Matthew",2,4,1,2,4,2,1,2,1,1,1,1,2,1,,5,3,2,1,-,,2,3,1,42.0
"Pearce, Clancee",,,,-,-,1,1,-,,,,,-,-,5,-,,,,,,,,,7.0
"Pearce, Danyle",3,3,4,1,2,4,4,4,1,-,2,-,-,1,1,3,6,2,-,1,2,2,-,5,51.0
"Sandilands, Aaron",1,3,2,2,-,1,-,-,2,1,2,1,2,2,-,1,,2,1,2,1,2,2,2,32.0
"Sheridan, Tom",1,-,-,,,-,,,-,-,1,-,,,,,,,,,,,,,2.0
"Silvagni, Alex",,,,,,,,4,1,,,2,1,,,,,,,1,-,,5,,14.0
"Simpson, Josh",,,,3,,,,,,,,,,,,,,,,,,,,,3.0
"Spurr, Lee",6,4,3,1,2,4,-,2,3,4,3,1,-,-,2,1,-,3,2,1,1,-,1,1,45.0
"Suban, Nick",,1,1,1,1,2,2,3,2,2,6,3,3,1,1,1,2,2,1,,-,2,,-,37.0
"Sutcliffe, Cam",-,4,3,2,4,2,3,2,1,3,1,1,4,-,1,2,3,2,2,1,2,3,1,1,48.0
"Sylvia, Colin",,,,,,,,,,,,1,5,-,4,2,1,,,,,,,,13.0
"Taberner, Matthew",,,,-,3,,,,,,,,,2,,,3,,,3,3,1,3,1,19.0
"Walters, Michael",3,2,1,,,,,,,,,,,,,,,,,4,1,1,1,2,15.0
"de Boer, Matt",2,6,2,-,3,1,2,-,1,,,,,,,,-,1,6,,1,,,3,28.0
Totals,39,60,39,37,47,56,33,44,37,39,38,36,35,40,45,41,45,41,58,39,28,41,46,47,1011.0
Opponent,CW,GC,HW,ES,SY,NM,WC,PA,GE,WB,AD,RI,BL,WC,ME,GW,SK,CA,GE,HW,BL,PA,SY,PA,
