Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Apeness, Michael",,,,,,,,,,,,,,,1,2,,,,,,,,,3.0
"Ballantyne, Hayden",1,3,1,-,-,,2,-,-,1,-,3,-,-,-,3,,-,3,,1,-,2,,20.0
"Barlow, Michael",-,1,,,,,1,-,1,-,-,1,-,-,1,-,-,1,-,-,,-,-,1,7.0
"Clarke, Zac",,,,-,2,1,-,1,2,-,-,1,1,1,-,-,-,-,2,-,1,3,2,2,19.0
"Crowley, Ryan",1,4,2,-,1,2,-,1,1,2,1,-,-,2,3,-,3,6,3,-,-,2,-,1,35.0
"Crozier, Hayden",,,-,-,,1,-,1,,,,,,,,,,,1,1,1,-,-,-,5.0
"Dawson, Zac",-,1,,1,-,3,1,,-,1,-,2,1,2,1,3,-,3,3,1,1,2,1,1,28.0
"Duffield, Paul",1,-,1,-,-,3,1,2,-,2,-,-,-,2,1,1,1,2,2,1,-,-,-,1,21.0
"Duffy, Max",,,,,,,,,,,,,,,,,,,-,-,,,,,
"Fyfe, Nat",1,2,,,1,2,1,-,3,-,1,1,-,1,4,-,1,1,3,4,,,3,-,29.0
"Griffin, Jonathon",,,,,,,,,,,,,,,,,-,,,,,,,,
"Hannath, Jack",-,1,1,,,,,,,,,,,,,,,,,,,,,,2.0
"Hill, Stephen",1,-,-,-,-,-,,-,1,1,-,2,1,-,,,,-,1,2,1,1,-,1,12.0
"Ibbotson, Garrick",,,-,,,,,,,1,-,-,-,2,-,,,-,,,-,-,-,2,5.0
"Johnson, Michael",-,1,-,-,-,1,-,-,-,-,-,,,,,-,-,-,1,-,1,-,,,4.0
"Mayne, Chris",1,1,-,,-,-,-,-,2,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,8.0
"McPharlin, Luke",-,1,1,1,2,2,2,,,2,3,,,,-,,-,-,3,,,,,,17.0
"Morabito, Anthony",,,,,,,,,,,,,,,-,-,1,,,,,,,,1.0
"Mundy, David",-,-,-,-,-,-,3,1,-,1,-,-,-,-,1,2,1,1,1,-,-,-,1,2,14.0
"Mzungu, Tendai",-,-,3,-,-,1,-,-,-,3,1,1,2,-,1,1,-,-,,1,-,-,-,1,15.0
"Neale, Lachie",-,,-,1,2,-,1,3,-,-,-,1,-,1,1,-,1,-,2,2,-,-,1,-,16.0
"Pavlich, Matthew",-,2,-,-,2,1,-,-,1,-,-,1,2,1,,2,-,2,1,-,,-,1,1,17.0
"Pearce, Clancee",,,,-,-,1,-,-,,,,,-,-,2,-,,,,,,,,,3.0
"Pearce, Danyle",1,1,-,-,2,1,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2,11.0
"Sandilands, Aaron",1,2,1,2,-,1,-,-,2,-,-,1,-,1,-,-,,2,-,1,1,2,1,1,19.0
"Sheridan, Tom",1,-,-,,,-,,,-,-,1,-,,,,,,,,,,,,,2.0
"Silvagni, Alex",,,,,,,,2,-,,,2,-,,,,,,,-,-,,4,,8.0
"Simpson, Josh",,,,1,,,,,,,,,,,,,,,,,,,,,1.0
"Spurr, Lee",2,-,3,-,-,2,-,1,1,3,1,-,-,-,-,-,-,1,-,-,1,-,1,1,17.0
"Suban, Nick",,1,1,-,-,-,2,1,1,-,3,1,1,1,-,-,2,1,1,,-,1,,-,17.0
"Sutcliffe, Cam",-,1,1,-,-,1,1,2,-,2,-,1,3,-,1,1,2,1,1,1,1,1,-,1,22.0
"Sylvia, Colin",,,,,,,,,,,,1,5,-,2,2,-,,,,,,,,10.0
"Taberner, Matthew",,,,-,2,,,,,,,,,-,,,2,,,-,1,1,1,1,8.0
"Walters, Michael",1,1,-,,,,,,,,,,,,,,,,,2,1,1,1,2,9.0
"de Boer, Matt",1,2,-,-,2,1,-,-,1,,,,,,,,-,-,2,,1,,,-,10.0
Totals,13,25,15,6,16,24,15,17,16,19,11,19,17,14,20,18,14,22,31,16,12,14,20,21,415.0
Opponent,CW,GC,HW,ES,SY,NM,WC,PA,GE,WB,AD,RI,BL,WC,ME,GW,SK,CA,GE,HW,BL,PA,SY,PA,
