Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,1,1,,,,,,,2.0
"Buntine, Matt",,1,3,3,1,1,2,1,,,,,1,,,-,,,,,,,,,,,13.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,3,3,,,,,,6.0
"Cameron, Jeremy",2,1,5,1,-,4,3,4,7,3,3,5,2,2,2,7,8,3,,1,,1,2,4,5,5,80.0
"Coniglio, Stephen",8,6,3,2,4,4,5,3,,1,8,2,6,1,5,1,,,,,,,,,,,59.0
"Corr, Aidan",,,,,,2,-,,,,,,,,,,,,,,-,-,-,1,-,-,3.0
"Cumming, Isaac",,,,,,,1,,,-,-,-,,,,,,,,,,3,,,,,4.0
"Daniels, Brent",2,2,3,3,6,4,3,-,1,4,3,3,4,2,2,7,4,3,4,1,1,5,8,1,1,3,80.0
"Davis, Phil",1,1,2,1,-,,,-,2,1,-,-,2,3,1,2,,1,1,1,-,1,-,-,1,-,21.0
"Deledio, Brett",3,4,,,,,,,4,3,-,4,2,5,6,2,3,,4,2,,,3,,,,45.0
"Finlayson, Jeremy",-,1,3,2,2,4,3,3,1,2,4,2,3,3,1,,2,4,3,,,3,4,4,4,-,58.0
"Greene, Toby",1,,,,,6,5,2,8,6,2,,5,3,3,6,4,5,7,5,6,,7,5,,2,88.0
"Hately, Jackson",,,,,3,,2,,,,,,,-,2,,,2,2,2,,,,,,,13.0
"Haynes, Nick",,5,3,-,1,1,1,3,2,1,1,3,,3,-,5,-,2,2,-,-,,2,-,1,1,37.0
"Hill, Bobby",,,,,,,,,,,,,,,,2,1,1,3,1,1,2,,,1,,12.0
"Himmelberg, Harry",3,3,3,1,3,4,1,2,1,3,1,2,-,8,1,1,1,1,1,,2,3,2,-,2,2,51.0
"Hopper, Jacob",9,4,2,9,-,4,2,2,2,3,7,5,3,4,3,6,5,5,4,,,,4,2,1,4,90.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,1,,,,,,,,1.0
"Keeffe, Lachlan",-,-,,,,,,,,,1,,,,,,-,-,1,-,-,1,,,1,,4.0
"Kelly, Josh",,,2,7,3,4,,6,5,7,6,-,4,2,4,,,,,,3,7,1,6,6,2,75.0
"Kennedy, Adam",3,2,3,-,4,2,2,3,2,2,2,1,1,2,2,1,,,,1,1,3,4,1,1,2,45.0
"Langdon, Zac",,,,,,,,1,,,,,,2,4,,,,,,,,,,,,7.0
"Lloyd, Daniel",2,-,2,4,5,4,1,2,1,,,3,,,,1,4,2,,,,2,3,2,6,3,47.0
"Mumford, Shane",,,-,1,2,1,2,,-,-,3,1,1,2,,,1,1,4,3,,1,1,3,-,1,28.0
"Perryman, Harry",2,,,,,,,,2,3,2,2,-,1,1,3,-,1,4,1,4,2,1,4,3,2,38.0
"Reid, Sam",1,6,1,4,4,-,3,1,3,1,2,2,-,-,1,1,1,2,-,-,1,1,3,1,1,-,40.0
"Shaw, Heath",-,4,3,-,-,-,-,1,-,2,-,1,-,1,1,3,-,-,1,2,1,-,5,-,-,2,27.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",-,-,,,,,,-,,,,,,,3,1,1,-,,1,-,,,,,,6.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,3,,,,,,3.0
"Stein, Jake",,,,,,,,,,,,,-,,,,-,,2,-,1,,,,,,3.0
"Taranto, Tim",7,5,3,1,1,7,4,-,7,2,3,2,5,3,5,2,6,4,3,7,2,5,11,3,5,4,107.0
"Taylor, Sam",-,1,-,1,1,-,-,1,1,2,,-,1,1,2,-,1,-,,,,1,-,1,1,-,15.0
"Tomlinson, Adam",4,5,4,2,3,1,-,3,6,1,3,1,3,3,1,5,2,2,2,2,2,1,,-,5,2,63.0
"Ward, Callan",,,,1,,,,,,,,,,,,,,,,,,,,,,,1.0
"Whitfield, Lachie",5,7,8,5,4,1,,,3,2,3,,,,,3,-,5,1,3,4,3,7,2,,2,68.0
"Williams, Zac",-,2,4,2,2,2,-,2,4,,,3,3,2,8,1,5,1,5,5,2,5,5,2,3,3,71.0
"de Boer, Matt",2,2,1,-,1,1,2,-,3,1,2,1,1,,,,,,,,2,3,3,2,1,-,28.0
Totals,55,62,58,50,50,57,42,40,65,50,56,43,47,53,58,60,49,45,56,42,39,53,76,44,49,40,1339.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
