Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,3,-,-,2,-,1,3,,,,,1,,,-,,,,,,,,,,,10.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,-,,,,,,
"Cameron, Jeremy",1,1,1,-,-,2,1,3,1,-,1,1,-,1,1,1,2,1,,1,,1,2,2,-,-,24.0
"Coniglio, Stephen",1,-,-,2,-,1,-,1,,-,2,-,2,1,-,-,,,,,,,,,,,10.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,-,1,1,1,-,-,3.0
"Cumming, Isaac",,,,,,,1,,,-,2,-,,,,,,,,,,-,,,,,3.0
"Daniels, Brent",2,1,1,1,1,-,-,1,-,2,-,-,1,-,1,1,2,-,1,2,-,-,1,-,1,2,21.0
"Davis, Phil",3,3,1,1,-,,,1,2,-,3,1,2,3,3,1,,1,-,-,1,-,-,1,1,-,28.0
"Deledio, Brett",-,2,,,,,,,3,2,-,-,-,-,-,-,-,,1,1,,,2,,,,11.0
"Finlayson, Jeremy",1,1,2,-,-,-,-,-,3,-,1,-,-,-,-,,-,-,1,,,1,-,3,-,-,13.0
"Greene, Toby",2,,,,,1,3,2,-,2,-,,-,1,-,2,-,2,1,3,-,,2,2,,1,24.0
"Hately, Jackson",,,,,1,,-,,,,,,,-,-,,,1,-,3,,,,,,,5.0
"Haynes, Nick",,2,-,-,-,1,3,-,-,-,-,-,,-,-,1,-,-,1,-,1,,-,-,1,1,11.0
"Hill, Bobby",,,,,,,,,,,,,,,,2,-,-,-,-,-,2,,,-,,4.0
"Himmelberg, Harry",-,-,-,1,1,1,2,3,-,-,-,1,3,-,1,1,1,-,-,,-,-,3,-,-,1,19.0
"Hopper, Jacob",3,1,1,1,2,1,3,2,3,3,1,-,3,1,3,1,3,1,1,,,,2,2,1,-,39.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,1,,,,,,,,1.0
"Keeffe, Lachlan",2,-,,,,,,,,,-,,,,,,-,1,-,2,-,-,,,1,,6.0
"Kelly, Josh",,,1,1,1,-,,1,-,2,3,1,1,-,1,,,,,,1,1,4,-,2,-,20.0
"Kennedy, Adam",-,-,-,-,1,-,-,-,1,-,-,-,1,1,1,1,,,,-,-,-,-,-,1,1,8.0
"Langdon, Zac",,,,,,,,-,,,,,,1,-,,,,,,,,,,,,1.0
"Lloyd, Daniel",-,1,-,-,-,-,-,-,-,,,-,,,,-,1,-,,,,-,1,1,1,-,5.0
"Mumford, Shane",,,2,2,2,3,2,,-,2,2,-,4,3,,,-,1,-,3,,2,2,3,1,1,35.0
"Perryman, Harry",-,,,,,,,,-,-,1,1,-,1,-,3,2,-,-,-,-,1,2,-,1,-,12.0
"Reid, Sam",3,-,-,-,1,1,1,-,-,1,1,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,11.0
"Shaw, Heath",-,-,-,-,-,1,-,2,-,-,-,-,1,-,1,1,-,-,-,2,-,-,1,-,-,2,11.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",1,1,,,,,,-,,,,,,,2,2,-,1,,1,1,,,,,,9.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,2,,,,-,,1,1,-,,,,,,4.0
"Taranto, Tim",1,-,2,-,-,-,2,-,-,-,-,-,2,-,1,1,1,3,2,3,-,1,-,-,2,3,24.0
"Taylor, Sam",2,1,-,1,1,1,-,1,-,-,,-,-,-,1,1,-,-,,,,-,1,1,-,1,12.0
"Tomlinson, Adam",-,3,-,1,-,1,-,-,2,-,-,1,1,-,-,-,-,-,-,1,-,-,,-,1,-,11.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",1,2,3,-,-,-,,,-,1,1,,,,,-,1,1,-,1,-,1,1,-,,-,13.0
"Williams, Zac",-,-,-,-,-,-,2,1,-,,,-,1,-,-,-,1,1,1,1,1,3,1,1,2,-,16.0
"de Boer, Matt",-,1,4,-,-,1,1,2,1,-,-,1,-,,,,,,,,-,3,2,4,1,-,21.0
Totals,23,23,18,11,13,15,22,23,16,15,18,7,25,14,16,19,14,14,12,25,5,17,28,22,17,13,445.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
