Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,-,-,-,1,1,1,-,,,,,1,,,1,,,,,,,,,,,5.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,2,,,,,,2.0
"Cameron, Jeremy",3,2,2,-,2,4,2,1,-,-,1,-,1,2,-,1,4,-,,1,,-,-,2,3,2,33.0
"Coniglio, Stephen",-,1,-,1,-,1,1,-,,-,-,3,1,1,1,-,,,,,,,,,,,10.0
"Corr, Aidan",,,,,,1,1,,,,,,,,,,,,,,1,2,1,1,3,-,10.0
"Cumming, Isaac",,,,,,,-,,,-,1,1,,,,,,,,,,-,,,,,2.0
"Daniels, Brent",-,3,1,-,-,-,1,-,1,-,1,-,2,1,-,1,-,-,-,-,3,1,2,-,-,1,18.0
"Davis, Phil",-,1,-,1,-,,,-,3,-,-,-,-,-,-,4,,-,-,4,1,1,2,-,1,1,19.0
"Deledio, Brett",-,1,,,,,,,2,-,-,-,-,1,1,-,-,,-,-,,,2,,,,7.0
"Finlayson, Jeremy",-,1,1,-,-,-,-,1,-,-,-,1,-,2,2,,1,-,-,,,1,1,-,2,1,14.0
"Greene, Toby",-,,,,,-,1,3,2,-,2,,4,-,1,1,-,1,-,2,-,,6,2,,4,29.0
"Hately, Jackson",,,,,-,,1,,,,,,,1,2,,,3,1,-,,,,,,,8.0
"Haynes, Nick",,1,1,-,-,-,-,1,-,-,-,2,,1,-,-,-,-,-,-,-,,-,3,1,-,10.0
"Hill, Bobby",,,,,,,,,,,,,,,,1,2,-,-,-,-,-,,,-,,3.0
"Himmelberg, Harry",-,-,1,3,1,2,2,-,2,1,-,1,1,3,-,2,-,-,2,,-,2,2,-,-,1,26.0
"Hopper, Jacob",-,-,5,1,1,2,-,-,-,-,3,1,1,3,3,2,-,2,1,,,,2,2,-,1,30.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,2,,,,,,,,2.0
"Keeffe, Lachlan",-,2,,,,,,,,,1,,,,,,1,1,-,2,-,2,,,-,,9.0
"Kelly, Josh",,,-,-,-,2,,-,1,-,1,1,-,-,-,,,,,,1,-,-,-,1,-,7.0
"Kennedy, Adam",1,-,-,1,-,1,-,-,-,-,-,1,2,-,-,1,,,,-,-,2,-,2,1,-,12.0
"Langdon, Zac",,,,,,,,1,,,,,,2,1,,,,,,,,,,,,4.0
"Lloyd, Daniel",-,1,1,1,-,1,1,-,-,,,-,,,,1,1,-,,,,2,1,-,-,2,12.0
"Mumford, Shane",,,2,3,2,-,9,,2,7,5,4,3,6,,,4,4,2,4,,2,5,8,6,-,78.0
"Perryman, Harry",1,,,,,,,,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,1,-,-,5.0
"Reid, Sam",1,1,1,-,1,-,2,-,2,2,-,2,1,1,2,-,1,1,1,-,2,2,1,3,-,-,27.0
"Shaw, Heath",1,-,-,-,-,2,1,1,1,1,1,2,1,2,2,2,3,1,1,1,-,1,1,1,1,1,28.0
"Sheridan, Tom",,,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Simpson, Dawson",1,1,,,,,,-,,,,,,,-,1,1,1,,1,1,,,,,,7.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Stein, Jake",,,,,,,,,,,,,1,,,,1,,1,-,1,,,,,,4.0
"Taranto, Tim",2,1,-,1,2,3,2,1,2,-,2,-,-,-,1,1,2,-,4,1,-,4,1,2,-,1,33.0
"Taylor, Sam",1,1,-,2,-,-,-,2,1,-,,1,-,1,-,-,-,-,,,,-,1,-,-,-,10.0
"Tomlinson, Adam",1,-,4,-,-,1,-,1,1,-,1,2,1,2,-,-,-,2,-,2,-,2,,-,2,1,23.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,-,-,1,2,,,-,-,-,,,,,2,-,2,-,1,1,2,1,1,,1,14.0
"Williams, Zac",-,-,3,-,1,2,1,2,-,,,1,-,-,-,-,1,-,-,-,2,2,-,-,2,-,17.0
"de Boer, Matt",-,1,1,-,-,-,-,2,1,1,2,1,2,,,,,,,,1,3,5,3,1,3,27.0
Totals,12,18,24,14,12,25,26,16,21,12,21,24,22,29,17,21,24,18,15,19,17,31,34,31,24,20,547.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
