Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,1,-,,,,,,,1.0
"Buntine, Matt",,-,-,-,1,-,1,-,,,,,1,,,-,,,,,,,,,,,3.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,1,-,,,,,,1.0
"Cameron, Jeremy",-,1,1,3,1,1,6,-,1,2,4,-,2,1,-,1,1,-,,-,,3,-,1,-,2,31.0
"Coniglio, Stephen",-,-,-,-,-,1,-,-,,-,1,-,1,1,-,-,,,,,,,,,,,4.0
"Corr, Aidan",,,,,,1,1,,,,,,,,,,,,,,-,-,-,-,-,-,2.0
"Cumming, Isaac",,,,,,,1,,,1,-,-,,,,,,,,,,-,,,,,2.0
"Daniels, Brent",1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,-,5.0
"Davis, Phil",-,-,1,1,-,,,-,1,1,1,4,1,1,1,1,,2,2,2,2,1,3,1,-,-,26.0
"Deledio, Brett",-,-,,,,,,,-,2,-,1,2,-,-,2,-,,1,-,,,1,,,,9.0
"Finlayson, Jeremy",-,1,2,-,-,1,1,3,1,1,2,-,1,4,-,,3,2,-,,,-,-,-,-,-,22.0
"Greene, Toby",-,,,,,1,1,1,-,-,-,,1,1,1,-,-,1,2,-,-,,-,1,,-,10.0
"Hately, Jackson",,,,,-,,-,,,,,,,1,1,,,1,-,-,,,,,,,3.0
"Haynes, Nick",,4,-,1,-,2,3,1,1,1,1,2,,1,1,3,1,1,4,-,2,,1,-,-,2,32.0
"Hill, Bobby",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,,,1,,1.0
"Himmelberg, Harry",-,-,-,2,-,1,2,-,2,2,-,1,2,3,2,1,2,1,1,,1,2,-,-,-,1,26.0
"Hopper, Jacob",-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,2.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",1,1,,,,,,,,,2,,,,,,-,-,-,-,1,-,,,1,,6.0
"Kelly, Josh",,,-,-,-,-,,1,-,-,1,-,-,1,-,,,,,,-,-,-,-,-,-,3.0
"Kennedy, Adam",1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,3.0
"Langdon, Zac",,,,,,,,-,,,,,,-,-,,,,,,,,,,,,
"Lloyd, Daniel",1,-,-,1,-,-,-,-,1,,,1,,,,-,-,-,,,,-,1,-,-,-,5.0
"Mumford, Shane",,,-,2,-,1,-,,1,1,-,-,1,-,,,-,-,-,-,,1,-,2,-,-,9.0
"Perryman, Harry",1,,,,,,,,-,1,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,5.0
"Reid, Sam",-,-,-,-,-,1,-,-,-,-,-,2,-,1,1,-,1,-,-,-,1,-,-,-,-,-,7.0
"Shaw, Heath",-,-,-,-,-,-,-,1,-,1,1,2,-,-,1,-,2,1,1,1,-,-,1,1,-,1,14.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",1,-,,,,,,-,,,,,,,-,-,-,-,,-,-,,,,,,1.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,1,,,,-,,-,-,-,,,,,,1.0
"Taranto, Tim",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,3.0
"Taylor, Sam",1,-,-,1,1,1,2,-,-,-,,-,1,-,1,1,-,1,,,,1,1,1,2,1,16.0
"Tomlinson, Adam",-,-,-,-,1,1,1,-,-,-,-,1,-,1,1,-,-,1,-,-,-,1,,-,1,-,9.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,-,-,-,-,,,-,1,-,,,,,-,-,-,-,-,-,-,-,-,,-,1.0
"Williams, Zac",-,-,-,-,-,-,-,2,-,,,1,1,1,-,-,-,-,-,-,-,-,-,2,-,-,7.0
"de Boer, Matt",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,1,-,-,-,1.0
Totals,7,8,4,13,4,13,20,10,8,14,13,15,15,17,10,10,10,11,12,5,8,13,9,9,6,7,271.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
