Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,-,-,1,1,-,-,-,,,,,-,,,-,,,,,,,,,,,2.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,-,,,,,,
"Cameron, Jeremy",4,3,7,3,4,3,6,-,-,3,5,1,1,3,2,3,6,3,,1,,9,2,3,3,1,76.0
"Coniglio, Stephen",3,-,-,-,1,4,1,-,,1,3,-,2,-,-,-,,,,,,,,,,,15.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,
"Cumming, Isaac",,,,,,,-,,,-,-,-,,,,,,,,,,-,,,,,
"Daniels, Brent",-,1,1,-,1,-,-,-,2,-,-,-,-,1,-,1,1,-,1,-,-,-,-,1,1,-,11.0
"Davis, Phil",-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Deledio, Brett",-,-,,,,,,,3,-,1,-,1,-,-,-,-,,-,1,,,-,,,,6.0
"Finlayson, Jeremy",-,-,5,3,3,-,2,3,5,1,2,-,1,2,1,,3,3,2,,,1,3,2,2,-,44.0
"Greene, Toby",1,,,,,3,2,1,-,-,1,,3,1,3,2,2,-,1,-,2,,3,2,,-,27.0
"Hately, Jackson",,,,,-,,-,,,,,,,-,-,,,1,-,1,,,,,,,2.0
"Haynes, Nick",,1,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,1.0
"Hill, Bobby",,,,,,,,,,,,,,,,3,1,-,1,-,-,2,,,-,,7.0
"Himmelberg, Harry",1,-,1,2,1,-,2,-,3,5,3,2,1,1,4,-,4,1,2,,2,-,2,-,-,1,38.0
"Hopper, Jacob",-,-,2,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,3,,,,-,1,-,1,10.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",3,-,,,,,,,,,-,,,,,,-,-,1,-,2,-,,,-,,6.0
"Kelly, Josh",,,1,-,-,1,,-,-,1,1,2,1,1,-,,,,,,-,2,3,1,-,-,14.0
"Kennedy, Adam",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,1,1,1,-,-,-,-,4.0
"Langdon, Zac",,,,,,,,-,,,,,,-,-,,,,,,,,,,,,
"Lloyd, Daniel",2,-,-,2,-,3,1,1,-,,,1,,,,-,-,-,,,,3,2,1,-,-,16.0
"Mumford, Shane",,,-,-,-,-,-,,-,-,-,-,-,-,,,-,-,-,-,,-,-,-,-,-,
"Perryman, Harry",-,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Reid, Sam",-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3.0
"Shaw, Heath",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",-,-,,,,,,-,,,,,,,-,-,1,-,,-,-,,,,,,1.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,-,,,,-,,-,-,-,,,,,,
"Taranto, Tim",2,-,2,-,-,1,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,1,-,11.0
"Taylor, Sam",-,-,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,-,,,,-,-,-,-,-,1.0
"Tomlinson, Adam",-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,-,-,-,4.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,-,-,-,2,,,3,2,-,,,,,-,-,-,1,-,1,1,1,-,,-,11.0
"Williams, Zac",-,1,-,-,-,-,-,-,-,,,-,1,-,1,-,-,-,-,-,-,-,-,1,1,-,5.0
"de Boer, Matt",-,-,-,-,-,1,1,-,-,-,2,-,-,,,,,,,,-,-,-,-,-,-,4.0
Totals,16,7,19,11,11,18,18,5,20,14,19,9,14,10,11,9,19,8,12,4,9,20,16,12,8,3,322.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
