Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,9,5,,,,,,,14.0
"Buntine, Matt",,12,5,10,4,14,5,5,,,,,10,,,5,,,,,,,,,,,70.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,8,6,,,,,,14.0
"Cameron, Jeremy",9,11,19,8,8,16,7,8,16,9,13,10,6,10,6,14,11,11,,3,,12,17,8,10,8,250.0
"Coniglio, Stephen",23,11,19,18,24,15,15,19,,12,26,18,14,18,16,-,,,,,,,,,,,248.0
"Corr, Aidan",,,,,,7,3,,,,,,,,,,,,,,6,4,8,4,11,10,53.0
"Cumming, Isaac",,,,,,,5,,,5,11,6,,,,,,,,,,10,,,,,37.0
"Daniels, Brent",8,6,10,8,11,7,11,4,6,7,12,4,11,7,8,14,7,9,9,6,13,14,13,5,8,12,230.0
"Davis, Phil",6,3,10,10,13,,,9,14,7,13,7,8,6,13,3,,13,3,6,13,12,4,8,1,13,195.0
"Deledio, Brett",11,11,,,,,,,9,9,13,11,11,13,19,10,8,,13,5,,,9,,,,152.0
"Finlayson, Jeremy",7,13,7,9,7,7,4,10,6,11,16,6,5,8,2,,6,10,8,,,8,11,6,5,1,173.0
"Greene, Toby",9,,,,,10,12,6,19,12,5,,9,11,11,20,18,18,18,17,11,,10,14,,16,246.0
"Hately, Jackson",,,,,14,,15,,,,,,,11,13,,,10,11,7,,,,,,,81.0
"Haynes, Nick",,7,17,13,13,16,13,8,17,16,10,13,,7,11,13,10,18,10,15,18,,14,9,19,18,305.0
"Hill, Bobby",,,,,,,,,,,,,,,,11,8,4,10,2,7,7,,,5,,54.0
"Himmelberg, Harry",11,10,13,6,7,6,6,8,6,10,9,7,5,7,6,5,8,6,4,,7,4,4,3,3,9,170.0
"Hopper, Jacob",12,12,15,15,9,14,7,8,12,11,20,14,13,8,11,19,7,15,16,,,,12,13,8,11,282.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,5,,,,,,,,5.0
"Keeffe, Lachlan",2,5,,,,,,,,,9,,,,,,9,5,4,4,1,3,,,3,,45.0
"Kelly, Josh",,,15,18,19,17,,12,24,19,21,27,26,21,14,,,,,,10,18,10,15,14,12,312.0
"Kennedy, Adam",13,18,16,15,17,12,6,12,15,9,15,12,6,13,19,8,,,,9,13,16,15,11,8,8,286.0
"Langdon, Zac",,,,,,,,7,,,,,,4,4,,,,,,,,,,,,15.0
"Lloyd, Daniel",4,5,8,11,7,9,10,5,9,,,8,,,,10,7,12,,,,8,3,5,10,7,138.0
"Mumford, Shane",,,7,7,3,5,3,,2,3,2,6,4,3,,,3,1,6,2,,1,3,1,5,2,69.0
"Perryman, Harry",4,,,,,,,,19,11,13,16,14,8,14,13,13,11,11,15,9,12,10,13,10,15,231.0
"Reid, Sam",7,10,7,13,13,3,16,8,17,10,13,10,7,6,6,4,9,14,22,5,9,12,7,8,5,6,247.0
"Shaw, Heath",13,14,14,11,8,17,10,19,19,19,14,18,11,9,6,6,16,7,14,12,10,16,13,3,9,21,329.0
"Sheridan, Tom",,,2,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Simpson, Dawson",3,4,,,,,,5,,,,,,,1,2,1,3,,8,-,,,,,,27.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,4,,,,,,4.0
"Stein, Jake",,,,,,,,,,,,,5,,,,5,,4,4,9,,,,,,27.0
"Taranto, Tim",15,12,14,16,18,14,17,16,28,20,13,20,20,11,11,20,18,16,18,15,15,16,18,11,12,18,422.0
"Taylor, Sam",8,2,5,6,5,2,8,6,9,9,,8,3,5,7,3,10,6,,,,12,7,3,8,8,140.0
"Tomlinson, Adam",13,9,9,15,7,11,12,11,19,10,10,8,6,9,10,18,14,8,13,11,15,16,,6,8,11,279.0
"Ward, Callan",,,,2,,,,,,,,,,,,,,,,,,,,,,,2.0
"Whitfield, Lachie",19,27,35,22,21,5,,,33,21,14,,,,,23,21,18,12,17,16,14,20,9,,9,356.0
"Williams, Zac",10,18,16,10,19,17,19,11,9,,,13,19,13,18,12,17,15,16,13,20,9,10,8,11,13,336.0
"de Boer, Matt",7,13,10,8,10,10,7,7,16,7,13,9,6,,,,,,,,10,11,9,9,4,10,176.0
Totals,214,233,273,251,257,234,211,204,324,247,285,251,219,208,226,233,226,230,236,189,222,235,227,172,177,238,6022.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
