Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,4,2,,,,,,,6.0
"Buntine, Matt",,5,4,1,6,2,9,6,,,,,4,,,2,,,,,,,,,,,39.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,6,4,,,,,,10.0
"Cameron, Jeremy",7,2,9,6,4,7,9,3,11,5,7,3,4,3,7,5,9,4,,4,,6,8,6,4,4,137.0
"Coniglio, Stephen",9,7,11,16,12,8,7,4,,4,10,9,12,16,20,-,,,,,,,,,,,145.0
"Corr, Aidan",,,,,,4,3,,,,,,,,,,,,,,3,4,3,1,2,1,21.0
"Cumming, Isaac",,,,,,,5,,,3,5,3,,,,,,,,,,4,,,,,20.0
"Daniels, Brent",9,11,8,4,5,5,4,4,5,3,5,5,3,5,4,7,11,5,4,7,3,6,9,4,8,2,146.0
"Davis, Phil",8,3,5,3,2,,,2,5,5,5,8,7,11,7,5,,4,5,9,7,5,3,6,1,2,118.0
"Deledio, Brett",3,3,,,,,,,9,8,8,8,9,9,8,6,8,,10,3,,,4,,,,96.0
"Finlayson, Jeremy",3,3,8,4,2,7,5,7,7,5,7,5,4,7,3,,5,4,2,,,2,7,5,8,1,111.0
"Greene, Toby",6,,,,,8,7,7,12,7,7,,11,9,4,13,9,13,18,20,12,,10,14,,6,193.0
"Hately, Jackson",,,,,10,,6,,,,,,,3,3,,,5,6,4,,,,,,,37.0
"Haynes, Nick",,8,4,3,6,5,12,2,2,2,4,7,,6,3,6,3,3,10,4,8,,4,4,10,4,120.0
"Hill, Bobby",,,,,,,,,,,,,,,,4,4,7,3,4,1,4,,,4,,31.0
"Himmelberg, Harry",3,6,6,5,4,6,7,4,4,10,1,5,8,7,8,7,4,9,7,,2,5,9,4,7,3,141.0
"Hopper, Jacob",15,10,14,16,10,19,16,13,11,11,11,8,17,20,17,15,17,15,8,,,,19,13,15,8,318.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,3,,,,,,,,3.0
"Keeffe, Lachlan",6,4,,,,,,,,,4,,,,,,1,3,-,4,2,4,,,4,,32.0
"Kelly, Josh",,,6,14,10,14,,14,12,11,14,8,9,6,13,,,,,,15,10,12,12,13,4,197.0
"Kennedy, Adam",4,5,3,1,3,4,4,3,2,4,4,3,3,5,3,7,,,,6,5,2,1,3,6,4,85.0
"Langdon, Zac",,,,,,,,3,,,,,,6,3,,,,,,,,,,,,12.0
"Lloyd, Daniel",8,5,4,4,1,3,2,2,6,,,5,,,,7,9,4,,,,3,5,5,9,8,90.0
"Mumford, Shane",,,7,6,4,11,8,,6,6,5,3,8,9,,,6,4,10,8,,10,8,8,5,8,140.0
"Perryman, Harry",2,,,,,,,,5,8,5,5,7,4,7,14,6,2,4,10,5,7,10,1,13,8,123.0
"Reid, Sam",9,4,2,2,10,8,6,8,5,5,4,7,4,6,8,3,9,10,4,7,5,3,5,4,3,5,146.0
"Shaw, Heath",3,-,2,2,2,5,4,8,7,6,7,8,4,4,5,2,7,7,5,8,6,3,9,2,6,8,130.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",5,3,,,,,,1,,,,,,,10,13,4,1,,3,5,,,,,,45.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Stein, Jake",,,,,,,,,,,,,4,,,,2,,5,1,-,,,,,,12.0
"Taranto, Tim",13,8,13,12,6,17,10,8,9,13,10,16,8,7,11,14,13,15,7,8,13,12,11,8,11,15,288.0
"Taylor, Sam",9,3,5,4,4,4,6,2,2,4,,2,5,2,4,6,6,2,,,,3,3,8,6,6,96.0
"Tomlinson, Adam",9,10,7,8,9,10,4,5,5,9,4,7,6,8,6,3,4,6,6,4,3,7,,1,6,6,153.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",9,7,8,9,5,3,,,4,8,2,,,,,7,7,8,9,9,14,12,8,4,,4,137.0
"Williams, Zac",7,5,6,5,5,13,10,9,3,,,7,11,14,6,7,10,9,15,13,9,10,11,7,16,7,215.0
"de Boer, Matt",9,7,10,6,7,12,10,8,9,8,6,8,6,,,,,,,,7,6,8,11,7,1,146.0
Totals,156,119,142,131,127,175,154,123,141,145,135,140,154,167,160,153,154,140,145,144,130,128,167,131,164,115,3740.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
