Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Akermanis, Jason",,,5,4,5,,,2,6,,,2,5,3,5,4,4,1,5,3,5,2,4,65.0
"Ashcroft, Marcus",11,6,6,7,14,3,9,10,12,8,9,6,5,10,9,7,6,8,7,11,7,6,8,185.0
"Bamford, Scott",,1,4,2,1,,-,,,,,,,,,,,1,1,1,1,4,2,18.0
"Barker, John",,,,,,-,2,3,,,,,,,,,2,2,3,-,1,,,13.0
"Bews, Andrew",,2,1,,,1,3,4,4,3,,2,-,4,10,10,4,,,,,,,48.0
"Boyd, Brad",,,,,,,,,2,,,,,,,,,,,,,,,2.0
"Bradshaw, Daniel",,,,,,,,5,4,4,1,6,1,2,1,3,3,4,-,2,5,1,3,45.0
"Carter, Nick",,,,,,,3,,,,3,,,,,,,,,,,,,6.0
"Champion, Richard",2,4,4,4,1,4,3,2,4,9,,2,-,7,6,9,4,3,1,2,1,7,,79.0
"Chapman, Nathan",,,,1,5,4,,,,2,4,,,,,,,1,6,3,1,1,1,29.0
"Clarke, Matthew",1,4,6,3,3,4,5,7,,4,3,3,6,5,4,-,7,9,10,,7,8,9,108.0
"Clayton, Shane",,,,,,,2,1,1,,,,,,,,,,,,,,,4.0
"Dickfos, Danny",1,4,4,5,5,6,4,,5,3,7,4,4,6,4,8,3,6,6,5,6,6,3,105.0
"Fletcher, Adrian",5,7,9,8,2,6,15,7,,,9,4,11,4,16,9,10,9,6,11,6,8,10,172.0
"Gowers, Andrew",2,5,-,,,,,,,,,,,,,,,,2,1,2,-,1,13.0
"Green, Brent",,,,,,,-,,,,,,,,,,,,,-,,,,
"Hart, Shaun",14,7,3,4,6,7,10,5,9,3,4,10,4,1,5,6,7,,,,,9,10,124.0
"Johnson, Chris",2,1,1,2,5,4,3,2,1,,5,-,4,7,,,,6,5,6,3,2,6,65.0
"Keating, Clark",5,2,4,2,5,8,6,1,5,1,2,-,-,1,7,5,3,4,-,6,,,,67.0
"Kennedy, Matthew",2,4,1,-,2,-,-,1,,-,2,,,,2,1,,,,,,,,15.0
"Lambert, Craig",,5,13,11,16,13,22,17,12,24,16,11,22,11,,18,9,,,,,,9,229.0
"Lappin, Nigel",10,6,,4,8,2,1,12,3,6,4,7,7,5,8,8,7,1,,6,6,7,1,119.0
"Lawrence, Steven",,,,,,,,,,,,,,,7,2,2,4,2,2,1,4,5,29.0
"Leppitsch, Justin",6,-,,3,5,-,4,5,4,2,3,4,6,5,2,1,-,3,1,1,2,1,5,63.0
"Lynch, Alastair",-,,1,-,4,-,,,3,5,2,6,4,5,7,4,3,2,1,7,3,2,3,62.0
"Lynch, Tristan",-,,,5,8,9,3,5,7,8,6,4,5,2,4,4,4,3,2,6,1,3,3,92.0
"McIvor, Scott",4,8,4,1,6,,,3,,,,,,,,,,,4,,,,,30.0
"McLean, Michael",-,,,,,,,,,,,,,,,,,,,,,,,
"McRae, Craig",,,5,2,,-,,11,4,3,6,1,2,7,3,1,5,5,2,6,2,5,,70.0
"Molloy, Jarrod",3,2,2,,,,,,,,,6,5,2,6,4,3,-,,,,,,33.0
"Robbins, Ben",1,10,5,13,7,6,,,,,,,,,,,,16,11,14,9,5,7,104.0
"Scott, Chris",,,,,,-,,,10,9,,,,-,-,,,,,,,,,19.0
"Scott, Dion",3,2,,,,,,,3,2,,,,,,,,,,,2,-,5,17.0
"Trask, Nick",,,,,,,,,,3,1,2,1,,,,,,,,,,2,9.0
"Voss, Brett",,,,,2,,6,,,,1,,,,,,,,,,,,,9.0
"Voss, Michael",11,6,6,6,12,8,9,6,15,8,10,7,12,8,9,16,3,,,,,,,152.0
"White, Darryl",2,3,-,,,,,3,1,5,4,2,6,9,3,7,9,5,7,11,4,6,5,92.0
Totals,85,89,84,87,122,85,110,112,115,112,102,89,110,104,118,127,98,93,82,104,75,87,102,2292.0
Opponent,AD,SK,HW,NM,PA,ES,WC,FR,GE,SY,CA,ME,CW,RI,WB,AD,SK,HW,NM,PA,ES,WC,SK,
