Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Akermanis, Jason",,,1,1,2,,,2,-,,,1,1,-,2,2,-,1,1,1,1,-,4,20.0
"Ashcroft, Marcus",2,-,1,1,2,1,1,-,1,-,-,2,-,1,1,2,-,-,-,1,1,1,-,18.0
"Bamford, Scott",,1,-,-,-,,-,,,,,,,,,,,-,1,1,2,2,-,7.0
"Barker, John",,,,,,-,-,1,,,,,,,,,-,-,-,-,-,,,1.0
"Bews, Andrew",,-,-,,,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,
"Boyd, Brad",,,,,,,,,-,,,,,,,,,,,,,,,
"Bradshaw, Daniel",,,,,,,,4,6,1,-,3,1,-,-,1,3,7,1,3,1,1,3,35.0
"Carter, Nick",,,,,,,-,,,,1,,,,,,,,,,,,,1.0
"Champion, Richard",-,1,-,-,-,-,1,-,-,2,,-,2,-,-,-,-,-,-,1,2,-,,9.0
"Chapman, Nathan",,,,-,-,-,,,,-,-,,,,,,,1,-,-,-,-,-,1.0
"Clarke, Matthew",-,-,-,1,1,2,-,-,,1,1,1,-,1,-,-,-,1,-,,-,-,-,9.0
"Clayton, Shane",,,,,,,-,-,-,,,,,,,,,,,,,,,
"Dickfos, Danny",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Fletcher, Adrian",2,2,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Gowers, Andrew",-,1,-,,,,,,,,,,,,,,,,1,-,-,-,-,2.0
"Green, Brent",,,,,,,-,,,,,,,,,,,,,-,,,,
"Hart, Shaun",-,-,1,1,-,-,-,2,1,1,1,-,-,1,1,2,-,,,,,-,-,11.0
"Johnson, Chris",-,4,1,-,-,-,-,-,-,,2,1,-,-,,,,-,-,-,3,-,-,11.0
"Keating, Clark",-,5,-,1,-,1,2,1,-,1,-,1,-,-,2,1,-,-,-,-,,,,15.0
"Kennedy, Matthew",-,-,-,-,-,-,-,-,,-,-,,,,1,-,,,,,,,,1.0
"Lambert, Craig",,-,1,1,-,-,1,-,-,-,-,-,-,1,,-,1,,,,,,-,5.0
"Lappin, Nigel",-,-,,2,1,-,-,3,2,1,-,-,-,-,-,-,-,-,,-,-,1,-,10.0
"Lawrence, Steven",,,,,,,,,,,,,,,1,2,1,4,-,1,-,-,3,12.0
"Leppitsch, Justin",-,4,,5,4,3,3,1,1,3,-,4,-,-,3,3,-,4,2,4,3,2,1,50.0
"Lynch, Alastair",3,,2,1,-,2,,,-,1,1,-,-,-,-,-,-,-,1,-,-,1,-,12.0
"Lynch, Tristan",-,,,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,1,-,-,-,1,5.0
"McIvor, Scott",1,1,1,1,-,,,-,,,,,,,,,,,-,,,,,4.0
"McLean, Michael",-,,,,,,,,,,,,,,,,,,,,,,,
"McRae, Craig",,,-,-,,-,,1,4,-,-,-,-,1,5,1,-,3,1,1,1,1,,19.0
"Molloy, Jarrod",-,-,3,,,,,,,,,7,6,1,2,2,-,-,,,,,,21.0
"Robbins, Ben",-,2,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,1,3.0
"Scott, Chris",,,,,,-,,,2,-,,,,-,1,,,,,,,,,3.0
"Scott, Dion",2,1,,,,,,,1,-,,,,,,,,,,,1,2,-,7.0
"Trask, Nick",,,,,,,,,,1,-,-,1,,,,,,,,,,-,2.0
"Voss, Brett",,,,,-,,-,,,,-,,,,,,,,,,,,,
"Voss, Michael",3,1,-,-,-,-,-,-,-,-,2,1,-,1,-,1,-,,,,,,,9.0
"White, Darryl",1,-,-,,,,,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3.0
Totals,14,23,11,15,10,9,8,15,19,13,9,21,11,7,21,17,5,21,9,13,15,11,13,310.0
Opponent,AD,SK,HW,NM,PA,ES,WC,FR,GE,SY,CA,ME,CW,RI,WB,AD,SK,HW,NM,PA,ES,WC,SK,
