Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Bailey, Bret",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,,,,,,,
"Campbell, Tony",-,-,-,-,-,-,-,-,-,-,,-,,,,-,-,-,-,-,-,,,,,,
"Chiron, Dean",,,,,,,-,-,-,,,,,-,-,-,-,,,,,,,,,,
"Dean, Warren",-,-,-,-,-,-,,,,,,,,,,,,,,-,,,,,,,
"Duursma, Jamie",,,,,,,-,-,-,,-,-,,-,-,,,,,,-,-,-,-,-,-,
"Eishold, Simon",-,-,-,-,-,-,,,,,,,,,,,,,,-,,,,,,,
"Febey, Steven",,,,,,,-,-,-,-,-,-,2,,-,,-,,,-,,,,,-,-,2.0
"Fidge, Ted",,,,,,,,,,-,,,,,,,,,,,,,,,,,
"Flintoff, David",,,,,,,,,-,,,,-,-,-,,,,-,-,-,,,,-,-,
"Grinter, Rod",-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Healy, Greg",-,-,2,-,-,-,-,1,,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Hughes, Danny",-,-,-,-,-,-,-,,,-,-,-,-,,,-,-,,,,,-,-,-,-,-,
"Jackson, Ricky",-,-,-,-,1,-,-,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0
"Johnson, Alan",,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,5.0
"Koop, Doug",,,-,-,-,,,,,,,,,,,,,,,-,-,,-,-,,,
"Lovell, Andy",,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Lovett, Brett",-,2,-,-,-,-,2,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,10.0
"Lyon, Garry",-,-,-,-,-,-,,,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Newport, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
"ODwyer, Steven",1,-,3,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,10.0
"Payne, Paul",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rohde, Peter",,,,,,-,-,-,-,,,,,,,,,,,-,-,-,,,,,
"Spalding, Earl",-,-,-,-,-,-,,,,-,-,-,-,1,-,-,-,-,-,,-,-,-,-,-,-,1.0
"Sparks, Bradley",,,,,,,,,,,,,,,,,,-,,,,,,,,,
"Stretch, Steven",-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,5.0
"Stynes, Jim",3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Viney, Jay",,,,,,,,,,,,,,,,,,-,-,,-,,,,,,
"Viney, Todd",,,,,,,,-,,,,-,-,-,-,-,,-,-,,,-,-,-,,-,
"Wight, Sean",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Williams, David",-,-,,,,,-,-,-,-,-,-,-,2,,-,-,-,-,-,-,-,-,-,-,-,2.0
"Wilson, Brian",-,-,-,2,-,-,3,-,-,3,1,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,9.0
"Yeats, Graeme",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-,-,6.0
Totals,6,3,5,6,3,0,5,6,0,4,4,0,5,6,0,5,0,0,0,1,1,5,0,0,0,0,65.0
Opponent,RI,FO,GE,BB,SY,ES,HW,FI,SK,CW,WC,NM,CA,GE,SY,CW,HW,WC,RI,FO,ES,CA,WC,CW,CA,HW,
