Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Alves, Stan",1,-,-,1,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,,3.0
"Anderson, Tony",,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,,,,
"Aubrey, Graeme",,,,,,,,,,,,,,,,,,,,-,
"Biffin, Ray",,,,,,,,,,,,-,,-,-,-,-,,,,
"Bourke, Barry",,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Campbell, Euan",,,,,,,,,,,,,,,,-,,,,,
"Catlin, Sid",,,,,,,,,,,,-,,,,,,,,,
"Clark, Denis",,,,,-,-,1,,,,,,-,-,,,,,,,1.0
"Clarke, Kelvin",-,,,,,,,,,,,-,,,,,,,,,
"Davis, Frank",-,,-,1,-,-,-,-,-,-,1,-,-,-,,,,-,-,-,2.0
"Dillon, Ross",-,-,-,-,-,-,,,,,,,,,-,,,,,,
"Dixon, Brian",-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Dowsing, Rob",,-,-,-,,-,,-,-,,,,,,,,,,,-,
"Feldmann, Derek",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,
"Forster, John",-,-,,,,,,,,,-,,,-,-,,,,,,
"Fowler, Chris",6,9,-,17,16,7,,6,9,,,13,15,10,30,9,12,13,,,172.0
"Groom, Ray",6,10,-,-,1,-,1,5,-,-,1,,-,6,1,-,-,-,-,3,34.0
"Hardeman, Gary",-,,-,,,-,-,-,2,-,-,-,-,-,1,-,-,1,-,1,5.0
"Johnson, Tassie",1,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Jones, Brent",-,,,-,,,13,,6,15,9,9,11,16,18,14,7,14,16,13,161.0
"Kenneally, Bryan",-,-,-,-,1,-,-,9,-,2,-,3,2,1,,-,-,1,-,-,19.0
"Lakes, George",,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Lees, Ted",2,1,,,,,,,,1,-,,,,,,,,6,5,15.0
"Mann, Hassa",1,-,-,-,-,,1,-,-,-,1,,-,-,-,-,-,1,-,-,4.0
"Osborne, Graham",,,-,1,-,-,-,-,-,3,-,-,-,-,,-,-,-,-,-,4.0
"Osborne, Ken",,,,,,,-,-,-,-,-,,,,,,,,,,
"Parke, Greg",,-,-,-,-,-,-,-,,-,1,-,1,,3,1,-,-,-,-,6.0
"Rhoden, Phil",,,,,,,-,,,,,,,,,,,,,,
"Roet, Brian",-,-,,-,-,-,1,-,-,-,-,-,-,-,-,,-,1,-,-,2.0
"Schwarz, Darryl",,,,,,,,,7,7,,,,,,,,,,,14.0
"Stone, Neville",,,,,,-,-,,,-,,,,,,,-,,-,,
"Sullivan, Tony",,,,-,-,-,,-,,-,,,,,,-,,,,,
"Townsend, John",-,-,-,-,-,1,,-,-,-,-,,,,-,-,-,-,-,-,1.0
"Vagg, Barrie",1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1.0
"Walker, Max",12,8,-,8,5,5,24,9,,,6,10,4,6,12,10,,6,,13,138.0
"Weekes, Peter",,,,,,,,,,,,,,,,,9,5,3,,17.0
"Whitton, Geoff",,5,-,31,8,16,,,,,,,,,,,,,,,60.0
"Williams, Don",-,-,-,,,,,,,,,,,,,,,,,,
Totals,30,33,0,59,32,29,41,29,24,28,19,35,33,39,65,34,29,42,25,35,661.0
Opponent,FI,SK,SM,NM,GE,FO,HW,CW,RI,ES,CA,FI,SK,SM,NM,GE,FO,HW,CW,RI,
