Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Ablett, Geoff",-,3,1,-,2,-,-,-,2,2,-,-,-,-,2,-,-,,1,-,,-,1,-,14.0
"Bevan, Wayne",,,,,,,,,,,,,,-,,,,,,,,,,,
"Bremner, Ian",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,-,-,-,-,-,-,1.0
"Cooke, Michael",,,,,,,,,,,,,,,,,,,,,,,4,-,4.0
"Crimmins, Peter",-,1,2,-,1,3,-,,,,,,,,,,,,,,,,,,7.0
"De Wolde, Alle",-,-,1,1,1,3,-,1,2,-,-,-,,,,,,,,,-,,,,9.0
"DiPierdomenico, Robert",,,,,,,,,,,,,,,,,,-,,,,,,,
"Douge, Brian",,,,,,,,,,,,,-,-,-,,1,-,,-,,-,,,1.0
"Goad, Alan",1,-,,,,,1,,-,,,,,,,-,-,,-,1,-,,,,3.0
"Harrison, Glenn",,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,1.0
"Heath, Kevin",-,-,-,-,,,-,,,,,,,,,,,,,,-,,,,
"Hendrie, John",1,-,3,1,3,-,3,2,-,2,6,1,-,-,3,2,-,-,1,-,1,2,2,-,33.0
"Jaworskyj, Bohdan",-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Jones, Bernie",,,,,1,-,4,-,1,1,1,-,2,1,2,1,1,-,2,-,-,-,-,-,17.0
"Knights, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,2,-,1,-,-,-,-,-,-,3.0
"Lynn, Gerry",,,,,,,,,,,,,,,,,,,,-,,,,,
"Martello, Alan",-,2,-,-,1,-,2,1,2,2,1,1,-,1,-,1,-,-,1,-,1,-,-,2,18.0
"Matthews, Kelvin",2,1,-,1,1,1,3,2,-,1,2,1,1,-,-,1,-,-,-,-,-,1,-,1,19.0
"Matthews, Leigh",2,5,5,3,4,1,4,3,6,5,4,5,-,,2,4,3,1,3,4,-,3,1,-,68.0
"McCarthy, Gerald",,,,,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Meagher, Des",-,,,,,,,,,,,,,,,,,,,,,,-,1,1.0
"Moncrieff, Michael",6,3,2,2,1,1,,2,2,1,4,5,3,-,-,1,2,5,7,4,1,3,-,2,57.0
"Moore, Kelvin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Shane",,,,,,,,,,,,,,,,,,,,,,3,2,-,5.0
"Petch, Len",-,-,-,-,,,,,,,,,,-,,-,,,,,,-,,,
"Polkinghorne, David",,,,,,,,,,,-,,,-,,-,-,-,-,,,,,,
"Rice, Leon",-,2,1,,,,,,-,-,-,-,-,-,-,-,,,,,,-,,-,3.0
"Rowlings, Barry",,,,-,,,1,2,1,1,3,1,2,2,2,3,3,-,4,1,-,1,1,1,29.0
"Scott, Don",2,-,1,1,1,3,1,2,-,-,-,-,1,,-,,-,-,1,1,-,-,-,1,15.0
"Scrimshaw, Ian",,,1,2,-,-,,-,,-,,-,,4,2,-,3,3,-,2,-,,,,17.0
"Steel, Kelvin",,,,,,,,,,,,,-,,,,,-,,,,,,,
"Trott, Stuart",,,,,1,-,-,1,1,2,-,-,-,1,-,1,-,-,3,,-,-,1,1,12.0
"Tuck, Michael",1,-,-,1,2,-,-,1,2,1,-,3,2,-,1,1,2,-,2,-,-,1,-,-,20.0
"Welsh, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
Totals,15,17,17,13,19,12,19,17,20,19,21,18,11,9,14,17,15,10,25,13,3,14,12,9,359.0
Opponent,NM,SK,RI,SM,ME,CA,FI,GE,FO,CW,ES,NM,SK,SM,RI,ME,CA,FI,GE,FO,CW,ES,NM,NM,
