Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Ablett, Geoff",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,
"Bevan, Wayne",,,,,,,,,,,,,,-,,,,,,,,,,,
"Bremner, Ian",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1,-,-,-,-,-,1.0
"Cooke, Michael",,,,,,,,,,,,,,,,,,,,,,,-,-,
"Crimmins, Peter",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
"De Wolde, Alle",-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,,
"DiPierdomenico, Robert",,,,,,,,,,,,,,,,,,-,,,,,,,
"Douge, Brian",,,,,,,,,,,,,-,-,-,,-,-,,-,,-,,,
"Goad, Alan",-,-,,,,,-,,-,,,,,,,-,-,,-,-,-,,,,
"Harrison, Glenn",,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Heath, Kevin",-,-,-,-,,,-,,,,,,,,,,,,,,-,,,,
"Hendrie, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Jaworskyj, Bohdan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jones, Bernie",,,,,-,-,-,-,-,-,-,-,-,-,-,12,7,9,6,4,6,12,-,11,67.0
"Knights, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1,-,-,-,-,1.0
"Lynn, Gerry",,,,,,,,,,,,,,,,,,,,-,,,,,
"Martello, Alan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,4,8,4,3,4,9,12,4,65.0
"Matthews, Kelvin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Matthews, Leigh",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"McCarthy, Gerald",,,,,-,-,,-,,-,-,-,-,-,-,-,1,2,-,2,2,1,-,,8.0
"Meagher, Des",-,,,,,,,,,,,,,,,,,,,,,,-,-,
"Moncrieff, Michael",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Moore, Kelvin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Murphy, Shane",,,,,,,,,,,,,,,,,,,,,,-,-,-,
"Petch, Len",-,-,-,-,,,,,,,,,,-,,8,,,,,,2,,,10.0
"Polkinghorne, David",,,,,,,,,,,-,,,-,,-,-,-,-,,,,,,
"Rice, Leon",-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,,-,,-,
"Rowlings, Barry",,,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Scott, Don",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,8,19,10,17,15,6,17,11,103.0
"Scrimshaw, Ian",,,-,-,-,-,,-,,-,,-,,-,-,-,-,-,-,-,-,,,,
"Steel, Kelvin",,,,,,,,,,,,,-,,,,,-,,,,,,,
"Trott, Stuart",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Tuck, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,2,-,4,9.0
"Welsh, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
Totals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,38,23,27,27,32,29,30,266.0
Opponent,NM,SK,RI,SM,ME,CA,FI,GE,FO,CW,ES,NM,SK,SM,RI,ME,CA,FI,GE,FO,CW,ES,NM,NM,
