Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Ablett, Geoff",1,3,1,-,2,1,-,1,2,1,-,2,3,2,3,-,1,,2,1,,-,3,1,30.0
"Bevan, Wayne",,,,,,,,,,,,,,-,,,,,,,,,,,
"Bremner, Ian",-,-,-,1,1,1,-,1,1,1,-,-,1,2,-,,,,1,-,1,1,1,3,16.0
"Cooke, Michael",,,,,,,,,,,,,,,,,,,,,,,1,-,1.0
"Crimmins, Peter",-,3,1,2,1,6,-,,,,,,,,,,,,,,,,,,13.0
"De Wolde, Alle",-,1,-,2,3,1,-,-,1,-,-,-,,,,,,,,,-,,,,8.0
"DiPierdomenico, Robert",,,,,,,,,,,,,,,,,,-,,,,,,,
"Douge, Brian",,,,,,,,,,,,,-,1,-,,-,-,,-,,2,,,3.0
"Goad, Alan",2,-,,,,,4,,-,,,,,,,2,-,,2,3,3,,,,16.0
"Harrison, Glenn",,-,-,-,1,1,-,1,1,,,,,,,,,,,,,,,,4.0
"Heath, Kevin",3,2,-,-,,,-,,,,,,,,,,,,,,-,,,,5.0
"Hendrie, John",-,2,-,3,1,2,3,1,2,2,-,2,1,6,3,2,4,5,3,1,1,2,4,2,52.0
"Jaworskyj, Bohdan",1,4,2,1,1,1,1,1,1,1,-,3,1,1,1,1,1,3,1,1,3,3,2,2,37.0
"Jones, Bernie",,,,,1,3,1,-,1,2,-,2,1,1,1,2,2,1,-,1,1,1,-,2,23.0
"Knights, Peter",1,1,2,1,3,2,2,1,3,1,-,2,2,,3,1,1,2,-,1,1,2,5,-,37.0
"Lynn, Gerry",,,,,,,,,,,,,,,,,,,,2,,,,,2.0
"Martello, Alan",2,1,-,2,1,5,2,1,1,1,-,2,1,5,2,3,1,-,-,3,5,4,2,2,46.0
"Matthews, Kelvin",1,2,1,1,1,4,3,1,2,1,-,1,3,4,3,2,3,1,-,-,4,3,2,2,45.0
"Matthews, Leigh",-,4,5,1,4,3,2,3,3,4,-,5,1,,4,2,4,2,5,4,8,5,3,2,74.0
"McCarthy, Gerald",,,,,-,-,,-,,-,-,-,-,-,-,1,1,1,1,-,2,-,-,,6.0
"Meagher, Des",-,,,,,,,,,,,,,,,,,,,,,,3,-,3.0
"Moncrieff, Michael",2,3,1,-,2,2,,-,1,3,-,1,1,2,2,1,2,3,5,2,2,1,2,1,39.0
"Moore, Kelvin",3,-,2,-,1,1,-,1,1,2,-,2,1,-,1,1,2,-,2,1,3,-,3,-,27.0
"Murphy, Shane",,,,,,,,,,,,,,,,,,,,,,4,1,2,7.0
"Petch, Len",2,1,-,-,,,,,,,,,,3,,2,,,,,,-,,,8.0
"Polkinghorne, David",,,,,,,,,,,-,,,-,,1,1,2,-,,,,,,4.0
"Rice, Leon",1,1,-,,,,,,1,-,-,1,-,1,-,-,,,,,,-,,-,5.0
"Rowlings, Barry",,,,-,,,4,4,1,-,-,1,1,2,2,3,4,2,-,1,2,1,2,2,32.0
"Scott, Don",1,5,2,4,1,5,3,1,3,3,-,2,2,,2,,3,5,5,2,4,4,6,2,65.0
"Scrimshaw, Ian",,,-,-,-,-,,-,,-,,-,,1,5,2,2,4,-,3,-,,,,17.0
"Steel, Kelvin",,,,,,,,,,,,,1,,,,,-,,,,,,,1.0
"Trott, Stuart",,,,,1,2,1,1,2,-,-,-,5,-,-,2,2,1,2,,1,-,3,1,24.0
"Tuck, Michael",2,1,1,3,2,2,-,1,3,4,-,2,3,-,3,4,1,2,2,4,3,2,2,2,49.0
"Welsh, Peter",2,-,2,1,1,1,1,-,3,2,-,-,1,1,-,1,1,-,1,1,1,,2,-,22.0
Totals,24,34,20,22,28,43,27,19,33,28,0,28,29,32,35,33,36,34,32,31,45,35,47,26,721.0
Opponent,NM,SK,RI,SM,ME,CA,FI,GE,FO,CW,ES,NM,SK,SM,RI,ME,CA,FI,GE,FO,CW,ES,NM,NM,
