Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Bergman, Miller",-,-,-,,,,,-,-,-,-,-,Off,On,-,1/1
"Bonar, Aiden",-,,,-,,,,,,,,,,,,
"Coleman-Jones, Callum",,,,,,,-,,,-,-,-,-,-,-,
"Comben, Charlie",-,-,-,-,-,-,Off,,,,,,,,,0/1
"Corr, Aidan",,-,-,-,-,-,-,-,-,,,,On,-,-,1/0
"Cunnington, Ben",-,-,-,Off,-,-,-,Off,,,,,,,,0/2
"Curtis, Paul",-,Off,-,-,,-,-,-,-,-,On,,-,-,-,1/1
"Davies-Uniacke, Luke",-,-,,-,-,-,,-,-,,,,,,-,
"Drury, Blake",,,,,,,,-,-,Off,,,,,,0/1
"Ford, Eddie",,,,,,,,,,-,-,-,-,-,-,
"Goater, Josh",-,-,-,,,,,,,,,,,,,
"Goldstein, Todd",,-,-,-,-,-,-,-,-,-,-,-,-,-,Off,0/1
"Greenwood, Hugh",-,-,Off,On,On,,,,-,-,-,-,,-,On,3/1
"Hall, Aaron",,,,,,-,-,,,-,-,-,-,,,
"Howe, Daniel",,On,-,-,-,-,On,,,On,-,,,,,3/0
"Larkey, Nick",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lazzaro, Charlie",,,,,,,,On,,,-,,,,,1/0
"Logue, Griffin",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Mahony, Jack",,,,,,,,-,-,,,,,,,
"McDonald, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McKay, Ben",,,,,-,-,-,-,-,-,-,-,-,-,-,
"Perez, Flynn",,,,,,,,-,-,,,,,,,
"Phillips, Will",On,,-,-,-,Off,,,,-,-,-,-,-,-,1/1
"Powell, Tom",-,-,-,-,-,-,-,,,-,-,On,-,-,,1/0
"Scott, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sheezel, Harry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shiels, Liam",-,-,-,-,-,On,-,-,-,-,,-,-,-,-,1/0
"Simpkin, Jy",-,-,,-,Off,,-,-,-,-,-,Off,,-,-,0/2
"Spicer, Phoenix",,,,,,,,,On,-,Off,-,-,Off,,1/2
"Stephenson, Jaidyn",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Taylor, Curtis",-,-,-,-,-,-,-,-,-,,,,,,,
"Thomas, Tarryn",,,,,,,,,,,,-,-,-,-,
"Tucker, Darcy",,,On,-,-,-,-,-,Off,,,-,-,,-,1/1
"Turner, Kayne",-,-,-,-,-,-,-,,,,,,,,,
"Wardlaw, George",,,,,,,,,,-,-,-,-,-,-,
"Xerri, Tristan",Off,,,,,,,,,,,,,,,0/1
"Ziebell, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Zurhaar, Cameron",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
Totals,,,,,,,,,,,,,,,,
Opponent,WC,FR,HW,CA,BL,GC,ME,SK,PA,SY,CW,ES,GW,WB,AD,
