Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,EF,Tot
"Bontempelli, Marcus",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Bruce, Josh",2,1,-,-,-,1,-,1,1,-,2,,5,-,1,2,3,-,19.0
"Butler, Louis",,,,-,,-,,,,,,,,,,,,,
"Cavarra, Ben",-,,,,,,,,,,,-,-,,,,,,
"Cordy, Zaine",-,,3,1,-,-,-,1,-,-,-,,,,-,-,-,-,5.0
"Crozier, Hayden",-,-,-,-,-,,-,-,-,-,,,-,-,-,-,-,-,
"Dale, Bailey",-,-,-,-,-,-,-,,,,-,-,,,,,,,
"Daniel, Caleb",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dickson, Tory",,,,,,,,,,,,,,-,,,,,
"Dunkley, Josh",-,-,2,,,,,,,1,1,3,1,3,1,-,-,-,12.0
"Duryea, Taylor",,,,,,,,,,,,,,,,-,-,-,
"English, Tim",12,10,11,17,15,27,16,14,13,26,20,16,6,10,23,23,20,8,287.0
"Gardner, Ryan",-,-,,,,,,,,,-,-,-,-,-,-,-,-,
"Gowers, Billy",,-,,,,,,-,-,,,,,,,,,,
"Hayes, Will",,,,,,,,,,,,,,-,-,,,,
"Hunter, Lachie",-,,,,,-,-,,,,,-,-,-,-,-,-,-,
"Johannisen, Jason",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Jong, Lin",,1,-,,-,,,,,,,,,,,,,,1.0
"Keath, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Liberatore, Tom",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lipinski, Patrick",,-,,-,-,-,-,-,-,-,-,-,-,,,,-,-,
"Lloyd, Sam",-,-,-,-,,,,,-,-,-,-,,,-,,,,
"Macrae, Jack",-,-,-,-,-,-,-,2,-,3,-,1,1,-,-,-,-,-,7.0
"McLean, Toby",,,-,-,-,-,,,-,-,-,-,-,-,-,-,,,
"Naughton, Aaron",-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,
"Porter, Callum",,,,,,,,-,,,,,,,,,,,
"Richards, Ed",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schache, Josh",,,,,-,-,,,,,,,,,,,,,
"Smith, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Roarke",,,,,,,,,,-,,-,,,-,-,-,-,
"Suckling, Matt",-,-,-,,,,-,-,-,,,,,,,-,,,
"Trengove, Jackson",,,,,,,,,3,,,,,,,,,,3.0
"Vandermeer, Laitham",,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,
"Wallis, Mitch",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Weightman, Cody",,,,,,,-,-,,-,,,,,,,,,
"West, Rhylee",,,,-,-,-,,,,,,-,,,,,,,
"Williams, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Wood, Easton",-,,,,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Young, Lachie",,,,,,,-,-,,,,,,,,,,,
"Young, Lewis",1,,,,,,,,,,,,,,,,,,1.0
Totals,15,12,17,18,15,28,16,18,17,30,23,20,13,13,25,25,23,8,336.0
Opponent,CW,SK,GW,SY,NM,CA,ES,GC,RI,PA,BL,AD,ME,GE,WC,HW,FR,SK,
