Player,R1,R2,R3,R4,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,R24,QF,SF,PF,Tot
"Brown, Mitch",-,-,-,-,,,,,,,,,,,,,,-,-,,,,,,,
"Butler, Sam",,,-,-,-,-,-,-,,,-,-,-,,,,,,,,,-,-,-,-,
"Cox, Dean",-,-,-,-,-,2,1,3,2,-,1,1,-,1,-,1,2,1,-,2,-,2,-,-,-,19.0
"Dalziell, Bradd",,,,-,,,,,,,,,,,,,,,,,,,,,,
"Darling, Jack",1,2,-,2,3,1,1,1,-,-,-,-,1,3,-,2,2,3,-,,,-,2,1,3,28.0
"Ebert, Brad",2,1,1,2,-,-,-,-,-,,-,-,-,1,-,-,1,2,-,1,2,1,-,,,14.0
"Embley, Andrew",-,2,-,-,2,-,,1,-,-,-,1,-,1,-,1,1,1,1,1,1,-,-,-,-,13.0
"Gaff, Andrew",-,1,-,1,-,,1,,,,,,,,1,-,-,-,1,-,1,-,-,1,-,7.0
"Glass, Darren",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Hams, Ashton",-,,,,,,,,,,,,,,,,,,-,-,-,,,,,
"Hurn, Shannon",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2.0
"Kennedy, Josh",2,-,2,5,2,5,3,11,3,4,3,2,4,1,3,5,,,1,3,1,-,2,1,2,65.0
"Kerr, Daniel",,-,-,-,-,-,,-,-,,-,-,-,-,,,,-,-,-,,,,-,1,1.0
"LeCras, Mark",-,,,,-,2,-,3,-,1,3,2,3,1,3,2,2,1,-,3,2,1,1,3,2,35.0
"Lycett, Scott",,,,,,,,,,,,,,,,,1,,,,,,,,,1.0
"Lynch, Quinten",-,2,5,-,-,1,2,3,-,1,1,2,4,,1,1,1,1,1,1,-,1,1,2,-,31.0
"Mackenzie, Eric",,,-,-,-,,,,,,,,-,-,-,-,-,,-,-,-,-,-,-,-,
"Masten, Chris",-,,,,,,-,1,-,-,-,,,,,,,-,,-,1,2,-,-,-,4.0
"McGinnity, Patrick",,-,-,,-,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,-,-,-,
"Naitanui, Nic",,-,-,1,-,1,-,2,2,1,1,1,1,-,1,-,,2,-,-,-,-,-,-,-,13.0
"Nicoski, Mark",-,-,-,-,5,-,-,2,1,1,-,-,1,-,1,-,1,-,3,1,-,-,-,1,-,17.0
"Priddis, Matt",-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,4.0
"Rosa, Matt",-,-,-,1,-,-,2,-,-,-,1,1,-,-,-,-,-,-,,,,,,,,5.0
"Schofield, Will",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Selwood, Adam",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Selwood, Scott",-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,1,-,1,-,2,8.0
"Sheppard, Brad",-,-,,,,-,-,,-,-,,,,,,,,,,,,,,,,
"Shuey, Luke",-,-,-,-,1,-,-,-,-,1,-,-,1,1,-,1,-,-,-,-,-,1,-,-,-,6.0
"Smith, Ashley",,,,,-,-,-,-,-,-,-,-,2,1,-,-,-,1,1,-,-,-,,,,5.0
"Stevens, Koby",,,,,,,,,,,,,,-,-,,,,,,,,,,,
"Strijk, Andrew",,,,,,,,,,-,,,,,,,,,,,,,,,,
"Swift, Tom",,,,,,,,,,-,,-,-,2,,,-,,,,,,,,,2.0
"Waters, Beau",-,-,,,,,,,,,,,,,-,-,-,,,-,-,-,-,-,-,
"Weedon, Gerrick",,,,,,-,,,,,,,,,,,,,,,,,,,,
Totals,5,8,8,13,14,12,10,27,8,10,11,11,17,12,10,13,13,13,9,13,10,8,7,9,10,281.0
Opponent,NM,PA,SY,HW,ME,ES,FR,WB,CW,GC,AD,PA,CA,GE,SK,FR,WB,RI,ME,ES,BL,AD,CW,CA,GE,
