Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,Tot
"Aliir, Aliir",-,-,-,-,-,,2,-,-,-,,,-,-,-,-,1,3.0
"Amartey, Joel",,,,,,,,,,,,,,,,-,,
"Bell, James",,,,,,,,-,-,1,-,-,1,,,-,-,2.0
"Blakey, Nick",1,-,1,-,2,-,-,2,1,,1,-,1,-,-,-,-,9.0
"Brand, Kaiden",-,-,,,,,,,,,,,,,,,,
"Clarke, Ryan",,,,,-,-,-,-,-,,,,-,1,-,-,-,1.0
"Cunningham, Harry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dawson, Jordan",-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,,-,4.0
"Florent, Oliver",-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,3.0
"Foot, Zac",,,,,,,,,,,2,-,,,,,,2.0
"Fox, Robbie",,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Gray, Sam",-,-,-,,-,1,,1,-,,,,,,,,,2.0
"Hayward, Will",1,-,-,-,-,-,-,,2,-,1,-,-,2,1,2,1,10.0
"Heeney, Isaac",3,-,2,2,-,-,,,,,,,,,,,,7.0
"Hewett, George",,-,1,-,-,-,-,,,,,,,,,,,1.0
"Kennedy, Josh",-,-,-,1,2,-,,,,,,-,-,-,-,-,-,3.0
"Ling, Matt",,,,,,,,-,-,-,,,,,,,,
"Lloyd, Jake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McCartin, Tom",2,-,1,,,,2,1,2,-,-,1,-,-,-,-,-,9.0
"McInerney, Justin",-,-,,-,-,,,,,,,,-,2,-,-,-,2.0
"McLean, Hayden",,,2,1,1,1,,,,,,,,1,1,,,7.0
"Melican, Lewis",,,,,-,,,,,-,-,-,-,-,-,-,-,
"Mills, Callum",-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Naismith, Sam",-,,,-,,,,,,,,,,,,,,
"ORiordan, Colin",-,-,-,,-,-,-,,,,-,-,,,,,,
"Papley, Tom",-,3,1,6,2,2,1,1,-,1,-,-,-,1,-,1,3,22.0
"Parker, Luke",-,-,1,-,1,-,1,-,1,-,1,-,-,1,-,1,-,7.0
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,-,,,,,,,
"Reid, Sam",,,,,,,,1,2,2,-,2,2,1,2,-,1,13.0
"Ronke, Ben",-,,,-,-,,,,,,,,,,,,,
"Rowbottom, James",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,-,1.0
"Sinclair, Callum",,-,-,2,,,-,-,1,-,-,-,-,-,1,,-,4.0
"Stephens, Dylan",,,,,,1,-,-,,-,-,1,,,,1,-,3.0
"Stoddart, Ryley",,,,,,-,-,,,,,,,,,,,
"Taylor, Elijah",,,,,,,-,-,-,-,,,,,,,,
"Taylor, Lewis",1,1,-,1,,,,-,1,,,,,-,-,-,,4.0
"Thurlow, Jackson",,,,,,,,,,1,-,-,-,-,-,-,-,1.0
"Warner, Chad",,,,,,-,-,,,,,,,,,,,
"Wicks, Sam",,,,,,,,,,1,-,-,-,-,-,1,,2.0
Totals,8,4,9,13,11,5,6,6,11,6,7,4,5,9,6,6,6,122.0
Opponent,AD,ES,NM,WB,WC,RI,GC,HW,SK,CW,GW,FR,PA,ME,CA,BL,GE,
