Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,Tot
"Aliir, Aliir",-,-,-,-,-,,-,-,-,-,,,-,-,-,-,-,
"Amartey, Joel",,,,,,,,,,,,,,,,-,,
"Bell, James",,,,,,,,-,-,-,-,-,-,,,-,-,
"Blakey, Nick",1,-,-,-,-,1,-,-,-,,-,1,-,-,-,2,-,5.0
"Brand, Kaiden",-,-,,,,,,,,,,,,,,,,
"Clarke, Ryan",,,,,-,-,-,-,-,,,,-,-,-,-,-,
"Cunningham, Harry",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Dawson, Jordan",1,-,-,1,1,1,-,-,-,-,-,-,1,1,2,,2,10.0
"Florent, Oliver",1,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,4.0
"Foot, Zac",,,,,,,,,,,2,-,,,,,,2.0
"Fox, Robbie",,,-,-,,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Gray, Sam",-,-,-,,-,-,,-,-,,,,,,,,,
"Hayward, Will",-,1,-,-,-,-,1,,-,-,-,-,-,1,-,-,-,3.0
"Heeney, Isaac",-,1,-,-,1,-,,,,,,,,,,,,2.0
"Hewett, George",,-,1,-,1,-,-,,,,,,,,,,,2.0
"Kennedy, Josh",-,-,-,1,1,-,,,,,,-,-,-,-,-,-,2.0
"Ling, Matt",,,,,,,,-,-,-,,,,,,,,
"Lloyd, Jake",-,1,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,4.0
"McCartin, Tom",1,-,1,,,,-,-,1,-,-,-,-,-,-,-,-,3.0
"McInerney, Justin",-,-,,-,-,,,,,,,,-,2,-,-,2,4.0
"McLean, Hayden",,,2,-,-,-,,,,,,,,1,-,,,3.0
"Melican, Lewis",,,,,-,,,,,-,-,-,-,-,-,-,-,
"Mills, Callum",-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Naismith, Sam",-,,,-,,,,,,,,,,,,,,
"ORiordan, Colin",-,-,-,,-,-,-,,,,-,-,,,,,,
"Papley, Tom",-,1,2,-,-,-,-,-,1,-,1,-,2,1,-,-,1,9.0
"Parker, Luke",-,1,1,-,-,-,1,-,1,-,1,-,-,-,-,1,-,6.0
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,-,,,,,,,
"Reid, Sam",,,,,,,,1,-,2,-,-,-,1,-,1,-,5.0
"Ronke, Ben",1,,,2,1,,,,,,,,,,,,,4.0
"Rowbottom, James",-,-,-,-,-,-,2,-,-,1,1,-,-,-,-,,1,5.0
"Sinclair, Callum",,-,-,-,,,-,1,-,-,-,-,-,-,-,,-,1.0
"Stephens, Dylan",,,,,,-,-,-,,1,-,-,,,,-,-,1.0
"Stoddart, Ryley",,,,,,-,-,,,,,,,,,,,
"Taylor, Elijah",,,,,,,-,-,-,1,,,,,,,,1.0
"Taylor, Lewis",-,-,-,-,,,,-,-,,,,,-,-,-,,
"Thurlow, Jackson",,,,,,,,,,-,-,-,-,-,-,-,1,1.0
"Warner, Chad",,,,,,-,-,,,,,,,,,,,
"Wicks, Sam",,,,,,,,,,1,1,-,-,-,-,-,,2.0
Totals,7,5,7,4,6,2,4,4,4,6,6,1,4,7,4,4,7,82.0
Opponent,AD,ES,NM,WB,WC,RI,GC,HW,SK,CW,GW,FR,PA,ME,CA,BL,GE,
