Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Alessio, Steven",,,,,,,,2,1,3,-,5,-,3,2,-,-,,,,,1,-,17.0
"Banks, Matthew",,,,,-,,,,,,,,,,,,,,,,,,,
"Barnard, Paul",1,-,,,,-,,,,-,2,-,3,4,1,3,1,1,-,1,1,1,-,19.0
"Berbakov, Peter",,,-,,1,,,1,-,1,9,-,1,1,2,-,-,-,-,1,-,,,17.0
"Bewick, Darren",3,4,-,4,1,1,-,-,2,5,3,5,-,6,3,5,3,2,2,3,1,4,3,60.0
"Blumfield, Justin",,2,-,2,3,6,5,2,2,1,2,2,2,2,1,2,2,2,2,,4,2,1,47.0
"Bolton, Mark",1,3,-,2,,,,,,,,,,,,,,,,,,,,6.0
"Bomford, Andrew",,6,3,1,3,2,3,,,,1,,3,3,1,,,,,,,,,26.0
"Calthorpe, David",1,3,4,-,-,,,2,2,5,7,3,3,5,5,-,6,6,5,4,2,5,1,69.0
"Caracella, Blake",,-,4,3,4,3,6,2,1,4,2,5,-,4,,,,2,-,,,,-,40.0
"Cockatoo-Collins, Che",3,,1,3,2,2,-,,,,,4,,,5,2,,1,2,3,-,1,,29.0
"Denham, Sean",3,5,3,-,,,3,,,1,,,,,,-,1,-,,4,,,-,20.0
"Doolan, Ben",,,,-,1,1,-,-,,,,,,,1,,,,3,1,2,-,-,9.0
"Eastaugh, Simon",,,3,,,3,7,-,5,1,2,-,-,2,,,,,,,,-,4,27.0
"Fletcher, Dustin",-,2,-,-,-,-,1,,-,-,,,,1,1,2,-,-,-,2,,-,1,10.0
"Fraser, Mark",3,7,2,8,3,-,,3,1,3,1,,,,2,5,1,4,4,6,3,1,,57.0
"Hardwick, Damien",-,6,1,-,-,-,1,-,2,-,-,2,5,-,1,4,-,1,-,-,2,-,1,26.0
"Heffernan, Chris",2,1,4,-,1,,-,,,,,,,3,2,-,,,,,4,1,3,21.0
"Hird, James",7,3,,,,,,,7,4,6,3,-,,,,6,,2,5,4,4,7,58.0
"Johnson, Jason",,,,,,,,2,,,,,,,,,1,3,-,-,4,5,2,17.0
"Lalich, Judd",,,,,,,,,,,,,1,-,,,,,,,,,,1.0
"Lloyd, Matthew",3,1,6,3,4,2,4,3,1,7,3,4,7,2,3,2,2,4,5,3,2,4,4,79.0
"Long, Michael",,,,,,,,,,,,5,-,4,5,6,2,,,,3,2,3,30.0
"Lucas, Scott",3,3,5,7,4,8,5,8,8,8,7,4,5,5,-,3,6,4,1,4,2,5,7,112.0
"Mercuri, Mark",4,6,2,2,,,5,2,3,3,5,2,4,3,-,-,,4,2,4,2,3,5,61.0
"Misiti, Joe",,,,-,5,2,4,5,1,1,3,1,1,5,4,1,2,4,1,1,1,5,,47.0
"Moorcroft, Gary",2,10,2,-,,3,4,3,-,,1,-,2,5,,,2,1,1,1,,,4,41.0
"OConnor, Ryan",3,4,,1,2,-,-,-,-,,-,-,,,,,,3,2,1,1,,,17.0
"ODonnell, Gary",2,3,5,2,4,1,,3,,,,,4,,5,-,-,2,3,2,1,2,2,41.0
"Olarenshaw, Ricky",2,,1,,,2,-,2,5,4,1,5,5,2,3,-,2,1,,1,1,,,37.0
"Prior, Michael",1,,,,,1,-,4,4,1,1,-,,,,,,,,,,,,12.0
"Solomon, Dean",,,,,3,1,1,,4,,,1,-,-,,,,,,,,,,10.0
"Somerville, Peter",1,-,-,1,-,,,,,,,,,,1,1,-,3,3,-,3,,,13.0
"Symons, Michael",-,1,,,,,,,,,,,,,,,,,,,,1,,2.0
"Ukovic, Andrew",,,,,2,1,1,1,3,3,-,,,,,,,,,,,,,11.0
"Wallis, Dean",,,,,,,,,,-,,,,,,,,,,,,,,
"Wellman, Sean",2,1,2,-,1,3,3,1,4,1,2,-,2,1,2,1,-,-,3,2,2,1,-,34.0
"Young, Barry",,,,,,,,,,,,,,,,2,-,,,,,,4,6.0
Totals,47,71,48,39,44,42,53,46,56,56,58,51,48,61,50,39,37,48,41,49,45,48,52,1129.0
Opponent,RI,SK,CA,FR,CW,WB,GE,BL,ME,HW,SY,AD,WC,NM,PA,RI,SK,CA,FR,CW,WB,GE,NM,
