Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Alessio, Steven",,,,,,,,1,1,2,3,-,-,1,2,2,2,,,,,-,-,14.0
"Banks, Matthew",,,,,-,,,,,,,,,,,,,,,,,,,
"Barnard, Paul",-,-,,,,-,,,,-,-,1,2,1,-,-,2,1,-,1,-,2,4,14.0
"Berbakov, Peter",,,-,,-,,,-,2,-,5,-,-,1,-,1,-,-,1,2,-,,,12.0
"Bewick, Darren",1,-,1,1,-,-,-,-,2,-,2,1,-,1,1,-,-,3,-,-,3,1,-,17.0
"Blumfield, Justin",,1,-,-,4,3,1,-,5,-,-,4,2,1,2,1,1,-,2,,2,1,2,32.0
"Bolton, Mark",1,-,-,2,,,,,,,,,,,,,,,,,,,,3.0
"Bomford, Andrew",,1,4,-,1,-,-,,,,1,,-,1,1,,,,,,,,,9.0
"Calthorpe, David",-,2,2,1,2,,,4,2,-,1,-,1,1,-,1,2,-,3,-,-,1,1,24.0
"Caracella, Blake",,-,-,1,1,1,4,2,-,3,3,-,-,2,,,,4,1,,,,2,24.0
"Cockatoo-Collins, Che",2,,-,1,1,1,-,,,,,1,,,1,-,,1,-,1,-,-,,9.0
"Denham, Sean",-,-,4,1,,,3,,,2,,,,,,2,4,2,,1,,,1,20.0
"Doolan, Ben",,,,2,-,1,4,1,,,,,,,-,,,,2,1,3,1,2,17.0
"Eastaugh, Simon",,,-,,,2,1,-,3,-,2,-,2,-,,,,,,,,2,-,12.0
"Fletcher, Dustin",1,1,-,-,-,2,1,,1,2,,,,-,1,2,1,-,-,3,,1,-,16.0
"Fraser, Mark",2,-,1,7,2,2,,-,-,1,-,,,,2,1,4,2,1,-,1,-,,26.0
"Hardwick, Damien",-,-,1,3,-,2,3,3,2,2,2,3,-,1,4,1,3,4,-,1,2,3,3,43.0
"Heffernan, Chris",1,4,1,2,2,,-,,,,,,,6,5,2,,,,,1,3,4,31.0
"Hird, James",3,-,,,,,,,1,1,1,6,-,,,,4,,-,1,3,3,1,24.0
"Johnson, Jason",,,,,,,,1,,,,,,,,,1,-,3,3,-,-,1,9.0
"Lalich, Judd",,,,,,,,,,,,,-,-,,,,,,,,,,
"Lloyd, Matthew",-,-,-,1,-,1,1,1,2,2,1,1,1,3,-,-,2,-,1,3,1,-,3,24.0
"Long, Michael",,,,,,,,,,,,-,1,1,-,2,2,,,,1,-,2,9.0
"Lucas, Scott",1,-,1,1,-,-,1,-,2,2,2,2,5,1,2,1,2,2,1,2,2,-,-,30.0
"Mercuri, Mark",3,-,-,-,,,3,1,1,2,1,1,1,2,1,2,,1,1,1,3,1,2,27.0
"Misiti, Joe",,,,-,-,3,3,1,1,-,2,-,2,1,2,2,5,2,1,-,4,-,,29.0
"Moorcroft, Gary",1,4,2,3,,1,4,3,1,,-,-,1,2,,,-,3,-,-,,,3,28.0
"OConnor, Ryan",4,2,,2,1,-,-,1,-,,1,1,,,,,,1,-,-,2,,,15.0
"ODonnell, Gary",5,-,1,3,3,6,,2,,,,,2,,1,1,4,-,1,4,1,-,-,34.0
"Olarenshaw, Ricky",-,,-,,,2,2,1,2,2,1,2,3,-,2,-,2,2,,2,-,,,23.0
"Prior, Michael",-,,,,,4,2,1,-,1,2,-,,,,,,,,,,,,10.0
"Solomon, Dean",,,,,1,1,2,,3,,,4,1,1,,,,,,,,,,13.0
"Somerville, Peter",1,-,2,1,-,,,,,,,,,,-,-,1,-,2,1,-,,,8.0
"Symons, Michael",5,-,,,,,,,,,,,,,,,,,,,,1,,6.0
"Ukovic, Andrew",,,,,3,1,-,1,-,2,1,,,,,,,,,,,,,8.0
"Wallis, Dean",,,,,,,,,,-,,,,,,,,,,,,,,
"Wellman, Sean",-,1,1,1,1,1,-,2,1,-,-,-,-,2,1,-,1,-,1,-,-,1,1,15.0
"Young, Barry",,,,,,,,,,,,,,,,3,1,,,,,,1,5.0
Totals,31,16,21,33,22,34,35,26,32,24,31,27,24,29,28,24,44,28,21,27,29,21,33,640.0
Opponent,RI,SK,CA,FR,CW,WB,GE,BL,ME,HW,SY,AD,WC,NM,PA,RI,SK,CA,FR,CW,WB,GE,NM,
