Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Scott",,,,,,,,,,1,-,,,,,,-,2,1,,,,,,,4.0
"Bishop, Matthew",2,1,3,2,2,2,5,4,3,3,5,1,4,-,1,3,-,-,2,5,2,2,1,1,-,54.0
"Brogan, Dean",,,,,,,,,,,,,,,,,,,,,,2,,,,2.0
"Burgoyne, Peter",-,1,2,1,1,1,2,2,1,1,1,2,-,1,-,-,2,1,-,1,,-,-,1,-,21.0
"Burgoyne, Shaun",,,1,1,,,,,,-,3,2,4,-,1,,2,2,1,2,-,3,4,2,1,29.0
"Carr, Josh",3,-,-,1,2,1,-,1,-,3,3,-,2,3,-,2,1,1,-,-,1,-,-,1,3,28.0
"Cassisi, Domenic",,,,,,,,,,,,,,-,-,,,-,-,-,1,,,,,1.0
"Cockatoo-Collins, Che",1,2,1,3,3,1,-,2,2,1,1,-,1,-,-,-,2,1,2,1,-,,,-,1,25.0
"Cornes, Chad",3,4,1,2,-,3,5,1,4,-,-,1,1,1,1,2,3,5,1,-,-,5,1,2,2,48.0
"Cornes, Kane",,,,,-,,-,2,2,1,-,,,,,,1,1,1,1,3,2,1,-,-,15.0
"Crabb, Jaxon",,,,,,,,,,,,,,,,,,2,-,-,-,,,,,2.0
"Dew, Stuart",-,2,-,,,1,-,2,-,1,-,-,-,2,-,-,1,3,1,1,1,1,-,2,1,19.0
"Francou, Josh",2,1,1,1,2,3,3,-,2,2,2,2,1,2,2,1,2,1,3,3,1,1,-,2,-,40.0
"French, Barnaby",-,,,,3,-,,3,1,-,1,2,3,1,,,2,3,2,4,3,3,2,1,2,36.0
"Guerra, Brent",1,3,3,1,-,1,,1,-,-,4,2,1,,,4,2,1,2,5,1,1,-,,,33.0
"Hardwick, Damien",,2,2,1,1,1,2,2,2,2,2,2,-,2,1,1,,,,,-,4,-,2,2,31.0
"James, Roger",-,-,1,2,3,2,2,1,-,-,2,4,1,1,1,2,-,,-,2,1,5,3,-,2,35.0
"Kingsley, Adam",5,-,2,2,1,3,-,1,-,4,7,-,1,3,-,3,-,,,,,,2,1,-,35.0
"Lade, Brendon",-,-,-,-,1,2,4,,,,,2,-,-,1,1,1,,,,,,,-,,12.0
"Mead, Darren",,-,5,5,1,1,3,1,2,,,,,,,,,,,2,2,2,-,,,24.0
"Montgomery, Brett",4,1,2,2,2,4,7,4,2,8,1,1,2,2,6,3,4,3,3,9,,5,2,-,2,79.0
"Morgan, Adam",,,,,,,,,,,,,,,2,2,,,,,,,,,,4.0
"Murray, Allan",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Murray, Derek",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Paxman, Stephen",,,,,,,,,,,,,,,,,,-,7,2,1,9,1,3,3,26.0
"Poulton, Jared",-,,1,4,-,1,2,-,2,1,3,1,-,-,3,2,1,1,2,3,1,2,-,-,1,31.0
"Primus, Matthew",2,2,4,-,,2,5,1,3,2,3,3,2,2,1,2,4,1,2,1,1,-,4,2,1,50.0
"Schofield, Jarrad",1,3,3,3,1,1,-,1,1,4,-,1,2,3,2,1,,,,,,-,1,-,-,28.0
"Stevens, Michael",-,1,,-,-,,1,,,,,,,,,1,-,1,,,2,,,,,6.0
"Stevens, Nick",4,2,3,2,-,2,2,-,3,-,3,1,1,3,2,1,4,1,,,-,1,2,1,2,40.0
"Tredrea, Warren",2,1,-,-,3,6,3,3,1,3,4,3,2,1,-,-,3,2,-,3,2,1,2,5,4,54.0
"Wakelin, Darryl",3,4,7,5,5,5,8,-,5,4,3,3,3,2,6,12,3,1,6,1,,,,,5,91.0
"Wanganeen, Gavin",1,-,1,-,1,1,1,-,-,,,2,1,1,-,-,,,,1,2,1,-,-,-,13.0
Totals,34,30,43,38,32,44,55,32,36,41,48,35,32,30,30,43,38,33,36,47,25,50,26,26,32,916.0
Opponent,KA,ME,SK,CA,AD,WC,BL,GE,CW,HW,ES,RI,WB,FR,SY,KA,ME,SK,CA,AD,WC,BL,CW,ES,BL,
