Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Scott",,,,,,,,,,-,1,,,,,,2,-,1,,,,,,,4.0
"Bishop, Matthew",1,-,3,5,1,1,1,1,1,-,-,1,1,1,4,2,1,1,2,-,-,-,1,1,-,29.0
"Brogan, Dean",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Burgoyne, Peter",5,1,4,3,1,7,6,2,4,5,5,5,5,2,2,5,7,3,1,4,,4,4,-,4,89.0
"Burgoyne, Shaun",,,-,1,,,,,,1,1,5,-,3,2,,3,-,2,1,-,-,-,1,-,20.0
"Carr, Josh",1,1,7,2,1,2,1,2,2,6,2,5,3,5,1,3,3,3,5,4,6,3,5,3,6,82.0
"Cassisi, Domenic",,,,,,,,,,,,,,2,-,,,1,-,-,1,,,,,4.0
"Cockatoo-Collins, Che",4,2,1,1,3,4,-,3,-,7,2,2,1,1,2,-,3,2,1,1,-,,,5,1,46.0
"Cornes, Chad",7,3,3,3,1,3,5,4,1,2,6,2,4,3,6,-,5,2,3,5,6,2,9,5,2,92.0
"Cornes, Kane",,,,,-,,-,4,1,1,3,,,,,,5,1,-,1,2,2,1,4,1,26.0
"Crabb, Jaxon",,,,,,,,,,,,,,,,,,4,-,-,1,,,,,5.0
"Dew, Stuart",3,6,1,,,1,-,4,-,1,-,2,3,2,2,-,4,2,2,-,2,-,1,2,3,41.0
"Francou, Josh",1,2,5,2,1,8,5,5,5,5,2,3,7,2,3,2,8,7,2,2,5,4,7,5,4,102.0
"French, Barnaby",1,,,,1,-,,-,-,-,4,1,-,2,,,2,-,-,2,1,1,1,1,1,18.0
"Guerra, Brent",2,-,2,1,2,1,,2,2,6,2,1,2,,,2,3,4,-,4,-,3,2,,,41.0
"Hardwick, Damien",,1,-,3,-,-,-,-,1,-,1,-,1,-,2,4,,,,,3,-,1,-,1,18.0
"James, Roger",3,3,-,3,5,5,2,-,2,3,-,4,2,6,2,1,10,,6,3,4,7,4,1,3,79.0
"Kingsley, Adam",2,4,1,6,2,1,-,3,1,3,2,3,7,2,2,2,-,,,,,,-,3,-,44.0
"Lade, Brendon",2,1,3,4,1,-,-,,,,,1,3,-,-,-,-,,,,,,,-,,15.0
"Mead, Darren",,1,-,1,1,-,-,-,-,,,,,,,,,,,-,-,-,-,,,3.0
"Montgomery, Brett",-,1,2,2,2,-,2,5,3,2,-,1,2,2,-,1,1,2,2,3,,1,1,3,1,39.0
"Morgan, Adam",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Murray, Allan",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Murray, Derek",2,2,,,,,,,,,,,,,,,,,,,,,,,,4.0
"Paxman, Stephen",,,,,,,,,,,,,,,,,,-,-,-,-,2,-,-,1,3.0
"Poulton, Jared",1,,-,1,3,1,2,2,1,-,-,2,2,1,1,2,2,1,5,2,3,2,2,1,-,37.0
"Primus, Matthew",-,-,4,-,,2,2,3,-,1,2,4,2,3,1,2,1,-,2,-,2,1,1,2,3,38.0
"Schofield, Jarrad",2,6,8,4,5,6,-,5,2,3,5,5,7,3,8,1,,,,,,1,4,7,3,85.0
"Stevens, Michael",-,2,,-,-,,2,,,,,,,,,-,-,4,,,6,,,,,14.0
"Stevens, Nick",-,3,7,7,2,7,3,5,6,5,5,8,4,3,9,2,2,5,,,10,9,8,7,4,121.0
"Tredrea, Warren",5,4,3,5,5,4,4,1,5,5,4,4,6,4,4,5,4,5,6,6,3,3,6,3,4,108.0
"Wakelin, Darryl",-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,2,1,-,,,,,1,7.0
"Wanganeen, Gavin",1,3,8,3,2,5,1,2,-,,,3,1,7,2,1,,,,2,-,1,-,1,2,45.0
Totals,43,46,62,57,39,59,37,53,37,56,48,62,63,54,53,35,66,49,41,40,55,46,58,55,45,1259.0
Opponent,KA,ME,SK,CA,AD,WC,BL,GE,CW,HW,ES,RI,WB,FR,SY,KA,ME,SK,CA,AD,WC,BL,CW,ES,BL,
