Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Scott",,,,,,,,,,2,1,,,,,,-,-,1,,,,,,,4.0
"Bishop, Matthew",-,-,1,1,-,4,1,2,1,-,2,1,2,3,-,2,2,1,-,-,-,1,1,3,1,29.0
"Brogan, Dean",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Burgoyne, Peter",3,5,4,4,1,2,2,1,2,1,4,1,3,1,2,2,2,3,4,4,,3,2,1,1,58.0
"Burgoyne, Shaun",,,-,-,,,,,,-,1,1,1,-,2,,-,1,3,-,2,1,-,-,3,15.0
"Carr, Josh",2,-,2,4,-,2,3,3,3,2,1,2,1,1,1,6,1,-,1,4,4,1,2,2,1,49.0
"Cassisi, Domenic",,,,,,,,,,,,,,1,-,,,-,-,-,1,,,,,2.0
"Cockatoo-Collins, Che",3,2,3,2,-,2,-,-,-,3,4,2,-,1,1,2,1,1,2,2,-,,,1,1,33.0
"Cornes, Chad",2,1,1,4,3,-,4,1,2,2,4,4,1,2,3,5,1,2,1,1,1,3,2,2,2,54.0
"Cornes, Kane",,,,,-,,-,1,1,-,-,,,,,,-,2,5,-,1,1,3,-,2,16.0
"Crabb, Jaxon",,,,,,,,,,,,,,,,,,2,1,-,-,,,,,3.0
"Dew, Stuart",-,-,1,,,1,1,4,1,-,-,1,2,1,3,-,1,-,1,1,-,-,-,1,-,19.0
"Francou, Josh",4,3,2,1,3,1,1,5,3,3,2,1,3,4,2,2,4,4,2,3,-,3,4,3,6,69.0
"French, Barnaby",1,,,,3,1,,1,2,1,2,2,-,2,,,3,-,1,-,1,2,2,1,-,25.0
"Guerra, Brent",-,2,1,1,-,-,,2,1,1,2,1,1,,,3,2,-,2,2,1,-,-,,,22.0
"Hardwick, Damien",,3,1,1,1,1,3,3,2,-,2,1,1,-,1,1,,,,,1,2,3,2,1,30.0
"James, Roger",1,-,2,4,-,3,2,1,1,3,-,1,3,1,1,-,-,,3,2,1,4,4,-,-,37.0
"Kingsley, Adam",1,3,1,2,-,1,1,2,1,-,2,2,1,-,-,1,-,,,,,,-,-,-,18.0
"Lade, Brendon",1,2,3,4,1,1,-,,,,,2,2,2,2,-,1,,,,,,,2,,23.0
"Mead, Darren",,-,2,4,5,2,2,-,2,,,,,,,,,,,-,2,-,1,,,20.0
"Montgomery, Brett",4,2,1,-,2,-,3,3,2,4,2,1,-,-,-,1,1,-,1,4,,-,3,1,3,38.0
"Morgan, Adam",,,,,,,,,,,,,,,1,1,,,,,,,,,,2.0
"Murray, Allan",,,,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Murray, Derek",1,-,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Paxman, Stephen",,,,,,,,,,,,,,,,,,1,-,-,1,-,1,2,1,6.0
"Poulton, Jared",-,,-,1,2,-,2,1,-,-,4,-,-,-,1,1,1,3,1,2,-,3,5,-,2,29.0
"Primus, Matthew",2,3,2,-,,1,5,3,2,2,7,1,1,1,1,5,2,3,1,-,3,2,2,1,3,53.0
"Schofield, Jarrad",1,-,-,3,-,2,1,2,1,3,2,2,-,4,2,-,,,,,,1,-,3,1,28.0
"Stevens, Michael",3,-,,1,-,,3,,,,,,,,,-,-,2,,,2,,,,,11.0
"Stevens, Nick",3,2,1,3,1,2,-,3,2,3,1,2,2,4,3,2,2,3,,,8,1,4,1,1,54.0
"Tredrea, Warren",-,2,2,3,-,4,2,1,1,3,-,1,-,1,2,1,4,1,6,4,1,3,1,1,3,47.0
"Wakelin, Darryl",1,-,2,2,3,1,1,-,1,-,-,1,-,-,-,3,1,1,-,-,,,,,3,20.0
"Wanganeen, Gavin",1,-,-,1,1,2,2,3,1,,,1,-,2,-,2,,,,-,1,1,-,1,-,19.0
Totals,34,30,32,46,26,33,39,42,32,33,43,31,24,31,28,40,29,30,37,29,31,32,40,28,35,835.0
Opponent,KA,ME,SK,CA,AD,WC,BL,GE,CW,HW,ES,RI,WB,FR,SY,KA,ME,SK,CA,AD,WC,BL,CW,ES,BL,
