Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Alvey, Mark",,,,,,,,,,-,,,,,-,,,,,,,,,,
"Brown, Nathan",,,,,,2,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,2.0
"Cameron, Leon",-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,
"Contessa, Adam",,,,,,,-,,,,,,,,,,,,,,,,,,
"Cook, James",,1,-,-,-,,,,,,,,,-,-,-,-,,,-,-,-,,,1.0
"Cox, Simon",,,,,-,-,,-,-,-,,-,,,,,,-,-,,,,,,
"Croft, Matthew",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Curley, Todd",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Darcy, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dent, Matthew",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Dimattina, Paul",-,-,2,-,-,,,,,,-,-,-,-,-,-,-,-,-,,-,-,,,2.0
"Dooley, Paul",-,,,,,,,,,,,,,,,,,,,,,,,,
"Ellis, Craig",,-,-,-,-,-,-,,,,-,,,,,-,-,,-,-,,,,,
"Garlick, Simon",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Grant, Chris",3,2,-,3,,,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,11.0
"Hudson, Paul",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Johnson, Brad",-,-,-,-,-,-,-,-,3,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,7.0
"Kolyniuk, Steven",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,1,-,-,-,-,4.0
"Kretiuk, Steven",-,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lane, Tyson",,,,,,,,,,,,,,,,-,-,1,-,-,,,,,1.0
"Liberatore, Tony",-,-,-,-,-,,,,,,,,,,,,,,,,-,-,-,-,
"Martin, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Minton-Connell, Simon",-,,,,,-,,-,-,,,,,-,-,,,,,,,,-,-,
"Montgomery, Brett",-,,,,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,2,-,-,-,5.0
"Powell, Stephen",,,,,,,,,,-,-,-,-,,,,,-,-,,,,,,
"Romero, Jose",-,-,1,-,-,-,2,2,1,-,3,-,-,-,,-,-,-,-,-,-,-,-,-,9.0
"Sir, Sedat",,,,,,,,,,-,,,,,,,,,,,,,,,
"Smith, Rohan",2,-,-,-,-,-,-,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Southern, Daniel",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Watts, Jason",,,,,,,,,,,,,,,,,,-,,,,,,,
"West, Mark",,,,,,,,,,,,,,,,,,,,-,-,-,-,-,
"West, Scott",1,3,3,-,-,-,3,-,-,2,-,2,1,-,2,-,-,-,3,3,-,-,-,-,23.0
"Wira, Brad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Wynd, Scott",,-,-,1,-,-,-,-,-,-,-,3,-,-,-,-,-,3,,-,3,2,-,-,12.0
Totals,6,6,6,4,0,2,6,5,4,2,4,6,1,1,5,6,0,6,3,4,5,2,0,0,84.0
Opponent,BL,CA,CW,GE,SY,ES,NM,HW,RI,WC,AD,FR,PA,SK,ME,BL,CA,CW,GE,SY,ES,NM,WC,AD,
