Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,1,2,5,-,1,3,5,2,2,3,3,2,1,1,6,1,3,,41.0
"Arthur, Graham",4,1,4,1,,,5,,,3,2,2,5,5,4,5,4,,3,1,49.0
"Beck, Ken",5,5,6,4,2,,,,,,2,3,-,5,2,6,3,11,2,4,60.0
"Blood, Michael",7,3,4,2,1,5,5,4,6,3,2,7,3,-,-,1,1,3,1,6,64.0
"Bremner, Ian",6,,,7,12,4,4,4,4,3,6,2,5,4,3,4,3,4,2,7,84.0
"Bussell, Norm",4,-,2,1,1,-,2,2,1,-,1,-,1,2,1,3,-,,,,21.0
"Chilton, Peter",-,-,-,,,,,2,5,1,3,-,,,2,-,1,1,1,2,18.0
"Crimmins, Peter",-,2,-,2,2,-,2,3,3,-,3,3,2,1,2,-,2,2,5,2,36.0
"Crowe, Vin",5,-,,,,,,,,,,,,-,-,,,,,,5.0
"Devenish-Meares, Rochford",,4,-,8,1,3,-,-,-,,,,,,,,,,,,16.0
"Ferguson, Neil",,,,,,5,3,2,4,4,2,3,2,3,4,1,3,-,5,4,45.0
"Fisher, John",2,2,1,-,2,1,,,,,,,2,-,-,-,1,2,,-,13.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",5,3,3,2,-,3,-,-,,-,,1,,,,,,,,,17.0
"Gay, Terry",,5,4,6,3,,,4,7,3,9,6,4,7,6,5,5,2,4,4,84.0
"Growcott, Ross",,,,,,,,2,3,,-,,,,,,,3,3,2,13.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,3,1,4.0
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",7,9,4,5,3,4,6,7,8,8,4,,7,11,4,5,2,4,5,10,113.0
"Jenkins, Dennis",3,2,2,1,,,,,,,,,,,,,,,,,8.0
"Johnson, Ted",,1,3,3,2,3,2,3,4,4,2,3,1,3,2,2,2,-,,,40.0
"Keddie, Bob",,7,2,4,8,4,4,-,5,2,6,7,3,9,6,4,2,6,6,7,92.0
"Law, Ian",,,,,,,,,,,,,,,,,,-,1,,1.0
"Meagher, Des",-,3,4,4,1,3,-,1,-,7,4,5,4,7,1,2,1,3,6,3,59.0
"Morton, Lance",,,-,,4,6,2,,,,,,1,9,3,4,6,4,2,6,47.0
"Murphy, Glenn",,,,,,,1,5,2,7,1,,1,,,,,,,-,17.0
"Olsson, Rod",6,1,,4,2,2,5,5,3,-,3,1,1,1,1,7,-,2,3,4,51.0
"Parkin, David",1,-,8,3,5,1,4,2,4,2,-,,1,-,,3,1,2,2,2,41.0
"Pleitner, Bryan",,,,,,,,,,,,4,,,,,,,,,4.0
"Poole, Reg",2,,1,-,,-,,,,,,1,,,,,,,,,4.0
"Scott, Don",2,2,3,2,3,2,3,3,4,4,5,4,9,1,2,2,5,-,2,,58.0
"Smith, Jim",-,,,,-,-,,,-,,,,,,,,,,,,
"Tolson, Paul",1,-,,,,,,,,1,,1,,,,,,,,,3.0
"Wilson, Ray",1,,,,-,2,6,-,-,-,1,5,-,2,2,2,2,1,3,2,29.0
Totals,61,50,52,61,57,48,55,52,68,54,58,61,55,72,46,57,50,51,62,67,1137.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
