Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,1.0
"Arthur, Graham",1,-,-,-,,,-,,,-,-,-,-,-,-,-,1,,-,-,2.0
"Beck, Ken",17,11,21,11,16,,,,,,8,9,-,14,12,7,10,17,12,21,186.0
"Blood, Michael",15,15,7,4,10,10,10,6,5,10,7,4,12,2,-,4,4,8,4,11,148.0
"Bremner, Ian",-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bussell, Norm",-,-,-,-,-,-,1,-,-,-,-,-,5,2,3,-,-,,,,11.0
"Chilton, Peter",-,-,-,,,,,-,-,-,-,-,,,1,-,-,-,-,-,1.0
"Crimmins, Peter",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2.0
"Crowe, Vin",-,-,,,,,,,,,,,,-,-,,,,,,
"Devenish-Meares, Rochford",,-,-,-,-,-,-,-,-,,,,,,,,,,,,
"Ferguson, Neil",,,,,,6,5,11,8,14,13,-,3,4,9,5,12,10,4,14,118.0
"Fisher, John",-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,,-,
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",10,7,7,2,-,3,-,-,,1,,1,,,,,,,,,31.0
"Gay, Terry",,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Growcott, Ross",,,,,,,,-,-,,-,,,,,,,1,-,-,1.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,1,-,1.0
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Jenkins, Dennis",-,-,-,-,,,,,,,,,,,,,,,,,
"Johnson, Ted",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Keddie, Bob",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Law, Ian",,,,,,,,,,,,,,,,,,-,-,,
"Meagher, Des",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2.0
"Morton, Lance",,,1,,-,-,-,,,,,,-,-,-,-,1,1,2,-,5.0
"Murphy, Glenn",,,,,,,-,-,-,-,-,,-,,,,,,,-,
"Olsson, Rod",1,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Parkin, David",-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,
"Pleitner, Bryan",,,,,,,,,,,,-,,,,,,,,,
"Poole, Reg",-,,-,-,,-,,,,,,1,,,,,,,,,1.0
"Scott, Don",12,27,20,20,10,17,33,22,18,25,10,23,30,20,14,10,10,4,8,,333.0
"Smith, Jim",-,,,,1,-,,,-,,,,,,,,,,,,1.0
"Tolson, Paul",-,-,,,,,,,,-,,-,,,,,,,,,
"Wilson, Ray",1,,,,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,3.0
Totals,57,61,56,37,37,37,49,39,31,50,38,38,50,42,40,28,38,44,31,48,851.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
