Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,20,14,17,18,17,15,14,20,22,26,17,12,15,15,22,8,8,,280.0
"Arthur, Graham",10,17,17,2,,,12,,,20,14,17,15,12,17,23,27,,17,14,234.0
"Beck, Ken",9,10,11,13,7,,,,,,4,11,-,10,5,12,4,14,7,12,129.0
"Blood, Michael",14,11,11,13,8,14,10,12,12,11,14,13,7,1,-,4,9,9,4,13,190.0
"Bremner, Ian",12,,,17,19,13,13,9,10,5,13,6,9,14,10,8,7,7,11,20,203.0
"Bussell, Norm",14,10,9,10,14,7,11,8,9,10,13,13,10,14,15,15,2,,,,184.0
"Chilton, Peter",4,-,1,,,,,17,17,11,11,5,,,12,8,22,10,8,11,137.0
"Crimmins, Peter",8,23,14,17,20,16,18,19,9,16,21,17,25,22,25,23,27,22,19,24,385.0
"Crowe, Vin",15,-,,,,,,,,,,,,3,2,,,,,,20.0
"Devenish-Meares, Rochford",,5,8,11,10,9,2,2,1,,,,,,,,,,,,48.0
"Ferguson, Neil",,,,,,7,3,6,13,11,8,2,6,8,8,8,13,6,8,8,115.0
"Fisher, John",15,11,15,3,13,13,,,,,,,17,12,12,-,6,17,,4,138.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",12,12,10,9,2,13,8,-,,-,,1,,,,,,,,,67.0
"Gay, Terry",,12,9,9,11,,,12,13,10,12,10,8,14,17,11,7,13,6,11,185.0
"Growcott, Ross",,,,,,,,14,14,,2,,,,,,,13,6,7,56.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,5,2,7.0
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",15,23,12,14,15,11,9,13,17,18,12,,13,19,17,9,10,14,14,19,274.0
"Jenkins, Dennis",5,9,5,7,,,,,,,,,,,,,,,,,26.0
"Johnson, Ted",,9,11,13,12,14,8,17,14,14,5,12,10,11,11,9,11,3,,,184.0
"Keddie, Bob",,18,10,14,14,14,10,10,14,13,11,12,18,11,20,7,14,17,19,19,265.0
"Law, Ian",,,,,,,,,,,,,,,,,,12,3,,15.0
"Meagher, Des",13,21,25,14,23,20,20,24,18,34,24,26,19,29,25,23,30,23,23,21,455.0
"Morton, Lance",,,-,,7,9,3,,,,,,2,17,5,6,11,12,13,16,101.0
"Murphy, Glenn",,,,,,,15,9,11,18,1,,11,,,,,,,9,74.0
"Olsson, Rod",14,7,,8,13,18,14,18,14,14,18,17,17,14,17,18,6,17,17,13,274.0
"Parkin, David",15,9,20,15,15,10,14,11,15,10,13,,8,13,,15,14,16,15,15,243.0
"Pleitner, Bryan",,,,,,,,,,,,12,,,,,,,,,12.0
"Poole, Reg",13,,19,6,,1,,,,,,10,,,,,,,,,49.0
"Scott, Don",5,19,10,6,5,11,7,4,6,13,13,8,10,4,7,7,9,1,4,,149.0
"Smith, Jim",-,,,,7,-,,,-,,,,,,,,,,,,7.0
"Tolson, Paul",10,6,,,,,,,,4,,5,,,,,,,,,25.0
"Wilson, Ray",9,,,,-,18,20,18,8,5,12,21,21,12,13,15,17,13,19,11,232.0
Totals,212,232,237,215,232,236,214,238,229,257,243,244,243,252,253,236,268,247,226,249,4763.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
