Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,4,1,4,2,2,5,3,6,4,2,4,3,3,1,2,3,2,,51.0
"Arthur, Graham",7,8,1,1,,,8,,,3,7,5,7,7,4,2,4,,5,10,79.0
"Beck, Ken",-,2,4,4,3,,,,,,-,2,-,4,-,2,1,7,2,2,33.0
"Blood, Michael",-,-,-,1,-,-,-,1,1,1,1,-,1,-,-,-,1,-,-,1,8.0
"Bremner, Ian",-,,,-,-,1,-,-,1,2,3,1,1,2,-,1,-,1,-,-,13.0
"Bussell, Norm",-,2,-,3,1,1,-,-,-,4,-,2,1,1,-,1,-,,,,16.0
"Chilton, Peter",2,-,-,,,,,1,4,3,-,3,,,2,1,6,2,-,2,26.0
"Crimmins, Peter",-,-,1,1,1,5,3,1,1,6,5,2,4,4,2,1,2,3,5,-,47.0
"Crowe, Vin",4,-,,,,,,,,,,,,-,-,,,,,,4.0
"Devenish-Meares, Rochford",,-,-,1,-,2,1,-,-,,,,,,,,,,,,4.0
"Ferguson, Neil",,,,,,2,8,7,8,5,4,4,6,-,1,4,10,4,1,2,66.0
"Fisher, John",-,2,3,-,2,-,,,,,,,-,1,-,-,-,1,,1,10.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",1,1,4,1,-,-,-,-,,-,,-,,,,,,,,,7.0
"Gay, Terry",,4,1,2,-,,,3,7,7,7,3,3,2,2,3,2,2,-,1,49.0
"Growcott, Ross",,,,,,,,2,7,,1,,,,,,,4,-,2,16.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,4,3,7.0
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",2,-,4,-,1,1,-,3,1,3,1,,5,1,2,3,1,1,1,1,31.0
"Jenkins, Dennis",-,1,-,-,,,,,,,,,,,,,,,,,1.0
"Johnson, Ted",,-,2,-,-,1,1,-,1,3,1,2,-,-,-,-,-,-,,,11.0
"Keddie, Bob",,4,-,4,7,4,3,1,10,4,11,3,-,10,3,2,2,4,3,2,77.0
"Law, Ian",,,,,,,,,,,,,,,,,,1,-,,1.0
"Meagher, Des",3,2,3,1,5,4,3,2,2,3,3,4,2,3,2,1,2,-,1,2,48.0
"Morton, Lance",,,-,,-,-,-,,,,,,1,2,-,2,-,3,2,1,11.0
"Murphy, Glenn",,,,,,,1,4,1,2,-,,1,,,,,,,-,9.0
"Olsson, Rod",4,2,,2,7,8,5,2,3,7,2,4,1,3,2,2,-,5,3,1,63.0
"Parkin, David",-,1,1,1,-,-,1,-,3,1,1,,1,2,,-,-,2,-,-,14.0
"Pleitner, Bryan",,,,,,,,,,,,-,,,,,,,,,
"Poole, Reg",2,,1,3,,-,,,,,,2,,,,,,,,,8.0
"Scott, Don",6,1,4,-,5,5,2,1,1,5,5,6,3,-,4,2,3,-,3,,56.0
"Smith, Jim",-,,,,-,-,,,-,,,,,,,,,,,,
"Tolson, Paul",-,3,,,,,,,,-,,-,,,,,,,,,3.0
"Wilson, Ray",4,,,,2,2,4,2,6,2,5,4,-,2,2,4,2,2,2,3,48.0
Totals,35,33,33,26,38,38,42,35,60,67,61,49,41,47,29,32,38,45,34,34,817.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
