Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Bassett, Scott",,,,,,,,,,,,,,-,,,,,,,,,,
"Bode, Matthew",,,-,-,-,-,,-,-,,,,,,-,-,-,-,-,-,-,-,,
"Bond, Shane",,-,-,-,-,-,-,,,-,,,-,-,2,3,-,-,-,-,-,-,-,5.0
"Breuer, Shayne",,,,,,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2.0
"Burgoyne, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,-,1.0
"Carr, Tom",,,,,,,-,,,,,,,,,,,,,,,,,
"Chalmers, Brett",-,-,-,-,-,,,-,-,-,-,,,-,-,-,-,-,,,,-,-,
"Cockatoo-Collins, Che",-,-,,,,-,-,-,,,-,-,-,,,,,,,-,-,-,-,
"Cornes, Chad",,,,,,-,-,-,-,,,,,,,,,,,-,-,,,
"Daniels, Stephen",-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dew, Stuart",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dickie, Donald",-,-,-,-,-,-,-,,,-,-,-,,,,,,,,,,,,
"Eagleton, Nathan",-,-,-,-,,,,,-,-,-,-,-,-,-,,,,-,-,-,-,-,
"Fiegert, Nigel",-,-,-,-,-,,,,,,,,,,,,,,,,,,,
"Francis, Fabian",-,-,-,-,-,,,-,-,-,-,-,1,-,-,-,-,-,,,,-,-,1.0
"Francou, Josh",1,1,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,2,2,-,-,6.0
"French, Barnaby",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Harwood, Mark",,,,,,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,,
"James, Roger",,,,,,,,,,,,-,,-,-,-,-,-,,-,-,-,-,
"Kingsley, Adam",-,-,3,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,8.0
"Lade, Brendon",-,-,-,-,-,-,-,,,-,1,-,-,-,-,-,-,-,-,3,3,-,-,7.0
"Lockwood, Bowen",,,,,,,,,,-,-,-,-,,,,,,-,,,-,,
"Lyle, Brayden",-,3,1,-,-,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Mead, Darren",-,-,-,-,-,-,-,-,-,,-,-,3,-,-,-,-,-,-,-,-,-,-,3.0
"Murray, Derek",,,,,-,-,-,,,,,,,,,,,,,,,,,
"Naish, Chris",,,,,,,,-,-,,,,,,,,,,,,,,,
"Paxman, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Poole, Darryl",,,,-,,,,,,,,,,,,,,,,,,,,
"Poulton, Jared",-,,,,,-,-,-,-,-,,,,,,,,,,,,,,
"Primus, Matthew",,-,-,,,,,,,,,,,,,,,,,,,,,
"Schofield, Jarrad",-,-,2,-,-,-,-,3,-,-,-,-,-,,,-,2,-,-,-,-,-,-,7.0
"Steinberner, Nathan",,,,,,,,,-,-,-,-,-,-,-,-,,,-,-,-,,,
"Stevens, Michael",,,,,,,,,,,,,,,,,-,-,,,,,,
"Stevens, Nick",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,2.0
"Tredrea, Warren",-,-,-,-,-,-,-,2,-,2,-,-,2,-,1,-,-,-,-,,,,-,7.0
"Wanganeen, Gavin",3,2,-,-,-,-,-,,,,3,-,-,2,,,,,-,-,1,-,-,11.0
"Wilson, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,4,6,6,0,0,0,0,5,0,5,6,0,6,3,3,5,3,0,0,6,6,0,0,64.0
Opponent,SY,FR,BL,GE,ME,AD,WB,CA,SK,KA,RI,WC,HW,CW,ES,SY,FR,BL,GE,ME,AD,WB,KA,
