Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Bassett, Scott",,,,,,,,,,,,,,-,,,,,,,,,,
"Bode, Matthew",,,-,1,-,1,,2,1,,,,,,-,1,2,1,2,-,-,-,,11.0
"Bond, Shane",,-,-,2,-,-,-,,,-,,,-,1,1,-,-,-,-,-,-,-,-,4.0
"Breuer, Shayne",,,,,,-,-,1,-,2,-,1,-,-,1,-,-,-,-,-,1,-,-,6.0
"Burgoyne, Peter",-,1,2,1,-,1,-,1,1,-,-,1,-,-,-,-,1,-,2,,,,-,11.0
"Carr, Tom",,,,,,,-,,,,,,,,,,,,,,,,,
"Chalmers, Brett",-,-,-,-,1,,,-,-,-,-,,,2,1,-,-,-,,,,3,-,7.0
"Cockatoo-Collins, Che",3,2,,,,3,2,1,,,1,3,3,,,,,,,1,4,-,-,23.0
"Cornes, Chad",,,,,,-,1,1,-,,,,,,,,,,,1,2,,,5.0
"Daniels, Stephen",-,,,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Dew, Stuart",1,1,2,1,3,2,-,1,-,-,1,2,-,1,1,-,3,-,1,2,1,-,4,27.0
"Dickie, Donald",-,1,-,-,1,-,1,,,-,-,-,,,,,,,,,,,,3.0
"Eagleton, Nathan",-,-,1,1,,,,,1,-,-,-,1,2,-,,,,-,2,-,3,-,11.0
"Fiegert, Nigel",1,-,1,-,-,,,,,,,,,,,,,,,,,,,2.0
"Francis, Fabian",-,-,-,-,-,,,-,-,2,-,-,-,-,-,-,3,-,,,,-,-,5.0
"Francou, Josh",1,2,1,1,-,-,-,1,1,-,-,,,,1,-,-,-,-,1,-,1,-,10.0
"French, Barnaby",-,-,-,-,1,-,-,1,-,-,-,-,1,-,3,-,-,2,1,-,-,,2,11.0
"Harwood, Mark",,,,,,,,2,-,1,,,-,-,1,2,-,2,-,-,1,-,,9.0
"James, Roger",,,,,,,,,,,,-,,1,-,2,-,-,,-,-,1,1,5.0
"Kingsley, Adam",1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,3.0
"Lade, Brendon",-,3,-,-,-,-,-,,,1,-,-,1,1,-,-,-,-,2,1,1,-,-,10.0
"Lockwood, Bowen",,,,,,,,,,4,-,-,-,,,,,,-,,,3,,7.0
"Lyle, Brayden",-,1,1,-,-,,,-,,,,-,-,-,1,1,-,-,-,-,-,-,-,4.0
"Mead, Darren",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,1,-,-,2.0
"Murray, Derek",,,,,1,1,1,,,,,,,,,,,,,,,,,3.0
"Naish, Chris",,,,,,,,2,-,,,,,,,,,,,,,,,2.0
"Paxman, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,3.0
"Poole, Darryl",,,,-,,,,,,,,,,,,,,,,,,,,
"Poulton, Jared",1,,,,,-,-,1,1,-,,,,,,,,,,,,,,3.0
"Primus, Matthew",,-,1,,,,,,,,,,,,,,,,,,,,,1.0
"Schofield, Jarrad",5,1,3,1,-,1,-,1,-,-,-,-,-,,,2,2,-,1,-,1,-,1,19.0
"Steinberner, Nathan",,,,,,,,,1,1,-,1,-,-,-,-,,,-,-,-,,,3.0
"Stevens, Michael",,,,,,,,,,,,,,,,,-,-,,,,,,
"Stevens, Nick",1,-,2,-,-,-,1,1,-,2,-,-,-,-,1,-,-,-,-,-,1,-,-,9.0
"Tredrea, Warren",3,3,1,1,1,3,4,3,1,5,-,2,1,1,2,2,1,3,3,,,,-,40.0
"Wanganeen, Gavin",-,2,-,1,-,-,-,,,,-,-,-,2,,,,,-,-,-,-,-,5.0
"Wilson, Michael",-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,3.0
Totals,17,17,15,10,9,12,10,19,7,18,4,11,8,12,14,10,14,9,12,8,13,11,8,268.0
Opponent,SY,FR,BL,GE,ME,AD,WB,CA,SK,KA,RI,WC,HW,CW,ES,SY,FR,BL,GE,ME,AD,WB,KA,
