Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Bassett, Scott",,,,,,,,,,,,,,-,,,,,,,,,,
"Bode, Matthew",,,-,-,-,1,,-,-,,,,,,-,-,1,-,1,1,-,-,,4.0
"Bond, Shane",,1,-,2,-,-,-,,,-,,,-,-,1,-,-,-,-,-,-,-,1,5.0
"Breuer, Shayne",,,,,,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,4.0
"Burgoyne, Peter",-,-,-,2,-,-,1,-,-,1,-,-,-,-,-,2,1,-,2,,,,-,9.0
"Carr, Tom",,,,,,,-,,,,,,,,,,,,,,,,,
"Chalmers, Brett",-,-,1,-,3,,,-,-,1,-,,,-,3,-,-,-,,,,3,-,11.0
"Cockatoo-Collins, Che",3,2,,,,6,6,-,,,1,4,2,,,,,,,-,2,2,1,29.0
"Cornes, Chad",,,,,,1,2,2,-,,,,,,,,,,,3,1,,,9.0
"Daniels, Stephen",-,,,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Dew, Stuart",-,-,3,1,1,-,-,-,1,1,-,1,1,-,-,-,1,-,-,1,-,-,-,11.0
"Dickie, Donald",-,1,-,-,1,-,1,,,-,1,-,,,,,,,,,,,,4.0
"Eagleton, Nathan",-,-,-,2,,,,,-,1,-,-,1,1,-,,,,-,-,1,2,-,8.0
"Fiegert, Nigel",2,1,-,-,-,,,,,,,,,,,,,,,,,,,3.0
"Francis, Fabian",1,-,-,-,-,,,-,-,-,-,1,-,-,-,-,-,-,,,,-,-,2.0
"Francou, Josh",-,1,-,1,-,-,-,-,1,-,-,,,,1,-,-,-,-,-,-,2,-,6.0
"French, Barnaby",-,-,-,-,1,-,-,1,-,-,-,-,-,-,3,-,-,1,1,1,1,,2,11.0
"Harwood, Mark",,,,,,,,1,2,4,,,-,-,4,1,1,2,1,-,3,-,,19.0
"James, Roger",,,,,,,,,,,,-,,-,1,1,-,-,,-,-,1,-,3.0
"Kingsley, Adam",-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,1,-,4.0
"Lade, Brendon",-,4,-,-,1,1,-,,,1,-,-,1,1,2,-,-,-,1,2,2,-,-,16.0
"Lockwood, Bowen",,,,,,,,,,2,-,-,1,,,,,,2,,,2,,7.0
"Lyle, Brayden",-,2,-,-,-,,,-,,,,-,-,-,-,-,-,-,-,1,-,-,-,3.0
"Mead, Darren",-,-,-,-,-,-,1,-,-,,-,-,-,-,-,-,-,-,1,-,1,-,-,3.0
"Murray, Derek",,,,,2,-,-,,,,,,,,,,,,,,,,,2.0
"Naish, Chris",,,,,,,,-,-,,,,,,,,,,,,,,,
"Paxman, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1.0
"Poole, Darryl",,,,-,,,,,,,,,,,,,,,,,,,,
"Poulton, Jared",-,,,,,-,-,1,2,-,,,,,,,,,,,,,,3.0
"Primus, Matthew",,-,-,,,,,,,,,,,,,,,,,,,,,
"Schofield, Jarrad",-,-,2,-,-,-,-,1,-,1,-,-,-,,,1,-,-,-,-,-,-,-,5.0
"Steinberner, Nathan",,,,,,,,,-,-,-,-,-,-,-,-,,,-,-,1,,,1.0
"Stevens, Michael",,,,,,,,,,,,,,,,,-,-,,,,,,
"Stevens, Nick",1,-,-,-,1,-,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,6.0
"Tredrea, Warren",4,5,-,3,1,1,5,4,3,3,1,2,2,1,2,2,1,4,2,,,,1,47.0
"Wanganeen, Gavin",1,4,-,-,-,-,-,,,,1,-,-,1,,,,,-,-,-,-,-,7.0
"Wilson, Michael",-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2.0
Totals,12,21,6,11,12,10,16,12,10,16,5,8,9,5,20,8,6,7,12,9,12,14,5,246.0
Opponent,SY,FR,BL,GE,ME,AD,WB,CA,SK,KA,RI,WC,HW,CW,ES,SY,FR,BL,GE,ME,AD,WB,KA,
