Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Aldag, Bill",-,-,-,-,,,,,-,-,,,,,,,,,,
"Ames, Les",,,,,,,,,,1,,,2,,,2,,,,5.0
"Andrew, Bruce",1,-,-,,-,-,-,-,-,1,,,-,-,-,-,-,1,-,3.0
"Beveridge, Jack",-,-,-,-,,,,,,,,,,,-,-,-,-,-,
"Bowyer, Percy",-,,,-,-,-,-,-,-,-,-,-,,-,,1,1,1,1,4.0
"Chesswas, Harry",-,-,-,-,-,-,-,-,-,1,,-,-,,-,,-,1,-,2.0
"Clayden, George",-,1,-,-,-,1,1,2,-,1,2,1,2,-,1,-,-,-,-,12.0
"Collier, Harry",,,1,-,-,1,-,1,1,-,1,-,-,1,-,-,2,1,-,9.0
"Coventry, Gordon",4,1,5,2,5,1,1,7,,2,4,-,8,3,1,7,11,5,-,67.0
"Coventry, Syd",-,-,-,-,-,-,-,1,1,,,,,,-,-,-,-,-,2.0
"Dibbs, Charlie",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Edmonds, Horrie",2,1,2,2,2,-,-,,,,3,2,-,2,1,4,1,2,-,24.0
"Froude, Fred",1,-,1,,,2,4,6,-,1,3,-,1,1,2,3,1,3,1,30.0
"George, Jack",-,,-,-,-,,,,,,,,,,,,,,,
"Harris, Don",,2,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,1,3.0
"Kelly, Frank",,,,,-,,,3,1,-,-,-,,-,,,,,,4.0
"Lauder, Albert",-,-,,-,,,,,,,,,,,,,,,,
"Libbis, Billy",1,1,,,,,,,,,1,-,-,,,,,,,3.0
"MacLeod, Norm",-,,,,,,,-,,,-,,,,,-,,,,
"Makeham, Bob",2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,6.0
"Muir, Bob",,-,,,,,,,,,-,-,-,-,-,,,,,
"Murphy, Frank",-,2,3,1,2,1,-,-,-,-,-,-,1,1,,,1,-,-,12.0
"Murphy, Len",2,-,-,-,3,1,-,2,-,-,-,1,1,-,1,2,1,1,,15.0
"Perrett, Rupe",,,,,,,,,,,,,-,,,,,,-,
"Regan, Jack",,,,,,,,-,-,,,,,-,-,-,-,-,-,
"Ross, Bob",,1,,,,,,,,,,,,,,,,,,1.0
"Ross, Jack",,,1,2,-,3,3,-,-,-,,,,-,,,,,,9.0
"Rumney, Harold",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2.0
"Tatham, George",,,,2,1,3,1,,3,1,-,-,-,-,-,1,1,1,1,15.0
"Tolson, Clarrie",,,,,,2,-,,,,-,-,-,-,-,,,,,2.0
"Wescott, Leo",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,13,11,13,9,13,15,10,22,6,8,14,4,15,8,6,20,20,18,5,230.0
Opponent,GE,HW,SM,RI,CA,SK,ME,NM,FO,ES,FI,GE,HW,SM,RI,CA,SK,ME,CA,
