Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Bailey, Max",,,,,,,,,,,,,,,,,,,,,1,-,1.0
"Bateman, Chance",1,2,2,3,2,1,-,-,4,2,2,2,5,1,1,3,2,1,-,-,1,2,37.0
"Birchall, Grant",1,1,-,,,,1,1,1,-,-,-,-,-,1,1,-,-,1,-,1,1,10.0
"Brown, Campbell",-,-,-,-,-,1,-,1,-,-,,-,1,1,1,1,1,3,1,-,2,-,13.0
"Campbell, Robert",,,,1,-,-,1,3,1,-,-,1,4,1,1,,,,-,1,,,14.0
"Dew, Stuart",2,2,1,2,1,-,1,-,,4,-,1,,,,,,,,,,,14.0
"Dowler, Beau",,,,2,1,1,-,-,-,,,,,-,-,-,-,,-,,-,-,4.0
"Ellis, Xavier",,5,-,,,,,,,-,2,3,1,1,-,1,1,1,,,,,15.0
"Franklin, Lance",-,-,2,-,-,2,1,-,-,-,1,-,2,-,2,3,1,1,-,1,-,,16.0
"Gilham, Stephen",,,-,,,,,,,,,,,-,-,-,-,-,1,-,-,-,1.0
"Guerra, Brent",-,-,2,-,,-,,-,-,1,-,-,1,-,2,2,2,2,,,,,12.0
"Hodge, Luke",1,2,-,1,-,-,-,,,,1,1,3,2,6,5,3,3,5,2,9,8,52.0
"Kennedy, Josh",,3,,,,,,,,,,,,2,1,6,6,1,5,4,1,4,33.0
"Ladson, Rick",,,,,,,,,,,,,2,1,-,,,,,,,,3.0
"Lewis, Jordan",,,,-,8,2,2,2,2,4,4,1,4,4,3,5,5,3,4,7,5,1,66.0
"McGlynn, Ben",,,,,,,3,3,2,1,1,-,1,-,4,1,2,2,1,7,1,1,30.0
"Milne, Riley",,,,,,,,,,,,,,,,,,,,,-,2,2.0
"Mitchell, Sam",3,5,9,3,1,5,6,6,4,8,7,8,13,4,8,2,1,4,3,-,7,3,110.0
"Morton, Jarryd",,1,4,-,1,-,,2,2,2,,,,,,,,,,-,,,12.0
"Moss, Garry",,3,-,-,2,1,2,1,2,,,,,,,,,,,,,-,11.0
"Murphy, Tom",-,-,-,1,1,-,-,1,-,-,,-,1,-,-,-,-,-,2,,,1,7.0
"Muston, Beau",,,,,,,,,1,1,-,1,1,,,,,,,-,2,-,6.0
"Osborne, Michael",-,,,,,-,-,1,1,-,2,1,3,1,2,-,2,,1,-,2,1,17.0
"Renouf, Brent",2,2,2,-,3,-,,,,,-,2,,,,3,-,1,1,2,1,3,22.0
"Rioli, Cyril",-,2,-,2,3,3,3,-,3,2,-,,,,-,1,1,3,1,3,-,1,28.0
"Roughead, Jarryd",1,2,-,1,-,1,-,-,-,1,3,-,-,1,-,-,-,-,1,,,,11.0
"Savage, Shane",,,,,,,,,,,,,,,,,,,,1,-,1,2.0
"Schoenmakers, Ryan",1,3,-,,,,,,,,-,2,1,,,-,-,-,-,-,-,-,7.0
"Sewell, Brad",8,,,6,10,9,2,5,6,4,4,5,7,4,8,3,4,2,,2,8,2,99.0
"Shiels, Liam",,,,,,,,,,4,1,,,1,3,3,2,2,2,-,3,1,22.0
"Stokes, Cameron",1,1,-,-,1,,-,,-,,,,1,1,,,,-,,,,,5.0
"Suckling, Matt",-,,,,,,,,,,,,,,,,,,,,,,
"Taylor, Simon",2,,,1,-,-,3,-,3,4,2,1,-,1,2,2,4,3,-,4,,,32.0
"Thorp, Mitch",,1,,,,,,,,,,,,,,,,,,,,,1.0
"Tuck, Travis",5,,3,,1,2,1,3,,,3,4,,,,,,,3,2,1,,28.0
"Whitecross, Brendan",-,-,1,-,-,-,1,-,-,-,,,-,,,,,-,-,,,,2.0
"Williams, Mark",1,-,-,-,-,1,1,-,-,-,-,-,1,,,,,,,,,,4.0
"Young, Clinton",1,1,-,1,1,,,,,,,,,,,,,,,,,,4.0
Totals,30,36,26,24,36,29,28,29,32,38,33,33,52,26,45,42,37,32,32,36,45,32,753.0
Opponent,GE,SY,NM,PA,WC,CA,ES,FR,ME,AD,SY,BL,WC,WB,NM,CW,GE,PA,SK,AD,RI,ES,
