Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Ambrose, Patrick",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,1,-,1,-,-,2.0
"Baguley, Mark",-,1,-,-,-,-,-,,1,,1,,,,,,,,,-,,,,3.0
"Begley, Josh",,,,,,,,,-,-,-,-,1,-,,,,,,-,,1,,2.0
"Bellchambers, Tom",4,3,4,4,2,4,4,4,4,4,1,2,6,5,,,,,,,,3,6,60.0
"Brown, Mitch",-,-,,-,1,-,,,,,,,-,-,-,-,-,1,1,-,-,-,-,3.0
"Clarke, Dylan",,,,,,,,,,,6,5,5,-,-,2,2,2,-,3,,2,,27.0
"Clarke, Zac",,,3,2,,,,-,,,,,,,1,6,,5,2,4,2,,,25.0
"Daniher, Joe",,,,,-,2,2,,1,,,,,,,,,,,,,,,5.0
"Fantasia, Orazio",2,-,1,3,1,,,1,,,,1,-,-,-,-,,,-,-,-,,2,11.0
"Francis, Aaron",-,-,-,,,,-,-,1,-,-,,,1,-,1,-,-,-,,-,-,-,3.0
"Gleeson, Martin",,,,,,,,,,,,,,-,1,-,1,-,-,-,-,-,,2.0
"Guelfi, Matt",1,-,1,,2,3,1,3,1,-,1,-,-,,1,1,-,2,-,,,,,17.0
"Ham, Brayden",,,,,-,,,1,,,,,,,,,,,,,-,-,2,3.0
"Hartley, Michael",,,,,,,,,,,,,,,,,3,,-,,,-,,3.0
"Heppell, Dyson",3,5,5,2,5,2,4,6,8,3,7,1,3,4,,,2,,,2,4,,2,68.0
"Hooker, Cale",,,,-,-,-,1,-,-,1,-,-,-,-,-,-,2,-,-,-,,,-,4.0
"Hurley, Michael",-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,1,,,,,-,-,1,5.0
"Jok, Tom",,,,,,,,,,,,,,,,,,,,,,1,,1.0
"Langford, Kyle",1,1,,,,,1,,2,2,3,6,2,3,1,2,-,4,1,5,1,1,4,40.0
"Laverde, Jayden",,,,,,,,,,1,-,-,-,1,-,-,,1,,,,2,-,5.0
"McDonald-Tipungwuti, Anthony",1,1,-,2,1,2,1,2,-,-,2,-,-,-,1,1,1,-,1,2,1,3,1,23.0
"McGrath, Andrew",4,1,-,1,2,2,1,3,1,1,3,1,-,1,3,3,-,1,2,1,2,1,3,37.0
"McKenna, Conor",3,-,-,-,1,-,1,1,-,2,3,-,-,2,1,2,-,,2,-,1,1,-,20.0
"McKernan, Shaun",2,2,-,,,,,,,2,3,1,1,1,1,2,3,-,,2,2,-,2,24.0
"McNiece, Ben",,,,,,,,,1,-,1,,,,,,,1,,-,,,,3.0
"Merrett, Zach",1,3,6,7,7,5,5,7,3,8,2,4,5,7,1,7,4,3,7,5,4,4,2,107.0
"Mutch, Kobe",,,-,,,,,,,,,,,,,,,,,,,,,
"Myers, David",3,4,,3,5,4,,3,,,,,,,,,,,,4,,,,26.0
"Parish, Darcy",,3,7,1,2,1,3,2,-,9,11,1,-,3,6,5,2,3,-,,3,4,-,66.0
"Redman, Mason",,,,-,1,-,1,-,-,1,-,1,-,4,-,-,-,2,1,-,-,-,-,11.0
"Ridley, Jordan",1,,-,-,-,-,-,,,,,,,,,,,,,,,,,1.0
"Saad, Adam",-,1,1,3,-,1,-,-,-,-,1,-,-,-,1,2,1,3,2,,3,-,-,19.0
"Shiel, Dylan",7,4,5,7,5,7,6,7,5,4,,6,7,4,5,3,5,5,6,3,5,4,6,116.0
"Smith, Devon",3,1,2,2,,3,4,3,,,,,,,,,,,,,,,,18.0
"Snelling, Will",,,,,,,,,,,,,,,,,-,4,1,,,,-,5.0
"Stringer, Jake",1,5,1,-,-,2,1,2,3,1,,1,,,2,3,3,6,4,2,1,,1,39.0
"Zaharakis, David",3,1,7,-,,2,1,1,1,2,5,-,2,2,1,2,1,-,-,-,-,,,31.0
"Zerk-Thatcher, Brandon",,,,,,,,,,,,,,,,,,,,,-,,,
Totals,40,36,43,37,35,40,37,46,33,42,50,31,32,38,26,43,30,43,31,33,30,27,32,835.0
Opponent,GW,SK,ME,BL,NM,CW,GE,SY,FR,RI,CA,HW,WC,GW,SY,NM,AD,GC,PA,WB,FR,CW,WC,
