Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,Tot
"Ambrose, Richard",,,,,,,,,,-,,-,-,,,,,,,,
"Bayes, Mark",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2.0
"Begovich, Tony",,,,,-,,,,-,,-,-,-,,,,,,,,
"Brunton, Neil",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Bryce, Paul",-,-,-,-,-,1,-,,,,-,-,-,-,-,-,-,-,-,-,1.0
"Carroll, Dennis",,,-,-,,,,,,,,,,,,,,,,,
"Considine, Ed",-,-,-,-,-,-,,-,,,,,,,,,,,,,
"Cordy, Neil",,,,,,-,,,,,,,,,,,,,,,
"Cresswell, Daryn",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Daniels, Jayson",-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,-,
"Dipetta, Aldo",,,,,,,,,,,,,,-,-,,,,,,
"Direen, Scott",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,,
"Dunkley, Andrew",-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Gray, Troy",,,,,,,-,,,,,,,-,-,-,-,-,-,,
"Higgins, Leon",,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,
"Holmes, Darren",,,-,,,,-,-,,,-,-,-,-,-,-,-,,,,
"Hutton, John",-,,,-,-,,,,-,-,,,,,,,,,,,
"Irvin, Nathan",-,,,,,,,,,,,,,,,,,,,,
"John, Gareth",,,,,,,,-,-,-,-,,,,,,,,,,
"Kappler, Darren",-,-,-,,-,,,,,,,,,,,,,,,-,
"Kelly, Paul",2,-,-,-,-,-,-,2,-,-,2,-,2,-,-,3,-,-,-,-,11.0
"Lawson, Jamie",-,-,-,-,,-,-,,,,,-,-,,,,-,-,1,-,1.0
"Lewis, Dale",-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,,
"Luff, Troy",,,,,-,-,,,,,,,,,,,,,,,
"Malakellis, Tony",-,-,-,-,,-,,,,,,,,,,,,,,,
"McGovern, Andrew",,-,,,-,,,-,-,,-,-,-,-,,,,,,,
"McMahon, Gavin",,,,,,,,,,,,,,,,,,,-,-,
"McRae, Dean",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,
"Minton-Connell, Simon",,-,,,-,-,-,-,,,,,,,,-,3,2,-,-,5.0
"Mooney, Jason",,,,,,,,,-,-,-,-,-,-,,-,-,-,-,-,
"Murphy, David",-,,-,-,,,,,-,-,-,-,-,-,-,,,,,-,
"Neill, Robert",,,,,,,,,,,,,,,,-,-,-,-,-,
"Nettelbeck, Craig",,,,,,-,-,,,,,,,,,,,,,,
"Osborne, Richard",-,-,-,,,,-,-,,-,-,2,-,-,-,-,-,-,-,-,2.0
"Rose, Gavin",,-,,,,,-,-,-,-,,,,,,,-,-,-,3,3.0
"Stafford, Greg",,,-,-,,,,,,,,,,,-,-,-,-,-,-,
"Stevens, Gary",,,,,,,,,-,,,,,,,,,,,,
"Strooper, David",-,-,,-,-,-,-,-,-,-,-,,,,,,,,,,
"Thomson, Andrew",,,,,,,-,-,,,,,,,,,,,,,
"Tunbridge, Brad",-,-,,,-,-,-,,,,,,,,,,,,,,
"Watters, Scott",-,-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,,,-,-,4.0
"Werner, Michael",-,-,-,-,-,-,,-,-,,,,,-,-,-,-,-,-,-,
"Wheeler, Sanford",,,,-,-,-,-,1,1,-,-,-,-,-,-,,,,,,2.0
Totals,2,0,0,0,1,1,0,3,1,0,2,6,2,0,0,3,3,2,1,5,32.0
Opponent,HW,SK,ES,FI,NM,CA,BB,GE,RI,WC,FO,ME,AD,CW,HW,SK,ES,FI,NM,CA,
