Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Addison, Dylan",-,,,-,-,-,-,-,-,1,-,,,,,,,,,,,1,-,1,1,4.0
"Akermanis, Jason",-,1,-,,-,1,1,-,3,-,,,,,,,,,,,,,,,,6.0
"Boyd, Matthew",-,-,-,-,,,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3.0
"Callan, Tim",,,,,,,,,,,,,,,,,,,,,,,-,,,
"Cooney, Adam",-,2,-,-,-,-,-,-,1,-,1,-,2,-,-,-,1,-,-,,-,,,,,7.0
"Cross, Daniel",-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,5.0
"Eagleton, Nathan",,,,-,3,1,,-,2,,-,-,-,,,-,,,-,-,1,1,-,-,-,8.0
"Everitt, Andrejs",-,-,-,-,-,1,-,,,,,,,,,1,,2,2,-,,-,,,,6.0
"Giansiracusa, Daniel",-,2,-,2,-,1,-,-,1,1,-,6,3,2,2,-,2,3,2,3,-,2,-,-,-,32.0
"Gilbee, Lindsay",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,3.0
"Grant, Jarrad",,,,,1,1,-,-,2,1,1,2,4,1,1,-,3,3,1,,4,4,-,1,2,32.0
"Griffen, Ryan",-,-,-,-,1,-,-,,-,-,-,1,-,1,-,1,-,2,-,-,-,-,1,-,-,7.0
"Hahn, Mitch",2,6,1,-,3,4,1,1,-,1,-,3,-,-,,,,,,,-,-,-,-,1,23.0
"Hall, Barry",4,4,8,3,7,1,-,6,2,4,5,11,2,2,6,,4,7,1,3,1,4,1,5,3,94.0
"Harbrow, Jarrod",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,1,-,-,1.0
"Hargrave, Ryan",-,-,-,-,,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Shaun",-,1,-,1,1,-,-,1,,-,-,,,1,-,3,1,-,,-,,,-,,,9.0
"Hill, Josh",1,3,2,1,,,2,1,1,3,2,2,-,,,,,,-,,,,,,,18.0
"Hooper, Andrew",,,,,,,,,,,,,,,,,,,,,,,,-,,
"Hudson, Ben",-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,2.0
"Johnson, Brad",1,,,,2,-,,,,,,,1,1,3,3,2,2,2,-,-,,1,-,1,19.0
"Jones, Liam",,,,,,,,,,,,,,,,,,2,-,1,1,-,,,,4.0
"Lake, Brian",1,1,-,-,-,-,-,-,-,1,3,-,2,-,-,-,2,-,-,-,1,-,-,-,1,12.0
"Minson, Will",1,1,1,1,,,,-,1,1,2,3,-,-,,,,,,-,,,-,1,-,12.0
"Moles, Brodie",,-,-,-,-,,,,,,-,-,,,,-,-,1,-,-,-,-,,,,1.0
"Morris, Dale",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,
"Murphy, Robert",1,1,2,1,1,1,1,-,,,,-,-,-,1,-,-,-,,-,-,-,-,1,1,11.0
"Picken, Liam",-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Reid, Sam",,,,,,,,,,,,,,-,,,,,,,,,,,,
"Roughead, Jordan",,,,,2,-,,,,,,,,,1,,3,1,-,1,,1,,,,9.0
"Stack, Brennan",,,,,,,-,-,2,-,-,1,1,,-,,,,,,,,,,,4.0
"Ward, Callan",,,,,,,,,,,,,,-,-,1,1,,,1,-,-,1,1,-,5.0
"Williams, Tom",-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Wood, Easton",,,,,,,,,,,,-,-,-,-,-,1,-,-,-,,,,-,-,1.0
Totals,11,22,14,9,21,11,5,10,17,15,15,30,15,8,14,9,20,23,8,10,8,15,6,11,12,339.0
Opponent,CW,RI,HW,BL,AD,SK,ME,SY,NM,ES,CW,BL,WC,HW,CA,PA,FR,NM,AD,GE,SY,ES,CW,SY,SK,
