Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Aitken, Chris",,,3,-,2,1,1,1,-,,,,,,,,,,,,8.0
"Alves, Stan",2,3,2,-,6,3,-,6,1,2,4,5,1,5,9,9,1,4,5,4,72.0
"Anderson, Tony",-,-,1,,,,,,,,,,,,,,,,,,1.0
"Arnott, Steve",,,,,,,,,,,1,,,,,,,,,,1.0
"Biffin, Ray",2,-,2,4,-,3,-,1,-,-,,,-,,,,,,,,12.0
"Bourke, Barry",2,4,5,4,-,2,-,2,-,,,3,2,3,2,5,,,2,2,38.0
"Campbell, Blair",,,,2,,3,1,4,1,2,-,-,3,2,1,1,,,,,20.0
"Clark, Denis",,-,,3,4,1,1,7,3,3,7,5,4,5,5,3,3,1,1,5,61.0
"Clarke, Kelvin",1,,,,,,,,,,,-,-,,1,,3,,,,5.0
"Colcott, Russell",,,,,,,,,,2,1,4,-,1,,,1,-,,,9.0
"Davis, Frank",3,-,2,,,,-,-,1,-,,2,3,1,-,2,2,2,-,1,19.0
"Dillon, Ross",1,2,5,8,6,-,-,3,-,,2,6,1,4,6,1,2,-,3,-,50.0
"Emselle, Ken",,,1,,1,,,,,,,,,,,,,,,,2.0
"Feldmann, Derek",1,,,3,3,2,,,,,,,,,,,,-,,-,9.0
"Forster, John",,,1,,,,,-,,,,,,,,,,,,,1.0
"Fowler, Chris",3,,,,,,2,1,,,,,,,,,,,,,6.0
"Hardeman, Gary",2,3,5,1,2,3,,6,2,5,4,4,3,4,4,2,3,2,5,4,64.0
"Hayes, David",,,,,,1,,,,,,,,,,,,,,,1.0
"Hone, David",1,4,2,,1,2,2,1,1,2,,5,3,3,1,4,2,2,4,1,41.0
"Jennings, Danny",,,,,,,,,,,,,,,,,-,3,2,,5.0
"Johnson, Tassie",-,2,4,4,2,-,,,,,2,4,5,6,4,1,1,2,1,5,43.0
"Jones, Brent",,,,,,2,-,,,3,1,2,2,1,1,3,-,,,,15.0
"Kenneally, Bryan",4,,,,,,,,,,,,,,,,,,,1,5.0
"Lakes, George",4,2,4,2,,4,1,,,1,3,2,5,2,-,8,6,2,,,46.0
"Letcher, John",1,2,2,,,,-,,5,1,-,,,,,,,,,,11.0
"McKenzie, Robert",,,,,,,,,,,,,,1,3,4,3,2,,2,15.0
"Mitchell, Mark",,,,,,,,,,-,-,-,3,-,,,2,,,,5.0
"Osborne, Graham",,,,1,-,,,,,,1,,,,,,,,-,,2.0
"Parke, Greg",5,3,8,6,-,1,3,3,7,8,5,,,2,7,4,7,5,4,5,83.0
"Powell, Daryl",,,,,,,,,,,,,,,,,,,-,-,
"Rhoden, Phil",,,,,,,,,,,,,,,-,-,,,,,
"Rollinson, Trevor",1,1,3,2,1,2,-,,,-,1,-,1,-,-,3,,1,-,2,18.0
"Rowlands, Paul",,2,3,1,-,2,2,1,-,-,1,-,-,1,1,2,1,2,1,-,20.0
"Sampson, Ray",,,,,,,,,,,,,,,,,,,3,,3.0
"Schwarz, Darryl",,,3,-,,,,,-,2,1,,,,-,,2,-,1,1,10.0
"Sinclair, Peter",,,,,,,,3,-,-,,,,,,4,,,,,7.0
"Stone, Neville",,,,,,,,,2,,,-,,,,,,,,,2.0
"Sullivan, Tony",,-,,1,-,1,-,1,1,-,-,-,-,-,,-,1,1,3,3,12.0
"Townsend, John",4,6,7,5,2,2,4,5,1,1,4,4,4,2,3,2,3,2,5,2,68.0
"Vagg, Barrie",-,4,,,-,,-,1,2,,,,,,,,,,,,7.0
"Walker, Max",,1,2,1,-,1,3,4,4,3,2,2,4,-,1,4,1,-,-,1,34.0
"Weekes, Peter",3,2,,-,2,,,1,,,,,,,,,,,,,8.0
"Wells, Greg",,,,,,,,,,,,,,,,,,5,4,4,13.0
Totals,40,41,65,48,32,36,20,51,31,35,40,48,44,43,49,62,44,36,44,43,852.0
Opponent,GE,NM,CW,ES,HW,RI,CA,FI,SM,FO,SK,GE,NM,CW,ES,HW,RI,CA,FI,SM,
