Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Aitken, Chris",,,-,2,1,1,4,1,2,,,,,,,,,,,,11.0
"Alves, Stan",-,1,-,4,2,4,4,3,4,3,1,3,3,-,3,3,4,5,2,1,50.0
"Anderson, Tony",-,2,1,,,,,,,,,,,,,,,,,,3.0
"Arnott, Steve",,,,,,,,,,,2,,,,,,,,,,2.0
"Biffin, Ray",2,4,1,1,-,1,-,-,3,1,,,-,,,,,,,,13.0
"Bourke, Barry",1,2,2,1,-,1,2,2,-,,,2,-,1,2,1,,,1,2,20.0
"Campbell, Blair",,,,2,,1,3,5,6,3,-,1,2,4,2,-,,,,,29.0
"Clark, Denis",,-,,3,1,1,3,1,5,-,-,1,2,-,1,3,5,1,-,6,33.0
"Clarke, Kelvin",2,,,,,,,,,,,-,-,,-,,-,,,,2.0
"Colcott, Russell",,,,,,,,,,-,2,2,2,2,,,4,-,,,12.0
"Davis, Frank",4,3,2,,,,5,5,3,2,,3,6,2,4,3,6,2,4,5,59.0
"Dillon, Ross",3,1,1,2,1,2,2,1,2,,-,-,3,-,2,1,-,-,4,-,25.0
"Emselle, Ken",,,-,,1,,,,,,,,,,,,,,,,1.0
"Feldmann, Derek",2,,,4,2,2,,,,,,,,,,,,-,,1,11.0
"Forster, John",,,1,,,,,-,,,,,,,,,,,,,1.0
"Fowler, Chris",-,,,,,,4,-,,,,,,,,,,,,,4.0
"Hardeman, Gary",1,1,-,1,2,2,,-,4,1,1,4,-,2,1,3,2,1,3,5,34.0
"Hayes, David",,,,,,-,,,,,,,,,,,,,,,
"Hone, David",1,-,-,,-,1,2,5,7,5,,3,1,4,2,6,-,-,-,3,40.0
"Jennings, Danny",,,,,,,,,,,,,,,,,-,1,1,,2.0
"Johnson, Tassie",7,2,5,1,3,5,,,,,1,1,4,-,1,4,2,8,1,3,48.0
"Jones, Brent",,,,,,2,4,,,1,2,3,3,-,2,3,2,,,,22.0
"Kenneally, Bryan",2,,,,,,,,,,,,,,,,,,,3,5.0
"Lakes, George",3,2,1,-,,1,2,,,-,-,4,3,2,3,2,1,5,,,29.0
"Letcher, John",1,1,-,,,,-,,2,-,-,,,,,,,,,,4.0
"McKenzie, Robert",,,,,,,,,,,,,,1,2,1,1,1,,5,11.0
"Mitchell, Mark",,,,,,,,,,-,-,2,1,-,,,1,,,,4.0
"Osborne, Graham",,,,-,1,,,,,,-,,,,,,,,-,,1.0
"Parke, Greg",1,-,2,-,2,2,3,3,1,-,1,,,2,3,1,2,3,2,2,30.0
"Powell, Daryl",,,,,,,,,,,,,,,,,,,-,-,
"Rhoden, Phil",,,,,,,,,,,,,,,3,2,,,,,5.0
"Rollinson, Trevor",2,1,-,1,3,4,2,,,1,-,2,3,2,1,4,,4,2,4,36.0
"Rowlands, Paul",,4,-,-,-,1,4,-,2,1,5,3,-,3,1,-,1,4,2,3,34.0
"Sampson, Ray",,,,,,,,,,,,,,,,,,,-,,
"Schwarz, Darryl",,,3,-,,,,,1,3,3,,,,-,,5,2,1,3,21.0
"Sinclair, Peter",,,,,,,,1,-,1,,,,,,3,,,,,5.0
"Stone, Neville",,,,,,,,,-,,,1,,,,,,,,,1.0
"Sullivan, Tony",,-,,1,2,5,2,3,1,1,1,2,5,2,,-,4,-,1,3,33.0
"Townsend, John",4,-,1,-,1,2,2,5,1,-,2,3,1,3,1,1,2,4,-,3,36.0
"Vagg, Barrie",-,1,,,-,,-,1,8,,,,,,,,,,,,10.0
"Walker, Max",,1,4,1,1,5,2,1,1,1,1,3,2,-,2,1,3,1,1,3,34.0
"Weekes, Peter",3,-,,1,1,,,1,,,,,,,,,,,,,6.0
"Wells, Greg",,,,,,,,,,,,,,,,,,1,4,4,9.0
Totals,39,26,24,25,24,43,50,38,53,24,22,43,41,30,36,42,45,43,29,59,736.0
Opponent,GE,NM,CW,ES,HW,RI,CA,FI,SM,FO,SK,GE,NM,CW,ES,HW,RI,CA,FI,SM,
