Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Andrews, Ron",-,-,,,,,1,-,-,-,-,-,-,3,-,-,-,-,,,,-,,4.0
"Brown, Brian",,,,,,,,,,,,,,,,,-,-,,,,,,
"Buhagiar, Tony",-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Carey, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,
"Clarke, Neil",-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Copping, Stephen",-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2.0
"Crow, Max",-,4,8,-,4,4,,,6,3,-,5,17,-,,3,,,-,-,,,1,55.0
"Daniher, Terry",-,1,-,-,-,2,-,-,-,-,1,-,-,2,3,4,1,2,-,2,1,-,-,19.0
"Davis, Michael",,,,-,,,,,,,,,,,,,,,,,,,,
"Duckworth, Bill",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,1.0
"Dunell, Frank",,,,,,,-,,-,,,,,,,,,,,,,,,
"Eustice, Mark",-,-,-,-,-,-,-,-,,,,,,,,,,,,,-,,,
"Fields, Neville",,,-,-,-,,,,,,,,,,,,,,,,,,,
"Foulds, Garry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Fowler, Grant",-,-,-,-,,-,,-,-,,-,-,-,-,-,-,-,,,-,-,-,-,
"Grbac, Anton",,,,,,,,,,,,,,,,,,,,-,-,,,
"Hawker, Glenn",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Heard, Shane",,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,
"Madden, Justin",31,28,26,24,24,27,30,30,24,38,29,28,31,21,28,34,29,26,30,29,27,25,12,631.0
"Madden, Simon",23,6,10,,,9,6,5,4,7,6,17,3,1,4,5,13,23,20,10,19,20,19,230.0
"Merrett, Roger",,,,-,-,4,9,2,,,,,,,7,,4,-,-,2,1,-,3,32.0
"Neagle, Merv",-,-,,,,,,,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,2.0
"Otway, Wayne",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Ramsay, Roy",,,,,,,,,,-,,,,,-,,,,,,,-,,
"Reid, Alan",,,,,,,,,,,,,,,,,-,,-,-,,,,
"Schultz, Graeme",,,,,,,,,,,,,,,,,,,-,-,-,-,-,
"Stoneham, Alan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,
"Thomson, Michael",-,,-,,-,,,,,,,,,,,,,,,,,,,
"Vander Haar, Paul",-,2,1,4,-,1,-,1,-,-,-,-,1,-,-,-,-,1,,,-,-,-,11.0
"Walsh, Kevin",,,-,-,2,1,1,1,2,2,-,-,-,1,-,2,,3,-,-,1,-,-,16.0
"Waterson, Chris",,,,,,,,,,,,,,,-,,,,-,-,,,,
"Watson, Tim",-,-,-,-,-,-,-,-,-,-,1,1,-,-,,1,-,-,-,1,-,-,-,4.0
"West, Tony",,,,1,-,,,,,,,,,,,,,,,,,,,1.0
Totals,54,43,46,29,30,50,47,39,36,50,37,52,52,28,43,49,47,55,50,45,50,46,35,1013.0
Opponent,FO,CA,RI,NM,FI,SY,CW,HW,ME,SK,GE,CA,RI,NM,FI,SY,CW,HW,ME,SK,GE,FO,NM,
