Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Andrews, Ron",4,6,,,,,6,8,2,3,7,7,4,7,8,6,-,1,,,,-,,69.0
"Brown, Brian",,,,,,,,,,,,,,,,,5,3,,,,,,8.0
"Buhagiar, Tony",11,10,13,8,5,3,13,7,19,12,9,12,12,7,12,6,8,8,13,9,10,8,5,220.0
"Carey, Stephen",9,5,2,3,2,5,4,7,3,7,6,7,5,2,7,9,5,2,3,,,,3,96.0
"Clarke, Neil",6,3,2,1,1,3,11,7,,7,7,6,8,7,,6,6,6,2,1,6,7,9,112.0
"Copping, Stephen",14,10,4,11,3,10,6,6,6,10,2,4,1,9,6,4,4,6,7,3,4,5,7,142.0
"Crow, Max",5,6,3,1,3,5,,,3,-,4,1,8,2,,5,,,1,2,,,4,53.0
"Daniher, Terry",5,6,4,5,5,5,5,1,13,13,4,7,5,10,4,5,4,5,6,4,2,7,7,132.0
"Davis, Michael",,,,-,,,,,,,,,,,,,,,,,,,,
"Duckworth, Bill",5,4,4,2,2,5,11,11,8,5,7,5,9,2,7,2,4,2,3,,,2,,100.0
"Dunell, Frank",,,,,,,-,,-,,,,,,,,,,,,,,,
"Eustice, Mark",3,7,2,3,6,3,10,-,,,,,,,,,,,,,2,,,36.0
"Fields, Neville",,,2,1,4,,,,,,,,,,,,,,,,,,,7.0
"Foulds, Garry",4,3,2,1,2,3,8,5,3,5,3,4,2,5,4,6,1,3,7,4,2,1,5,83.0
"Fowler, Grant",3,4,1,-,,4,,4,1,,2,4,1,-,5,3,5,,,4,3,1,3,48.0
"Grbac, Anton",,,,,,,,,,,,,,,,,,,,8,6,,,14.0
"Hawker, Glenn",7,2,2,4,1,3,9,5,6,2,8,8,5,6,7,6,6,3,17,4,3,6,5,125.0
"Heard, Shane",,3,,,,4,15,7,13,13,8,9,12,4,9,8,6,6,,,4,13,7,141.0
"Madden, Justin",5,5,2,1,10,2,4,3,2,3,4,3,2,4,5,6,3,2,5,3,4,7,2,87.0
"Madden, Simon",2,1,4,,,4,2,2,1,6,3,2,1,3,4,4,8,5,9,3,1,4,5,74.0
"Merrett, Roger",,,,1,4,1,2,5,,,,,,,2,,2,5,3,4,-,5,6,40.0
"Neagle, Merv",15,5,,,,,,,4,8,11,4,13,13,8,5,6,2,8,4,7,4,1,118.0
"Otway, Wayne",9,13,4,,3,8,2,10,9,10,5,5,2,8,5,3,4,6,7,4,8,3,2,130.0
"Ramsay, Roy",,,,,,,,,,5,,,,,4,,,,,,,5,,14.0
"Reid, Alan",,,,,,,,,,,,,,,,,2,,5,4,,,,11.0
"Schultz, Graeme",,,,,,,,,,,,,,,,,,,2,7,4,3,3,19.0
"Stoneham, Alan",3,4,5,5,2,3,8,3,4,9,4,4,5,6,2,1,,2,3,3,1,,3,80.0
"Thomson, Michael",3,,1,,-,,,,,,,,,,,,,,,,,,,4.0
"Vander Haar, Paul",3,2,2,3,2,1,5,4,2,5,5,4,4,2,6,10,2,3,,,3,1,2,71.0
"Walsh, Kevin",,,3,3,2,1,4,4,3,6,1,2,1,4,-,2,,4,4,4,1,8,5,62.0
"Waterson, Chris",,,,,,,,,,,,,,,2,,,,-,2,,,,4.0
"Watson, Tim",6,5,4,4,8,7,11,11,5,13,10,9,12,4,,10,5,10,4,3,2,6,4,153.0
"West, Tony",,,,2,5,,,,,,,,,,,,,,,,,,,7.0
Totals,122,104,66,59,70,80,136,110,107,142,110,107,112,105,107,107,86,84,109,80,73,96,88,2260.0
Opponent,FO,CA,RI,NM,FI,SY,CW,HW,ME,SK,GE,CA,RI,NM,FI,SY,CW,HW,ME,SK,GE,FO,NM,
