Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Blee, Nathan",,,,,,,,,,,,,,,,,,,2,1,,,,,3.0
"Boak, Travis",9,2,8,8,3,6,5,6,5,4,5,,7,7,7,2,8,4,7,7,2,4,1,3,120.0
"Broadbent, Matthew",3,5,4,2,1,3,2,1,4,-,1,4,5,-,2,3,1,-,1,4,1,-,-,3,50.0
"Butcher, John",,,,,,,,,-,-,4,,,,-,1,1,-,-,,,,,,6.0
"Carlile, Alipate",,-,1,1,-,1,-,2,1,-,-,-,1,-,-,-,2,1,-,3,-,,-,2,15.0
"Cassisi, Domenic",,,,2,2,4,,2,,,,-,-,,,,-,1,1,,,2,1,3,18.0
"Colquhoun, Sam",,,,,,,-,,-,,,,,,,3,-,1,2,,2,2,1,-,11.0
"Cornes, Kane",6,2,4,3,5,1,3,3,3,3,2,2,2,1,1,,2,1,1,1,5,3,2,3,59.0
"Ebert, Brad",5,4,4,2,1,2,3,3,3,2,6,8,6,12,3,6,3,2,3,4,1,3,2,2,90.0
"Gray, Robbie",,,,1,2,5,3,3,1,2,2,5,5,4,3,2,-,3,4,6,4,,1,7,63.0
"Hartlett, Hamish",5,2,9,4,6,3,1,-,3,4,2,2,3,6,3,3,6,6,3,4,,,4,2,81.0
"Heath, Campbell",1,2,-,2,1,-,1,,1,2,,1,,,,,,,,-,-,,,,11.0
"Hitchcock, Cameron",,,,,,,,,,6,-,,,,,,,,,-,,,,,6.0
"Hombsch, Jack",,,,,,,,,,2,7,-,-,1,,,,,,,,1,,,11.0
"Jonas, Tom",1,2,1,-,-,-,1,-,2,1,1,2,1,-,1,1,,,,-,-,-,-,1,15.0
"Lobbe, Matthew",1,2,2,1,5,-,,-,,,2,-,-,2,3,2,-,5,2,3,1,-,2,2,35.0
"Logan, Tom",,,,,,,,,4,2,-,1,1,1,1,,,,,,,2,3,2,17.0
"Mitchell, Kane",-,3,1,,,1,2,3,2,2,,,,,,1,4,2,1,,1,,,,23.0
"Monfries, Angus",2,3,5,3,2,4,1,1,2,1,4,4,1,3,5,1,4,3,3,5,2,3,4,2,68.0
"Moore, Andrew",-,,,,,,2,2,2,,,4,3,2,5,1,2,3,1,3,1,4,3,1,39.0
"Neade, Jake",4,5,1,3,5,3,-,3,,4,3,2,3,-,-,-,,,,,1,,,,37.0
"OShea, Cameron",1,5,3,3,2,1,4,-,1,3,2,2,2,1,2,3,1,3,5,1,-,5,1,-,51.0
"Pittard, Jasper",2,4,-,3,,,,,,,,-,1,2,-,5,4,2,3,1,2,3,5,2,39.0
"Redden, Jarrad",1,1,,,,,-,-,-,-,,,,,,,,,,,,,,,2.0
"Renouf, Brent",,,-,1,-,2,,,,,,,,,,,,,,,,1,,,4.0
"Schulz, Jay",2,2,-,1,3,2,3,-,3,2,6,3,2,4,3,1,6,2,-,-,3,1,3,-,52.0
"Stevenson, Lewis",4,2,3,3,2,-,1,-,,,,,,,,,,,,,,1,,,16.0
"Stewart, Daniel",,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Stewart, Paul",2,5,1,,1,1,,-,,,3,,,-,1,3,2,-,,,,,,,19.0
"Thomas, Matt",,,,,,,,,1,,3,1,,,1,,,,,,,,,,6.0
"Trengove, Jackson",1,5,-,1,-,,,,,,,,2,1,1,-,-,1,-,2,1,2,1,1,19.0
"Westhoff, Justin",1,3,-,2,2,-,3,2,3,2,1,2,1,6,,1,3,-,7,3,2,2,2,2,50.0
"Wines, Ollie",6,2,4,4,2,1,5,3,1,4,7,3,4,3,1,1,6,3,-,4,6,4,-,-,74.0
"Wingard, Chad",5,6,5,3,5,3,3,6,5,5,6,6,4,5,3,5,3,7,1,7,6,2,4,1,106.0
"Young, Aaron",,,,,,,,,,,,,,,,,,,,1,1,2,3,-,7.0
Totals,62,67,56,53,50,43,44,40,47,51,67,52,54,61,46,45,58,50,47,60,42,47,43,39,1224.0
Opponent,ME,GW,AD,GC,WC,NM,RI,CA,GE,WB,GW,SY,CW,ES,HW,SK,BL,AD,GE,GC,FR,CA,CW,GE,
