Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Alessio, Steven",,,2,1,-,1,-,-,2,1,4,1,,2,1,-,,,,,,,-,2,17.0
"Bannister, Jordan",,,,,-,,,,,,,,,-,1,-,-,,,,,,,,1.0
"Barnard, Paul",1,-,-,-,1,-,-,1,-,-,-,2,-,1,1,1,1,-,-,1,-,-,-,1,11.0
"Blumfield, Justin",-,-,-,1,-,2,-,-,1,1,1,-,2,-,-,1,-,-,-,-,,,-,-,9.0
"Bolton, Mark",-,-,-,,,,1,,,-,1,-,3,-,3,-,2,1,2,-,5,-,-,1,19.0
"Bullen, Marcus",,,,,,,,,,,,,,,,,,,,,-,-,,,
"Caracella, Blake",-,1,-,2,2,-,-,-,-,-,2,1,-,1,1,3,-,-,-,-,3,-,-,-,16.0
"Davies, James",,,,,,,,,,,-,,,,,,,,,,,,,,
"Fletcher, Dustin",-,-,-,1,-,1,-,-,3,-,,-,1,,,,,-,-,-,2,1,-,,9.0
"Forster-Knight, Robert",-,-,-,1,-,-,-,2,-,-,1,-,-,-,,,-,,2,-,,,,-,6.0
"Hall, Ken",,,,,,,,,,,,-,,,,,,,,,,,,,
"Harvey, Shane",,,,,,-,1,-,-,-,,,,,,,,-,,,,1,,,2.0
"Heffernan, Chris",2,1,-,1,-,-,-,1,1,-,1,1,1,1,-,2,1,-,-,-,1,,2,2,18.0
"Henneman, Aaron",-,1,-,-,-,-,,,,,,-,,,,,,,,,,-,,,1.0
"Hille, David",-,-,1,2,2,1,-,-,-,,-,-,-,,-,-,1,-,1,,-,-,,,8.0
"Hird, James",1,-,-,1,1,1,,,,,,,,-,1,2,-,-,-,-,-,2,,-,9.0
"Hunt, Sam",,,,,,,,,,,,,,,,,,,,-,,-,-,,
"Jacobs, Danny",-,-,-,1,1,1,-,-,1,1,1,2,2,-,1,-,-,-,-,1,-,-,-,1,13.0
"Johnson, Jason",1,-,2,2,-,1,-,1,1,-,3,1,-,1,2,1,1,1,-,1,1,-,1,1,22.0
"Johnson, Mark",-,1,1,2,-,1,1,-,1,1,1,2,1,-,1,-,1,4,2,-,2,1,1,-,24.0
"Lloyd, Matthew",1,1,1,1,1,-,,,,,,,,3,-,2,2,-,-,1,4,-,-,,17.0
"Lucas, Scott",1,,,,,,-,1,-,-,-,-,-,2,1,2,1,-,-,-,1,1,-,-,10.0
"McAlister, Daniel",,,,,,-,,,,,,-,-,,,,,,,,,,,,
"McGrath, Cory",,,,-,-,1,-,-,,,,,,,,,,,,,,,,-,1.0
"McVeigh, Mark",-,1,1,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.0
"Mercuri, Mark",1,1,-,2,3,,,1,-,-,1,3,-,,,,,,,,,,,,12.0
"Misiti, Joe",-,-,2,2,2,2,-,,,,,,,,,,-,1,1,1,-,1,-,-,12.0
"Moorcroft, Gary",-,-,,,,,,,,-,1,,-,,1,-,-,-,-,-,1,2,-,1,6.0
"Peverill, Damien",1,2,1,1,1,,,,1,1,2,-,1,1,1,-,1,-,1,1,1,1,1,-,19.0
"Ramanauskas, Adam",-,-,2,-,-,-,-,-,2,2,-,-,1,-,-,2,-,1,-,,-,1,1,2,14.0
"Reynolds, Joel",,,-,-,,,,-,-,-,-,,,-,-,-,,,,,,,,,
"Richards, Ted",,-,,-,,,,,,,,,,,,,,,,,,,,,
"Rioli, Dean",,,,,-,-,-,-,-,,,,-,-,-,-,-,-,,-,-,,-,-,
"Salmon, Paul",,,,,,,-,1,1,-,1,,-,-,,,1,1,3,2,1,-,-,-,11.0
"Wellman, Sean",-,2,-,,,1,1,1,-,1,1,2,-,-,-,-,1,2,1,1,-,1,-,-,15.0
"Welsh, Andrew",,,,,,,2,1,-,1,3,2,1,1,-,-,,,1,3,1,,-,-,16.0
Totals,9,11,13,21,14,15,7,10,14,9,24,17,13,13,15,17,13,11,14,12,23,12,6,11,324.0
Opponent,GE,RI,BL,AD,CW,FR,CA,SK,SY,KA,PA,HW,ME,WB,WC,GE,RI,BL,AD,CW,FR,CA,WC,PA,
