Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Alessio, Steven",,,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,-,-,
"Bannister, Jordan",,,,,-,,,,,,,,,-,-,-,-,,,,,,,,
"Barnard, Paul",1,-,-,-,-,3,-,1,-,-,-,-,1,2,1,1,-,-,1,-,1,-,-,-,12.0
"Blumfield, Justin",2,1,-,1,1,-,1,-,-,-,-,-,1,1,-,-,-,-,4,-,,,-,1,13.0
"Bolton, Mark",-,-,1,,,,-,,,-,-,-,1,1,1,7,1,3,3,2,-,2,-,-,22.0
"Bullen, Marcus",,,,,,,,,,,,,,,,,,,,,-,-,,,
"Caracella, Blake",1,3,-,1,-,-,1,1,-,3,1,1,3,4,-,-,2,-,3,-,3,2,-,2,31.0
"Davies, James",,,,,,,,,,,-,,,,,,,,,,,,,,
"Fletcher, Dustin",-,-,-,1,-,-,-,-,-,-,,-,-,,,,,-,2,3,2,2,1,,11.0
"Forster-Knight, Robert",1,-,-,-,-,-,-,-,-,-,1,1,-,-,,,-,,-,-,,,,-,3.0
"Hall, Ken",,,,,,,,,,,,-,,,,,,,,,,,,,
"Harvey, Shane",,,,,,-,-,-,-,-,,,,,,,,-,,,,-,,,
"Heffernan, Chris",-,2,-,-,1,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,,-,-,7.0
"Henneman, Aaron",-,-,-,1,-,-,,,,,,-,,,,,,,,,,-,,,1.0
"Hille, David",-,-,-,-,-,-,-,-,-,,-,-,-,,2,-,2,-,-,,-,-,,,4.0
"Hird, James",-,-,1,-,-,-,,,,,,,,1,-,-,-,-,2,1,-,-,,-,5.0
"Hunt, Sam",,,,,,,,,,,,,,,,,,,,1,,3,-,,4.0
"Jacobs, Danny",1,2,-,1,1,-,-,-,2,-,-,-,2,2,-,-,2,-,1,-,-,-,-,3,17.0
"Johnson, Jason",2,1,1,2,-,1,2,2,-,1,1,-,4,3,2,1,8,1,1,1,1,3,2,-,40.0
"Johnson, Mark",2,4,6,3,1,2,1,7,4,-,-,-,3,-,2,-,2,1,-,3,2,2,3,-,48.0
"Lloyd, Matthew",-,1,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,,1.0
"Lucas, Scott",1,,,,,,-,1,4,-,-,-,1,6,1,-,-,2,-,-,-,-,2,-,18.0
"McAlister, Daniel",,,,,,1,,,,,,-,-,,,,,,,,,,,,1.0
"McGrath, Cory",,,,-,-,1,-,-,,,,,,,,,,,,,,,,-,1.0
"McVeigh, Mark",-,-,-,2,-,4,-,1,-,-,-,-,1,2,-,1,-,-,-,-,-,2,-,-,13.0
"Mercuri, Mark",3,2,1,1,1,,,5,-,-,2,-,1,,,,,,,,,,,,16.0
"Misiti, Joe",1,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,-,-,-,-,1.0
"Moorcroft, Gary",-,2,,,,,,,,-,1,,-,,-,-,1,-,-,1,-,-,-,-,5.0
"Peverill, Damien",-,-,1,-,-,,,,-,-,-,-,-,1,-,-,-,-,2,-,3,2,-,2,11.0
"Ramanauskas, Adam",1,2,1,-,1,1,1,-,-,1,1,-,2,1,-,1,2,1,-,,2,3,1,-,22.0
"Reynolds, Joel",,,-,-,,,,-,-,-,-,,,-,-,-,,,,,,,,,
"Richards, Ted",,-,,-,,,,,,,,,,,,,,,,,,,,,
"Rioli, Dean",,,,,-,-,-,-,-,,,,-,-,-,3,2,-,,-,-,,-,-,5.0
"Salmon, Paul",,,,,,,-,-,-,-,-,,-,-,,,-,-,-,-,-,-,-,-,
"Wellman, Sean",2,-,-,,,-,1,3,-,1,2,2,1,2,1,-,2,-,1,1,1,-,1,-,21.0
"Welsh, Andrew",,,,,,,-,1,-,-,2,-,1,-,-,-,,,-,-,-,,-,-,4.0
Totals,18,20,12,13,6,13,7,23,11,6,11,4,24,26,10,14,24,8,20,13,15,21,10,8,337.0
Opponent,GE,RI,BL,AD,CW,FR,CA,SK,SY,KA,PA,HW,ME,WB,WC,GE,RI,BL,AD,CW,FR,CA,WC,PA,
