Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Archer, Glenn",-,1,2,4,-,2,1,-,1,-,-,2,-,-,2,-,-,1,-,-,-,,-,16.0
"Baird, John",1,-,-,1,-,-,-,1,-,1,,,-,-,1,-,,,,,,,,5.0
"Blakey, John",,,-,1,1,-,,,-,-,-,-,,,,,,,-,1,-,-,1,4.0
"Burton, Matthew",-,1,1,1,-,-,1,-,-,-,1,-,-,1,-,3,-,1,-,-,-,-,1,11.0
"Clayton, Shane",-,-,-,-,1,1,-,-,-,-,-,-,,,1,1,1,1,,,,,,6.0
"Cochrane, Stuart",-,1,-,-,1,1,-,-,,,,-,,,,2,1,1,-,-,1,1,-,9.0
"Colbert, Leigh",2,,-,-,1,1,1,1,1,-,-,1,1,1,-,1,1,2,1,1,2,-,1,19.0
"Grant, Shannon",-,1,1,-,-,-,1,-,1,-,1,1,-,-,,,,1,-,1,-,-,1,9.0
"Harding, Leigh",1,-,2,1,-,,-,2,-,-,-,3,-,-,-,-,-,3,-,-,-,1,1,14.0
"Harris, Daniel",,,,,,,,-,-,-,-,,,,,,,,,,,,,
"Harvey, Brent",1,1,-,-,1,2,1,2,-,1,-,-,1,-,-,-,,,,-,-,-,1,11.0
"Jones, Corey",1,4,-,1,,,,,,,,,,,,,,,,,-,-,-,6.0
"King, David",-,1,-,-,1,1,-,1,2,2,-,-,-,2,-,1,-,1,1,1,,-,-,14.0
"Lange, Adam",,,,,,,,-,,,,,,,,,,,,,,,,
"Makepeace, Troy",-,-,1,-,-,-,-,-,2,-,-,1,-,-,-,-,1,-,-,1,-,-,-,6.0
"Martyn, Mick",,-,-,-,2,,,,-,1,-,1,1,-,-,-,-,-,-,-,1,2,1,9.0
"McCartney, Jason",-,-,1,-,-,-,-,-,2,-,1,1,-,,,,,,,1,,,,6.0
"Morrell, Digby",,,,,-,-,-,2,-,-,-,2,1,-,-,2,-,1,1,-,1,-,1,11.0
"Motlop, Daniel",,,,,,1,1,,,,,,,,,,1,-,-,,,,,3.0
"Motlop, Shannon",-,-,-,1,-,-,-,,,,,,,,,,,,,,-,-,,1.0
"Petrie, Drew",,,,,,,,,,,,,1,1,-,-,1,2,-,,-,-,1,6.0
"Pickett, Byron",1,1,3,-,1,-,2,1,-,3,-,1,3,3,-,1,3,1,-,1,2,,1,28.0
"Porter, Mark",1,-,1,1,-,-,-,-,-,-,1,-,,-,-,,-,1,1,-,-,-,-,6.0
"Rawlings, Brady",,,,,,,,,,,,,-,1,1,-,-,1,-,-,1,1,-,5.0
"Robbins, Ben",1,-,-,-,1,2,1,1,1,-,2,-,1,-,1,1,-,-,-,3,-,-,1,16.0
"Rocca, Saverio",1,1,4,3,-,-,-,-,-,-,-,-,2,1,1,1,2,-,-,-,,,1,17.0
"Simpson, Adam",1,-,2,1,-,1,3,-,1,-,-,-,1,-,-,2,-,1,1,-,1,2,1,18.0
"Sinclair, Jess",-,-,,,,,,,,,-,1,-,-,-,2,1,-,-,-,-,-,-,4.0
"Smith, Dylan",,,,,,,,,,,,,1,-,1,-,,,,1,2,-,,5.0
"Stevens, Anthony",1,1,-,-,2,1,3,3,3,-,1,-,-,1,1,3,3,1,-,,,,,24.0
"Teague, David",,,,,,,,1,1,1,1,-,-,-,1,-,1,1,-,-,1,1,-,9.0
"Watt, Shannon",-,-,,,,-,1,,,,,,,,,,-,,,,,1,,2.0
Totals,12,13,18,15,12,13,16,15,15,9,8,14,13,11,10,20,16,20,5,11,12,9,13,300.0
Opponent,PA,WB,GE,SY,CA,HW,WC,AD,ME,ES,RI,BL,CW,SK,FR,PA,WB,GE,SY,CA,HW,WC,ME,
