Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Biggs, Shane",,,,,,,,-,-,,,,,,,-,-,-,-,-,-,-,1,1.0
"Bontempelli, Marcus",-,2,,-,-,3,-,-,1,,1,-,1,-,-,-,1,2,-,-,-,2,2,15.0
"Boyd, Matthew",-,1,,-,-,,-,-,-,-,1,-,-,-,-,-,-,-,-,,-,,-,2.0
"Boyd, Tom",-,-,-,-,-,-,-,-,1,-,-,-,,-,-,,,,,,,,,1.0
"Campbell, Tom",,,,,,,,,,,,,,,-,1,1,-,-,-,,,,2.0
"Cordy, Ayce",,-,-,-,1,-,2,-,,,,,,,,,,,,,,,,3.0
"Cordy, Zaine",,,,,,,,,,,,,,,,,,,,,-,-,,
"Crameri, Stewart",-,-,-,-,2,-,-,-,,-,,,,,-,1,-,2,-,2,-,-,-,7.0
"Dahlhaus, Luke",-,1,-,3,-,-,1,1,1,-,1,-,-,3,1,-,-,-,4,1,1,2,-,20.0
"Dale, Bailey",,,,,,,1,-,-,-,-,-,,,1,-,1,-,,,,,,3.0
"Daniel, Caleb",,,,,,,,,,,,,1,-,2,-,2,-,1,-,,-,-,6.0
"Darley, Sam",,,,,,,,,,,,,,,,,,-,1,,,,,1.0
"Dickson, Tory",1,-,1,1,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,2,-,8.0
"Goodes, Brett",-,-,-,,,-,-,-,,,,,,,,,,,,,,1,,1.0
"Grant, Jarrad",-,-,1,-,,,,,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,5.0
"Hamling, Joel",,,,,,,,,-,-,-,-,-,,,,,-,-,-,-,-,-,
"Honeychurch, Mitch",-,-,-,-,-,1,-,,,,,,-,,,,,,,,2,-,-,3.0
"Hrovat, Nathan",,,1,-,-,-,,,2,2,1,,,,,,,,,,,,,6.0
"Hunter, Lachie",,,,,,1,-,1,,,,,,1,-,2,2,-,-,-,1,1,1,10.0
"Johannisen, Jason",-,1,-,-,-,1,-,-,-,-,1,-,1,1,1,-,1,,,-,-,-,,7.0
"Jong, Lin",-,1,-,1,-,,-,-,-,-,,,,,,,,-,-,-,,,1,3.0
"Macrae, Jack",-,-,-,1,-,-,,,1,1,-,1,2,2,1,2,-,-,1,-,1,1,1,15.0
"McLean, Toby",,,,,,,,,,-,1,-,-,,,,,,,,,,,1.0
"Minson, Will",-,1,1,,,,,,1,-,-,-,-,-,,,,,,,,,-,3.0
"Morris, Dale",-,-,-,,,,,,,,,-,-,-,-,1,-,-,1,-,-,,-,2.0
"Murphy, Robert",1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,,1,-,1,,-,6.0
"Pearce, Daniel",,,,,,,,,,,,,,,,,,,,-,,,,
"Picken, Liam",-,-,-,1,-,-,1,-,-,,-,-,-,-,-,-,1,-,-,,2,-,2,7.0
"Prudden, Josh",,,,,,,,,,,,,,-,-,-,-,,,,,,,
"Redpath, Jack",-,,,,,,,,,,,,-,-,-,1,-,-,3,1,-,-,-,5.0
"Roberts, Fletcher",,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,
"Roughead, Jordan",-,-,-,-,-,-,1,-,-,-,1,-,1,,-,,,,,,-,-,,3.0
"Smith, Clay",,,,-,-,-,,,,,,,,,,,,,,,,,,
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,-,,,,
"Stevens, Koby",,,-,1,-,-,2,-,-,-,-,1,-,-,,,,,,,,,,4.0
"Stringer, Jake",-,1,2,-,2,-,2,-,,-,2,1,-,2,1,-,-,1,1,1,1,2,-,19.0
"Talia, Michael",-,-,-,-,-,-,-,-,,,,,,-,,-,-,-,1,-,,,,1.0
"Wallis, Mitch",1,2,-,,,,-,-,3,-,2,1,-,-,-,1,-,1,1,2,3,-,-,17.0
"Webb, Lukas",,,-,1,-,-,,,-,-,-,-,,,,,,,,,1,-,,2.0
"Wood, Easton",-,-,,2,-,1,1,-,1,-,-,2,-,1,-,-,-,2,1,-,-,-,-,11.0
Totals,3,10,6,11,5,7,11,3,11,5,13,6,7,11,7,10,11,8,16,7,13,11,8,200.0
Opponent,WC,RI,HW,AD,SY,SK,FR,ME,GW,PA,BL,SK,CA,GC,GE,CW,ES,PA,ME,WC,NM,BL,AD,
