Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bird, Craig",-,-,-,1,-,,,,,,,,,,-,,,,,,,,,,1.0
"Cunningham, Harry",-,,-,-,-,,,-,1,-,-,2,-,-,1,-,-,-,1,1,1,-,-,-,7.0
"Derickx, Tom",,,,,,,,,,,,-,,,,,,,,,,,,,
"Franklin, Lance",1,1,5,2,2,2,5,-,-,2,-,2,,2,2,,2,,,,-,1,,,29.0
"Goodes, Adam",1,-,,,-,-,1,-,-,1,-,-,1,1,1,-,,1,-,1,2,-,2,1,13.0
"Grundy, Heath",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hannebery, Dan",-,1,1,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,1,-,1,-,-,-,7.0
"Heeney, Isaac",2,1,-,-,,1,,,,,,,,,,1,-,1,2,-,-,-,2,-,10.0
"Jack, Brandon",,,,,,,,,-,,,,,,1,1,-,1,-,-,-,1,1,,5.0
"Jack, Kieren",2,-,1,-,1,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,,,7.0
"Jetta, Lewis",-,2,1,-,-,1,1,-,2,-,-,-,1,-,-,1,1,1,-,1,-,-,-,-,12.0
"Jones, Zak",,,,,,,,,,,,-,-,-,-,-,,-,,-,-,-,-,-,
"Kennedy, Josh",-,1,1,-,1,1,1,1,-,1,1,2,3,-,-,-,1,1,-,2,2,1,2,1,23.0
"Laidler, Jeremy",-,-,1,-,-,-,-,-,-,-,-,-,-,-,,1,-,1,-,-,-,-,-,-,3.0
"Lloyd, Jake",-,-,-,-,-,-,-,-,,2,-,-,-,-,1,-,-,1,-,-,,-,-,-,4.0
"McGlynn, Ben",,,1,1,,-,1,-,-,,,,,,,,1,,,,,,2,-,6.0
"McVeigh, Jarrad",,-,-,1,1,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-,,-,-,5.0
"Mitchell, Tom",,,,,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,,1,1,1,-,7.0
"Nankervis, Toby",,,,,,,,,,,,,1,,-,-,1,-,,,,,,,2.0
"Parker, Luke",-,1,-,1,-,2,1,1,-,3,1,1,-,-,-,-,3,-,-,,,,,,14.0
"Pyke, Mike",-,-,1,1,-,2,-,-,-,-,-,,-,-,,-,,,-,-,-,-,-,-,4.0
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,3.0
"Reid, Sam",-,-,-,-,,-,1,1,-,-,1,-,1,-,-,4,-,1,-,-,-,3,1,,13.0
"Richards, Ted",-,-,-,-,-,1,-,-,-,-,-,-,-,,-,,1,-,-,-,-,-,-,-,2.0
"Richards, Xavier",,,,,,,,,,,,,,,,-,,,,,,,,,
"Robinson, Dan",,,,,,,,,-,-,-,,,1,,,,,,,,,,,1.0
"Rohan, Gary",1,-,-,-,1,2,-,-,1,1,-,-,1,,,,,,1,,-,-,1,1,10.0
"Rose, James",,,,,,,,,,,,,,,,,,,,-,,,,1,1.0
"Shaw, Rhyce",-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2.0
"Smith, Nick",-,-,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,1,2.0
"Tippett, Kurt",2,-,1,2,1,-,-,-,1,-,1,1,,-,-,,2,-,-,3,4,3,1,1,23.0
"Towers, Dean",-,-,-,,1,,-,,,,,,-,1,,,,,,1,,-,2,-,5.0
Totals,9,7,13,9,11,12,11,4,6,11,5,8,9,6,11,8,14,8,7,9,11,10,15,7,221.0
Opponent,ES,PA,GW,FR,WB,ME,GE,HW,CA,GC,NM,RI,PA,BL,HW,WC,AD,GE,CW,GW,SK,GC,FR,NM,
