Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bird, Craig",-,-,-,-,-,,,,,,,,,,Off,,,,,,,,,,0/1
"Cunningham, Harry",-,,-,-,On,,,On,-,-,-,-,On,On,-,-,-,-,-,-,-,-,-,-,4/0
"Derickx, Tom",,,,,,,,,,,,-,,,,,,,,,,,,,
"Franklin, Lance",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,,,,Off,-,,,0/1
"Goodes, Adam",Off,On,,,-,On,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,2/1
"Grundy, Heath",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hannebery, Dan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Heeney, Isaac",-,-,Off,Off,,Off,,,,,,,,,,-,-,-,-,Off,-,-,-,-,0/4
"Jack, Brandon",,,,,,,,,On,,,,,,-,-,On,-,-,-,-,-,-,,2/0
"Jack, Kieren",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Off,,,0/1
"Jetta, Lewis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,On,-,Off,1/1
"Jones, Zak",,,,,,,,,,,,On,-,-,On,-,,On,,-,-,-,On,On,5/0
"Kennedy, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Laidler, Jeremy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,Off,-,-,-,-,-,0/1
"Lloyd, Jake",On,-,-,-,-,-,Off,-,,-,-,-,-,-,-,-,-,-,On,-,,-,-,-,2/1
"McGlynn, Ben",,,-,-,,-,-,-,-,,,,,,,,Off,,,,,,-,-,0/1
"McVeigh, Jarrad",,-,-,-,-,-,-,-,Off,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,0/1
"Mitchell, Tom",,,,,-,-,-,-,-,-,-,Off,-,-,-,On,-,-,-,,-,-,-,-,1/1
"Nankervis, Toby",,,,,,,,,,,,,-,,-,-,-,Off,,,,,,,0/1
"Parker, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
"Pyke, Mike",-,-,-,-,-,-,-,-,-,-,-,,-,Off,,Off,,,-,-,-,-,-,-,0/2
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Reid, Sam",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Off,,0/1
"Richards, Ted",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,-,-,
"Richards, Xavier",,,,,,,,,,,,,,,,-,,,,,,,,,
"Robinson, Dan",,,,,,,,,-,On,On,,,-,,,,,,,,,,,2/0
"Rohan, Gary",-,Off,-,On,-,-,-,Off,-,-,Off,-,Off,,,,,,-,,On,-,-,-,2/4
"Rose, James",,,,,,,,,,,,,,,,,,,,On,,,,-,1/0
"Shaw, Rhyce",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Nick",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,
"Tippett, Kurt",-,-,-,-,-,-,-,-,-,Off,-,-,,-,-,,-,-,-,-,-,-,-,-,0/1
"Towers, Dean",-,-,On,,Off,,On,,,,,,-,-,,,,,,-,,-,-,-,2/1
Totals,,,,,,,,,,,,,,,,,,,,,,,,,
Opponent,ES,PA,GW,FR,WB,ME,GE,HW,CA,GC,NM,RI,PA,BL,HW,WC,AD,GE,CW,GW,SK,GC,FR,NM,
